Date,ITALY SMALL CAP
2000-12,100.00000000000001
2001-01,98.88057367979965
2001-02,94.63262624037999
2001-03,88.05029633328691
2001-04,90.14526625509424
2001-05,90.21436481866671
2001-06,87.92078849358994
2001-07,84.07304054152684
2001-08,85.17192433298123
2001-09,68.5433089917006
2001-10,69.87006865153724
2001-11,75.83247646759062
2001-12,75.18641295930887
2002-01,75.48165826099505
2002-02,75.32314877757526
2002-03,82.31007128412985
2002-04,86.85310917036907
2002-05,86.95043348508425
2002-06,83.3167881265448
2002-07,77.4607329556776
2002-08,80.20758249792942
2002-09,68.3208438979107
2002-10,72.62522504492702
2002-11,76.77913139008047
2002-12,75.66925015040435
2003-01,73.02998183922085
2003-02,73.9370700246885
2003-03,73.01609998969799
2003-04,83.31458076738332
2003-05,89.76932466704508
2003-06,90.06548932129385
2003-07,92.24321389597922
2003-08,94.54246372233429
2003-09,101.38247087987945
2003-10,107.86671739656805
2003-11,117.71611797546397
2003-12,121.5008392694326
2004-01,119.06264040032707
2004-02,117.9790486947037
2004-03,113.15671086255094
2004-04,114.28999857732161
2004-05,116.7470886849162
2004-06,122.90775291981335
2004-07,121.5032417757728
2004-08,123.17883860086778
2004-09,131.4879286905181
2004-10,137.8628621155753
2004-11,146.7351821255772
2004-12,160.01843456197227
2005-01,160.58932871263318
2005-02,167.68471258897128
2005-03,163.7741456498201
2005-04,163.8837576013251
2005-05,165.0711613265255
2005-06,170.20098991756578
2005-07,183.17311629093675
2005-08,188.14140807218686
2005-09,191.93875426409457
2005-10,176.08770034914988
2005-11,172.65830527599647
2005-12,174.71938787778228
2006-01,193.42032955389493
2006-02,204.18548817569257
2006-03,216.42352297856434
2006-04,226.69390365161573
2006-05,210.99444050142068
2006-06,206.544420819769
2006-07,207.06111853710937
2006-08,213.30174178496793
2006-09,213.7840613120012
2006-10,223.70625818691119
2006-11,243.02045635331518
2006-12,252.30681100160572
2007-01,260.6661061781957
2007-02,262.17960452744626
2007-03,280.2923783393521
2007-04,303.8112663139796
2007-05,303.4912299271766
2007-06,295.3532792081955
2007-07,294.95003168203687
2007-08,278.1869540038068
2007-09,272.32783139974737
2007-10,294.0383471423135
2007-11,259.1282008288055
2007-12,248.88707003149716
2008-01,218.4315992038929
2008-02,228.64049442846473
2008-03,227.64284472899655
2008-04,230.59660423684593
2008-05,234.4664137755317
2008-06,209.96610886890858
2008-07,199.2825229504086
2008-08,198.54702819996834
2008-09,159.98757712282833
2008-10,123.02953896088906
2008-11,112.78559761467129
2008-12,124.3832935937602
