Date,AUSTRALIA SMALL CAP
2000-12,100.0
2001-01,101.0011200892187
2001-02,94.46821148779553
2001-03,84.19845831629604
2001-04,89.99270865075297
2001-05,90.81148923500147
2001-06,95.46798642904442
2001-07,93.41297312109825
2001-08,97.165936116258
2001-09,87.84016171073944
2001-10,94.4264911296337
2001-11,98.89219846110943
2001-12,99.11772183542655
2002-01,102.1650747774924
2002-02,103.9037803540212
2002-03,109.57135241867749
2002-04,107.2294389657096
2002-05,119.22714059418837
2002-06,114.27577920571535
2002-07,107.45566943511024
2002-08,113.1182164440849
2002-09,108.40098923242074
2002-10,109.05781515767991
2002-11,111.04501604024763
2002-12,114.27380465162868
2003-01,118.8746481691428
2003-02,116.25873906709536
2003-03,118.97663830399388
2003-04,129.24800166179213
2003-05,135.94466689895148
2003-06,143.10865124284686
2003-07,143.69402162309746
2003-08,147.60995177641624
2003-09,159.33301523588366
2003-10,175.52976887604575
2003-11,174.75707077166317
2003-12,186.95946180163094
2004-01,188.4443636273346
2004-02,196.8108935083077
2004-03,198.00518845667293
2004-04,186.04492430992136
2004-05,185.2109015487877
2004-06,184.57174078332247
2004-07,192.4800732867699
2004-08,200.9141594022394
2004-09,216.05980711841292
2004-10,237.458806
2004-11,251.12598120821266
2004-12,264.20497804820207
2005-01,268.8772945632247
2005-02,271.61356967348246
2005-03,265.87957317098966
2005-04,255.93606929727585
2005-05,259.12961611934367
2005-06,276.28424681511655
2005-07,290.2798053852786
2005-08,295.7737583992154
2005-09,316.4929711621047
2005-10,298.2837544301209
2005-11,310.3966845672403
2005-12,318.0397403687271
2006-01,335.6493852729886
2006-02,332.6679029280544
2006-03,346.9992897529984
2006-04,375.2638091942018
2006-05,360.05097429644576
2006-06,358.3426892883796
2006-07,363.54781630979437
2006-08,376.9687145129156
2006-09,378.37085289603397
2006-10,411.85650286820453
2006-11,435.0836075463127
2006-12,447.838508884944
2007-01,446.8531405498772
2007-02,459.0780160808714
2007-03,486.50880068657693
2007-04,526.0336370244546
2007-05,542.9194386003263
2007-06,555.7652788973343
2007-07,550.21409522546
2007-08,515.1429628248225
2007-09,571.5937977903121
2007-10,621.9618443171983
2007-11,567.0955943784
2007-12,553.0219559656583
2008-01,488.32902740426664
2008-02,527.9874434869856
2008-03,499.14744476237246
2008-04,536.6470910049179
2008-05,544.6707661151122
2008-06,479.41137962088095
2008-07,460.31539500672346
2008-08,429.0469034182072
2008-09,343.0172835730833
2008-10,217.46866551113663
2008-11,187.98760263147972
2008-12,205.69769986419604
2009-01,172.73894516253787
2009-02,160.94867557430956
2009-03,197.3200828247069
2009-04,234.02080039407096
2009-05,271.37554636667744
2009-06,286.9960603413393
2009-07,325.4364921143396
2009-08,356.2189626528497
2009-09,391.12849539241074
2009-10,398.2717942930554
2009-11,412.09787839921563
2009-12,425.47971840912874
2010-01,389.7861011962612
2010-02,393.82911572626386
2010-03,429.11780097334974
2010-04,436.04489627336204
2010-05,356.67550434045546
2010-06,347.0535313173619
2010-07,388.9790382094293
2010-08,389.8425701439535
2010-09,458.337104265853
2010-10,479.8067322226715
2010-11,468.5897430558618
2010-12,533.0809843575353
2011-01,509.1100953951739
2011-02,530.5740863325733
2011-03,547.8109265475591
2011-04,566.4382220106902
2011-05,548.0309438343529
2011-06,526.6092202197232
2011-07,536.4396587082074
2011-08,505.60192057799287
2011-09,414.574303028528
2011-10,494.12968069878946
2011-11,460.8071141972705
2011-12,442.74588678006984
2012-01,492.9228531508311
2012-02,528.7526462525715
2012-03,507.63504507691295
2012-04,509.2348451562938
2012-05,429.2508860961304
2012-06,434.22136092921744
2012-07,446.8835407642508
2012-08,449.61139767866524
2012-09,469.2740264496195
2012-10,481.10128166867923
2012-11,478.4131352148881
2012-12,492.6868014368819
2013-01,518.2660212765206
2013-02,523.8229124713973
2013-03,521.1181050870978
2013-04,505.4694693391841
2013-05,443.06253316743766
2013-06,395.78741387578464
2013-07,420.2649570138465
2013-08,430.6351938649409
2013-09,462.9968874833681
2013-10,479.9107785804185
2013-11,443.6447033811577
2013-12,445.75161482114765
2014-01,421.21782469812086
2014-02,454.5162587132736
2014-03,468.98041597383747
2014-04,469.39793722643043
2014-05,470.8449793759992
2014-06,471.981675541199
2014-07,488.5461478031699
2014-08,496.34169855023237
2014-09,435.08488549962135
2014-10,440.30335432252434
2014-11,412.00528139097423
2014-12,403.4637160703512
2015-01,387.3043333469611
2015-02,419.5246136446923
2015-03,407.00378748512304
2015-04,420.2666240729278
2015-05,418.141221710889
2015-06,383.5429256467601
2015-07,375.2093309018287
2015-08,348.32770264355025
2015-09,336.83681029814454
2015-10,366.69204581916114
2015-11,368.1018578780455
2015-12,378.2127556151086
2016-01,351.8202449233709
2016-02,359.9349891452063
2016-03,410.10554845830575
2016-04,418.7503697812502
2016-05,411.950424258854
2016-06,418.2796731489372
2016-07,463.7500757767364
2016-08,453.3743736552861
2016-09,464.82063637651277
2016-10,440.59610974489317
2016-11,430.3699023670022
2016-12,438.54171787417096
2017-01,448.4647254602515
2017-02,461.7491858554876
2017-03,473.0951159697269
2017-04,465.716097
2017-05,460.14787
2017-06,480.921261
2017-07,496.64564
2017-08,507.348183
2017-09,502.097632
2017-10,518.013638
2017-11,529.993842
2017-12,560.591078
2018-01,577.612326
2018-02,556.913439
2018-03,537.561234
2018-04,547.0080786914518
2018-05,558.0679262615168
2018-06,552.57126105894
2018-07,552.3109564697148
2018-08,549.8805911154119
2018-09,548.8154786809903
2018-10,494.03540999462984
2018-11,501.88118879547136
2018-12,467.86453171177817
2019-01,513.7693111671922
2019-02,532.9048126541475
2019-03,532.4144736705476
2019-04,545.1095815902494
2019-05,529.8568821695028
2019-06,549.9029888290328
2019-07,567.4379405762968
2019-08,539.194475868355
2019-09,546.699799520294
2019-10,551.1240537440614
2019-11,550.8206683916493
2019-12,569.0792241830871
2020-01,565.6775002058097
2020-02,494.968379662712
2020-03,361.3445631319454
2020-04,450.63768001971084
2020-05,509.58264082371875
2020-06,531.7383869971533
2020-07,562.4085480188315
2020-08,621.535933601515
2020-09,585.2279717735827
2020-10,581.46688795753
2020-11,664.3541174846653
2020-12,715.7955640849682
2021-01,707.052407987344
2021-02,721.9384161615508
2021-03,724.8761578942392
2021-04,769.7745449587993
2021-05,772.4256742399897
2021-06,776.1066104391618
2021-07,772.8747828491499
2021-08,797.4592877806492
2021-09,777.3984286967194
2021-10,816.7620804551669
2021-11,773.1153719140673
2021-12,825.050410272136
2022-01,731.1540849934206
2022-02,757.1821999748339
2022-03,830.5111649771848
2022-04,776.3131141229272
2022-05,741.5723343083878
2022-06,619.5632723704924
2022-07,688.9842439348349
2022-08,698.516392644426
2022-09,599.7755983133079
2022-10,636.2397032992614
2022-11,698.7724272340606
2022-12,677.6930576708744
2023-01,745.9732334412998
2023-02,686.5576913991322
2023-03,668.6660799414049
2023-04,680.3319477853657
2023-05,655.3119890829146
2023-06,675.8868312650679
2023-07,709.6278718677465
