Date,NORWAY SMALL CAP
2000-12,100.0
2001-01,104.92241813678866
2001-02,98.86431588499259
2001-03,92.11321370004715
2001-04,93.17032988920383
2001-05,90.57967075362397
2001-06,84.61730754437843
2001-07,85.28655406624294
2001-08,83.45496865821369
2001-09,74.82640780056113
2001-10,72.83661076916303
2001-11,78.46417940823207
2001-12,81.12883571709085
2002-01,81.12406206471721
2002-02,80.34504786030212
2002-03,86.76923936070875
2002-04,88.58395964419066
2002-05,87.36561342384981
2002-06,82.1089968384258
2002-07,71.38881570113054
2002-08,64.59348459636779
2002-09,56.683096376551426
2002-10,58.925781893522064
2002-11,61.5551241834396
2002-12,48.56299075705665
2003-01,46.8798265918243
2003-02,41.60658374582833
2003-03,39.91573052000374
2003-04,48.83320958335136
2003-05,53.750651082449394
2003-06,53.67307932408234
2003-07,58.980046275905124
2003-08,63.36745598947967
2003-09,61.774920955080354
2003-10,69.39755669762579
2003-11,72.09637048776301
2003-12,78.06163774124153
2004-01,85.1618597890836
2004-02,90.62853791042257
2004-03,84.20852389808259
2004-04,80.09156080911771
2004-05,85.94104292038308
2004-06,92.70987206303715
2004-07,89.16182076259057
2004-08,92.05552102690994
2004-09,102.5792771932905
2004-10,105.0652715489261
2004-11,129.37946972680038
2004-12,136.95803723156016
2005-01,137.58139245625583
2005-02,144.09618264752783
2005-03,137.51102357225867
2005-04,129.2356721000913
2005-05,140.7420895296966
2005-06,148.67457457152256
2005-07,163.0255444556964
2005-08,184.87882566711102
2005-09,190.4561858677015
2005-10,168.21114690918364
2005-11,168.6467431294469
2005-12,190.22400095174896
2006-01,201.44937312400964
2006-02,211.90007404886123
2006-03,242.0047275010775
2006-04,274.4578268765299
2006-05,265.9662023795186
2006-06,254.33336251934776
2006-07,247.8547440714532
2006-08,250.258102673236
2006-09,231.5897016089341
2006-10,249.32245845486662
2006-11,270.5151632895279
2006-12,276.31984369252467
2007-01,285.4346950856851
2007-02,290.1311714833183
2007-03,308.4440952389907
2007-04,324.24189603498473
2007-05,322.33101603271194
2007-06,332.3115951412277
2007-07,309.7594859174324
2007-08,299.58114401671446
2007-09,316.0647855498516
2007-10,335.19021021572144
2007-11,310.0264467711202
2007-12,317.7643130946281
2008-01,261.62614020843677
2008-02,285.93809253911235
2008-03,287.8817568268884
2008-04,309.1260058922452
2008-05,324.4634218834981
2008-06,302.7673969212494
2008-07,286.8377926210288
2008-08,278.1001363953877
2008-09,180.56234077054853
2008-10,126.23913796192893
2008-11,115.7108447069534
2008-12,112.0991805999285
2009-01,115.31020784514514
2009-02,110.83228153370148
2009-03,122.73421566872085
2009-04,144.58910505611624
2009-05,174.8190863647452
2009-06,177.25408237164422
2009-07,191.6536947417145
2009-08,198.48342449310323
2009-09,220.6250720340911
2009-10,232.74778711938907
2009-11,243.9911341202509
2009-12,254.90950091555277
2010-01,261.58026634462175
2010-02,257.63062853349936
2010-03,278.5401217443465
2010-04,284.93847498680964
2010-05,225.16980184309054
2010-06,206.94484540007977
2010-07,234.69480385231503
2010-08,224.81676339002766
2010-09,264.14724987445163
2010-10,287.5824763297939
2010-11,271.90216671984405
2010-12,328.8755458149834
2011-01,333.3441469078457
2011-02,348.32352665035387
2011-03,351.7618949797397
2011-04,366.0370248706358
2011-05,344.11223098849655
2011-06,323.22195924639533
2011-07,313.5813408682257
2011-08,279.7554307204214
2011-09,221.2312390803361
2011-10,260.69066203157405
2011-11,243.81488372471617
2011-12,238.45419014264465
2012-01,266.9638533505823
2012-02,296.66860731563264
2012-03,288.83430833892805
2012-04,289.1245358505748
2012-05,243.57995754694767
2012-06,267.0061199053018
2012-07,272.98739462103543
2012-08,288.88337403888045
2012-09,306.86960279545434
2012-10,304.75815362753417
2012-11,304.3409202322327
2012-12,317.1971888251573
2013-01,334.060679032555
2013-02,334.26082844630446
2013-03,324.2993847330476
2013-04,324.117687683817
2013-05,334.58453234323366
2013-06,310.8583215612533
2013-07,342.9997399905166
2013-08,325.6372367917741
2013-09,333.22023236785424
