Date,SAUDI ARABIA DOMESTIC SMALL CAP
2011-03,562.8356966519881
2011-04,585.3402267887195
2011-05,627.4776901026889
2011-06,600.9474330500492
2011-07,578.3359208275945
2011-08,536.4681005251957
2011-09,570.0838070246401
2011-10,580.5504861483164
2011-11,585.4984356503329
2011-12,634.0581633932303
2012-01,670.6028875170476
2012-02,728.2970640878771
2012-03,781.181804858924
2012-04,766.9277647799369
2012-05,695.6810549380306
2012-06,639.3248577089871
2012-07,703.1967805428454
2012-08,756.2412396926876
2012-09,757.4444508724662
2012-10,720.7421047977286
2012-11,672.3115219181337
2012-12,705.2573944907259
2013-01,707.6597239702094
2013-02,701.560934164507
2013-03,733.4749564097768
2013-04,776.1372675953056
2013-05,771.0291278896658
2013-06,763.5113013327781
2013-07,808.0813074087899
2013-08,768.581067246273
2013-09,813.3862098710099
2013-10,810.3082983186413
2013-11,827.0576781480698
2013-12,846.8948733063164
2014-01,848.6249002533428
2014-02,891.4365067987299
2014-03,936.7594693979712
2014-04,1026.3573476765816
2014-05,1059.194717533815
2014-06,1007.1682740983819
2014-07,1048.2295321043853
2014-08,1126.364820236073
2014-09,1147.1829096344115
2014-10,1060.7084154628928
2014-11,984.3282570427498
2014-12,876.5575977105607
2015-01,966.9017760371571
2015-02,998.3515236968316
2015-03,964.4786282411211
2015-04,1047.4723880104
2015-05,1059.2940573964092
2015-06,1009.5131540712065
2015-07,1004.1021412884514
2015-08,793.4550541682914
2015-09,798.93411103307
2015-10,778.142936245948
2015-11,791.5520912377165
2015-12,751.3980907202571
2016-01,606.3485733059265
2016-02,632.7054719604124
2016-03,655.6970225465492
2016-04,727.5218103655195
2016-05,690.5895396280097
2016-06,705.9489355528169
2016-07,694.0145680479206
2016-08,647.9560147877031
2016-09,563.7616047315897
2016-10,569.9599291350486
2016-11,681.7525225188888
2016-12,729.1102551500394
2017-01,697.862781177786
2017-02,688.1932384446345
2017-03,696.5030395609562
2017-04,694.486325
2017-05,672.547311
2017-06,680.987911
2017-07,681.021948
2017-08,674.245152
2017-09,681.048102
2017-10,644.935011
2017-11,634.81116
2017-12,682.002673
2018-01,700.30525
2018-02,692.549108
2018-03,707.109903
2018-04,754.0820046385455
2018-05,714.0871385529425
2018-06,728.640762433193
2018-07,679.9153915025569
2018-08,658.3971830537794
2018-09,630.2940654625781
2018-10,626.9765461346543
2018-11,631.5645802707055
2018-12,629.9724261840879
2019-01,666.3981947068061
2019-02,666.5838638023453
2019-03,694.7587843739299
2019-04,723.7877173770614
2019-05,696.7455464981655
2019-06,720.1129753434805
2019-07,766.4688733019785
2019-08,754.3193310943235
2019-09,788.4812647938827
2019-10,755.4110862287276
2019-11,768.1280694940579
2019-12,858.6308536401615
2020-01,912.8947239567698
2020-02,833.403356695742
2020-03,680.9727311460427
2020-04,755.1412862538252
2020-05,715.8334620873112
2020-06,783.5403120052623
2020-07,834.317405223899
2020-08,878.2869763001072
2020-09,943.3854959509607
2020-10,880.9244631787692
2020-11,968.842692166233
2020-12,988.0708693098583
2021-01,1019.7428279335724
2021-02,1024.2000127395388
2021-03,1080.8584250933952
2021-04,1154.787550515399
2021-05,1201.27139789654
2021-06,1255.6641935741552
2021-07,1270.6116604677907
2021-08,1254.308731525142
2021-09,1239.8239456707427
2021-10,1207.2529893584754
2021-11,1092.2866083832475
2021-12,1120.459548223749
2022-01,1199.2226039273166
2022-02,1176.8630494098372
2022-03,1232.8819791007559
2022-04,1243.9291693096318
2022-05,1158.5668781206934
2022-06,1048.9344300928437
2022-07,1097.3939004666854
2022-08,1144.0914047035008
2022-09,1092.127510304872
2022-10,1104.5398579580647
2022-11,1047.504549279467
2022-12,1016.2966547497056
2023-01,1075.4813566711987
2023-02,1088.5353018079102
2023-03,1144.7442139916661
2023-04,1218.230964205427
2023-05,1279.199298788791
2023-06,1365.9091419703998
2023-07,1381.7927103595755
