Date,INDIA DOMESTIC SMALL CAP
2008-05,1000.0
2008-06,776.6613217762139
2008-07,826.1946295177956
2008-08,823.779250779997
2008-09,638.4072650309311
2008-10,402.19032521566743
2008-11,356.1306374109009
2008-12,417.41247567905816
2009-01,375.75678483186095
2009-02,335.7998346080105
2009-03,367.6672380459042
2009-04,443.7131151568834
2009-05,703.9577055607609
2009-06,693.2283577483887
2009-07,755.3203869951019
2009-08,802.0241494903727
2009-09,876.1915078381028
2009-10,838.7934101922239
2009-11,903.7751635297119
2009-12,944.2937703395962
2010-01,929.1316903589454
2010-02,907.372116692331
2010-03,993.936689422151
2010-04,1059.9924342840764
2010-05,955.2368277493439
2010-06,998.7667284567369
2010-07,1046.6109020885597
2010-08,1059.9142617130433
2010-09,1190.2843971586624
2010-10,1242.1732946113423
2010-11,1114.4325170059187
2010-12,1148.2125876509183
2011-01,979.4859951113015
2011-02,923.1554383076318
2011-03,1005.8567903418689
2011-04,1043.6857350128369
2011-05,988.9236421005976
2011-06,991.3079669108955
2011-07,1013.9369846142666
2011-08,869.2119055843455
2011-09,795.1842061307171
2011-10,818.012825750264
2011-11,676.6290140795865
2011-12,594.6189693815256
2012-01,743.8319284814451
2012-02,819.9494052889315
2012-03,777.4611768962594
2012-04,746.8432685778156
2012-05,651.7535303125659
2012-06,689.0479302976681
2012-07,677.8295016023213
2012-08,670.2536795034596
2012-09,786.4504712455026
2012-10,768.0181510127005
2012-11,800.2472134719482
2012-12,814.8515470816646
2013-01,821.8089199178671
2013-02,715.4646325795757
2013-03,695.5575196943628
2013-04,725.6467961573691
2013-05,691.8968698865494
2013-06,615.069221684943
2013-07,563.1710868870146
2013-08,494.66074218897916
2013-09,555.8842793856728
2013-10,625.3139552992906
2013-11,635.3533574792124
2013-12,683.9338734803638
2014-01,638.9194557074856
2014-02,667.8477354789051
2014-03,760.2958409396683
2014-04,781.8412159612493
2014-05,917.0011868596708
2014-06,1000.4567479746056
2014-07,974.130293504576
2014-08,1000.0613540118146
2014-09,1007.2628431769298
2014-10,1043.8324449476543
2014-11,1080.8469258343919
2014-12,1081.7490872823919
2015-01,1142.9000130046766
2015-02,1161.3056892866566
2015-03,1121.6166992013095
2015-04,1062.4372662232013
2015-05,1098.7975085743208
2015-06,1072.1217008534045
2015-07,1131.8278624788325
2015-08,1028.7786383116031
2015-09,1051.3925092990835
2015-10,1067.5066858957118
2015-11,1052.3389940401114
2015-12,1076.6651666170621
2016-01,963.9731186991673
2016-02,848.0444175598396
2016-03,980.7344940918055
2016-04,1017.8380970412137
2016-05,1026.2280991260623
2016-06,1075.1759463817107
2016-07,1144.2876437052082
2016-08,1192.6476235107766
2016-09,1220.4234120193912
2016-10,1266.9481884108175
2016-11,1127.1058798905908
2016-12,1110.8171812408546
2017-01,1190.8413455550128
2017-02,1296.5864755283285
2017-03,1396.5967176912773
2017-04,1490.183353
2017-05,1454.417964
2017-06,1480.579291
2017-07,1552.994052
2017-08,1545.905196
2017-09,1517.29414
2017-10,1650.007353
2017-11,1699.367332
2017-12,1812.348189
2018-01,1772.027143
2018-02,1682.59405
2018-03,1591.63681
2018-04,1681.691304484265
2018-05,1564.6954207707993
2018-06,1454.6032420246763
2018-07,1513.0509841138792
2018-08,1526.1738186502369
2018-09,1266.1528588021486
2018-10,1226.8864120382198
2018-11,1332.8785143420002
2018-12,1359.4817749614201
2019-01,1271.0223377350032
2019-02,1256.979175320042
2019-03,1421.0025030028019
2019-04,1379.2404027211046
2019-05,1408.26980538908
2019-06,1379.2978069317019
2019-07,1257.2959517299878
2019-08,1201.1393618193558
2019-09,1258.1171548726995
2019-10,1308.176355
2019-11,1321.5908932298805
2019-12,1323.2607739190826
2020-01,1402.7567921810805
2020-02,1306.4358481175063
2020-03,856.603459643448
2020-04,993.4383459476766
2020-05,972.7607437145839
2020-06,1094.0324008956281
2020-07,1174.9297053089067
2020-08,1297.7902314390963
2020-09,1333.9424330390736
2020-10,1334.600433543902
2020-11,1526.4383384398784
2020-12,1633.503855194944
2021-01,1648.0483526740475
2021-02,1833.2405262809698
2021-03,1883.7988365976298
2021-04,1901.6691691181004
2021-05,2066.2130877289405
2021-06,2132.474369710891
2021-07,2247.342464822054
2021-08,2294.308951895467
2021-09,2409.404195043448
2021-10,2391.528869640307
2021-11,2336.801044113894
2021-12,2456.1082578378873
2022-01,2415.6315248369747
2022-02,2212.50979018556
2022-03,2320.5101049967852
2022-04,2310.9903707529356
2022-05,2120.7817326749305
2022-06,1976.7694683638806
2022-07,2153.137039255508
2022-08,2264.9593240727368
2022-09,2198.1520733246857
2022-10,2185.480044853775
2022-11,2261.355042800349
2022-12,2173.262140004354
2023-01,2153.9810884593817
2023-02,2090.7398890313243
2023-03,2077.3147878471177
2023-04,2194.336766137694
2023-05,2286.756290453838
2023-06,2460.9678087371312
2023-07,2616.9957657622476
