Date,POLAND SMALL CAP
1994-05,328.31728267154057
1994-06,225.2032677868893
1994-07,299.90457822660534
1994-08,300.47810286161695
1994-09,254.84353895582527
1994-10,238.1953263053057
1994-11,218.7712917451504
1994-12,211.51419265111582
1995-01,186.8469441827197
1995-02,191.23954355051174
1995-03,185.32062129090218
1995-04,240.5215624554469
1995-05,219.52190240577752
1995-06,245.7653190657646
1995-07,236.94857746661248
1995-08,226.42161798241688
1995-09,240.31878741150769
1995-10,213.47610685927484
1995-11,207.24517339881584
1995-12,204.5856391739363
1996-01,270.0973206504041
1996-02,281.76306536119756
1996-03,297.30887803944285
1996-04,329.4742490587066
1996-05,310.0653352321807
1996-06,351.18330665191536
1996-07,321.79746594445174
1996-08,345.75173909184326
1996-09,358.84016088274706
1996-10,317.53080056139254
1996-11,314.4066459642569
1996-12,325.10166328972286
1997-01,345.5683000803234
1997-02,366.944155977844
1997-03,362.2246534534438
1997-04,365.3517379380798
1997-05,341.67482863003994
1997-06,322.8364732407784
1997-07,309.17071310176215
1997-08,345.2920604182954
1997-09,365.855683316327
1997-10,304.7164806047385
1997-11,284.2831533268482
1997-12,298.7904387597728
1998-01,289.7653154000538
1998-02,361.6426278450622
1998-03,342.7704737510441
1998-04,351.94034719509034
1998-05,293.4936989001516
1998-06,297.5169497665989
1998-07,293.58620625167543
1998-08,180.94994171632723
1998-09,198.16801132469269
1998-10,197.9340130270206
1998-11,190.60533435852525
1998-12,200.62560670308784
1999-01,205.71176293193597
1999-02,184.58917622406312
1999-03,200.42818454421914
1999-04,207.89914535901246
1999-05,213.7764253821102
1999-06,229.15050227160398
1999-07,232.72040832351013
1999-08,234.50989832732412
1999-09,189.87325803158384
1999-10,191.17046772133665
1999-11,203.5655845870365
1999-12,244.41652247976145
2000-01,256.2296620523412
2000-02,283.29640813609274
2000-03,293.0295384081165
2000-04,242.92628610577322
2000-05,247.8182636393464
2000-06,262.3179456498066
2000-07,251.20575801759986
2000-08,240.12759977836302
2000-09,214.52798769127764
2000-10,196.48051693761033
2000-11,205.4263204630843
2000-12,238.9130474950969
2001-01,237.75782538052837
2001-02,210.7244993209083
2001-03,199.60172788525654
2001-04,221.78379184941417
2001-05,216.61455121153472
2001-06,196.0720713591238
2001-07,174.57776134683579
2001-08,173.49694271170648
2001-09,162.3543248022066
2001-10,190.00770108902032
2001-11,192.47172072037958
2001-12,158.71158717894195
2002-01,175.67703905946138
2002-02,162.09691108564522
2002-03,161.4214517873958
2002-04,156.72948744133853
2002-05,153.16621368145002
2002-06,138.0611851700701
2002-07,113.88038297064702
2002-08,118.98024184223695
2002-09,110.50148039456332
2002-10,124.41144122639514
2002-11,135.04580373462937
2002-12,141.74813346925822
2003-01,140.46320876628909
2003-02,137.6221722787057
2003-03,131.40086193857567
2003-04,147.8759394943636
2003-05,161.67031786585304
2003-06,161.47998804117873
2003-07,183.87428639431403
2003-08,225.23977029307792
2003-09,199.876303838391
2003-10,204.72952354119008
2003-11,198.30570666640384
2003-12,227.57893956568006
2004-01,217.65761155150363
2004-02,226.73655429837868
2004-03,238.46369418152432
2004-04,236.06790947280226
2004-05,241.49900004707
2004-06,249.69980424483134
2004-07,253.3925036369301
2004-08,256.58385191573694
2004-09,270.8655773244111
2004-10,261.01993352781244
2004-11,283.3173816106894
2004-12,307.1388119116136
2005-01,291.1162692365542
2005-02,315.863330199816
2005-03,280.97723117970975
2005-04,250.46609296892876
2005-05,251.95692236082553
2005-06,260.08073288494063
2005-07,275.839760680448
2005-08,290.09560200162576
2005-09,296.1826932693842
2005-10,289.7382572459122
