Date,POLAND SMALL CAP
2005-11,307.2163024116619
2005-12,337.99291631451666
2006-01,396.04752143448843
2006-02,413.99851789807616
2006-03,422.9183833708
2006-04,467.96664098552355
2006-05,424.13497185660174
2006-06,409.0921722043344
2006-07,490.1193538251094
2006-08,478.9811458862178
2006-09,508.679952182844
2006-10,588.0761792446036
2006-11,668.8903405480999
2006-12,646.7694893584247
2007-01,699.3845370177035
2007-02,722.9585600313121
2007-03,821.4311333386411
2007-04,952.498303382578
2007-05,1000.0
2007-06,1060.3936657722902
2007-07,955.5088573351627
2007-08,885.1442560568815
2007-09,918.0671791169916
2007-10,976.0891275141199
2007-11,853.7973964533876
2007-12,869.3884778639141
2008-01,764.474960752488
2008-02,808.5989278677689
2008-03,823.2592907596653
2008-04,789.7042392827685
2008-05,773.7229306052919
2008-06,671.6485157772678
2008-07,642.3791694651036
2008-08,575.7924302389783
2008-09,491.3722782049971
2008-10,310.58274982315214
2008-11,272.4677676896834
2008-12,257.3565037561361
2009-01,209.48910780341984
2009-02,176.5876017970495
2009-03,218.49155602170862
2009-04,282.0376051560915
2009-05,304.7177072776977
2009-06,307.69790923705074
2009-07,381.648995150091
2009-08,456.6993296567749
2009-09,424.6449430782392
2009-10,413.70288645601795
2009-11,436.2293483239815
2009-12,429.8638576733324
2010-01,418.30050604226034
2010-02,415.74350948324775
2010-03,475.97445321894526
2010-04,463.09708417050246
2010-05,386.6774427932534
2010-06,362.9990908848309
2010-07,429.0270932518351
2010-08,420.11111203220736
2010-09,480.34875702000994
2010-10,508.2648143079921
2010-11,452.3283113529722
2010-12,484.67034499667784
2011-01,517.242548494124
2011-02,532.5326362869953
2011-03,537.7983581651797
2011-04,590.0046550035197
2011-05,552.0994890353048
2011-06,529.2745625911722
2011-07,484.63521995752814
2011-08,402.766079627157
2011-09,305.7039701479229
2011-10,355.8539913242943
2011-11,314.32718574631787
2011-12,299.2080973085141
2012-01,362.48791457760933
2012-02,389.4844406612198
2012-03,378.79812352625794
2012-04,364.5202819778807
2012-05,303.9807917622328
2012-06,327.6062059345068
2012-07,322.1099224615711
2012-08,316.6239235740462
2012-09,359.0471955373047
2012-10,360.44088029754244
2012-11,372.0963664073901
2012-12,406.262820493522
2013-01,401.7311874399958
2013-02,380.3018430909256
2013-03,353.2300703581346
2013-04,347.3141884207851
2013-05,373.9253087045055
2013-06,348.43599165218296
2013-07,383.24750997256206
2013-08,391.8189732655064
2013-09,426.0173539003733
2013-10,473.85097646420235
2013-11,490.5294199934657
2013-12,471.36573001416446
2014-01,460.5950376753363
2014-02,496.0845651604186
2014-03,478.62119223698096
2014-04,483.39287020639216
2014-05,465.4555483044838
2014-06,468.76993065092
2014-07,433.5724943801248
2014-08,423.7923109750368
2014-09,430.5073669606332
2014-10,429.09761214535104
2014-11,436.447594740725
2014-12,392.2081327502245
2015-01,397.13857454909277
2015-02,402.05219010694276
2015-03,395.69372346241755
2015-04,419.6455032150651
2015-05,407.99870735250107
2015-06,384.1158376350739
2015-07,403.69728879383206
2015-08,381.07859916991134
2015-09,387.41329319074623
2015-10,388.41569410399165
2015-11,358.0677057356531
2015-12,356.0830551112503
2016-01,323.0549483046912
2016-02,340.54092664767376
2016-03,370.4128112424685
2016-04,364.00969928702557
2016-05,335.241766808879
2016-06,324.00996043290985
2016-07,362.90379980759576
2016-08,408.2079111893338
2016-09,434.23585469535095
2016-10,437.5362679491749
2016-11,417.68993628383646
2016-12,440.81817506789565
2017-01,501.6806845563885
2017-02,527.0499404805199
2017-03,544.1347025924445
2017-04,568.484061
2017-05,582.774744
2017-06,614.225863
2017-07,648.507764
2017-08,657.002567
2017-09,663.811024
2017-10,648.652417
2017-11,630.431785
2017-12,642.277421
2018-01,665.913473
2018-02,598.881668
2018-03,578.506822
2018-04,574.8220352335891
2018-05,544.1366363052894
2018-06,491.7784200895429
2018-07,526.7723289909014
2018-08,507.6725137698573
2018-09,479.7992083189887
2018-10,451.47822358949304
2018-11,469.3308414172167
2018-12,469.3418748901904
2019-01,507.43841312604917
2019-02,507.8704238324261
2019-03,488.0529925150933
2019-04,483.2175336317712
2019-05,470.15025046270483
2019-06,524.36105927516
2019-07,494.10457480547836
2019-08,467.5010527371748
2019-09,431.96057189777866
2019-10,460.89611736122924
2019-11,472.9694493623964
2019-12,499.75763595381864
2020-01,473.0087652570584
2020-02,400.90117920019304
2020-03,331.5553221409281
2020-04,393.56629636578856
2020-05,419.9712069673514
2020-06,450.87532562147
2020-07,476.1927511977984
2020-08,493.1509163334071
2020-09,462.4586892137261
2020-10,401.2385835251415
2020-11,498.6489027548842
2020-12,554.0512490548078
2021-01,569.3682696001049
2021-02,596.8161917211579
2021-03,556.5531223566487
2021-04,616.4605015133548
2021-05,713.5447230565113
2021-06,687.6141253414929
2021-07,694.4443143691841
2021-08,750.4314540362321
2021-09,732.8607248974187
2021-10,796.5072311521594
2021-11,699.3346210088306
2021-12,712.1531732577834
2022-01,664.9911835772768
2022-02,595.5515150817581
2022-03,656.62060670349
2022-04,575.0780322260119
2022-05,607.6569884113833
2022-06,558.9759472005654
2022-07,546.5474873174521
2022-08,516.0769257642544
2022-09,436.5587819078609
2022-10,487.88513651734945
2022-11,572.998516672989
2022-12,603.391571405928
2023-01,665.5129146594517
2023-02,628.696657187533
2023-03,638.2574178265183
2023-04,714.4884458363481
2023-05,681.6857536325525
2023-06,762.9717146881991
2023-07,874.2904621879458
