Date,IRELAND SMALL CAP
2022-03,1712.1616323818419
2022-04,1658.5312819485098
2022-05,1743.5554517348546
2022-06,1571.5595505178794
2022-07,1542.5010998854325
2022-08,1602.9896016879736
2022-09,1562.3327154087872
2022-10,1728.2907918633757
2022-11,1873.7347501499232
2022-12,1902.0949426781601
2023-01,1998.4870370783963
2023-02,2003.2244235981616
2023-03,2134.429048849468
2023-04,2231.703072614014
2023-05,2141.4066437048546
2023-06,2228.5677092022192
2023-07,2217.633654108109
