Date,NIGERIA SMALL CAP
2010-11,1000.0
2010-12,984.922937497818
2011-01,1062.7724119877892
2011-02,1022.8074186797111
2011-03,924.3283358498852
2011-04,997.4044062368326
2011-05,1008.9372221516262
2011-06,980.1893034999094
2011-07,889.838805680324
2011-08,775.3756517385465
2011-09,652.5970280632449
2011-10,641.423532518966
2011-11,585.6587611494955
2011-12,556.6354312928918
2012-01,540.0427446427788
2012-02,589.4114481475566
2012-03,576.5463481930786
2012-04,613.9335011399654
2012-05,601.9794953881052
2012-06,543.8580695484154
2012-07,561.3509427075751
2012-08,578.8192251760006
2012-09,667.9657005028214
2012-10,723.1025582931162
2012-11,738.9658896952134
2012-12,769.5005725352328
2013-01,953.7732527965816
2013-02,954.6127887582428
2013-03,990.3380893721057
2013-04,941.6125688804607
2013-05,1100.4091986909118
2013-06,1035.4885740728384
2013-07,1079.4667473381724
2013-08,966.7021430956174
2013-09,978.1357009697754
2013-10,1053.9519640118376
2013-11,1132.9763817587852
2013-12,1291.2315856956748
2014-01,1197.3397608543078
2014-02,1161.6207400459366
2014-03,1058.4782982309332
2014-04,1072.3286721558225
2014-05,1173.2720871076037
2014-06,1283.8434724757128
2014-07,1281.7595906582742
2014-08,1277.180493857072
2014-09,1233.134464710883
2014-10,1060.8489353089524
2014-11,913.5817510997693
2014-12,782.6808988234176
2015-01,681.236888987602
2015-02,632.0702438689905
2015-03,678.7782672751733
2015-04,755.5948958743337
2015-05,758.4825451796329
2015-06,720.8963088958592
2015-07,649.3554152309579
2015-08,618.2427495016599
2015-09,603.624836841813
2015-10,537.7632502386015
2015-11,509.23451012769254
2015-12,491.9701500819566
2016-01,434.8596245517864
2016-02,399.991981244122
2016-03,414.5711281777391
2016-04,414.33975782807113
2016-05,492.1420982835446
2016-06,353.3783673906242
2016-07,280.7174773634684
2016-08,268.9760477517537
2016-09,285.1006017033782
2016-10,272.1622085917895
2016-11,247.53030500657272
2016-12,262.91134745938683
2017-01,266.0784631830597
2017-02,244.46239358742545
2017-03,250.0598417620764
2017-04,270.117723
2017-05,294.78808
2017-06,334.233546
2017-07,347.028451
2017-08,291.345772
2017-09,283.306528
2017-10,309.042932
2017-11,331.886256
2017-12,349.073543
2018-01,437.727801
2018-02,401.180042
2018-03,411.920401
2018-04,408.32168561330155
2018-05,352.38782743148573
2018-06,360.6482767653414
2018-07,329.7303834998782
2018-08,303.70407596037614
2018-09,285.1016641541466
2018-10,276.39048511890724
2018-11,261.2740644259422
2018-12,273.2980522660315
2019-01,261.19635556706834
2019-02,264.67926136159
2019-03,252.0662692096158
2019-04,224.04004099189447
2019-05,209.02578395265144
2019-06,211.6658225251749
2019-07,201.54251075519414
2019-08,191.679515914022
2019-09,210.56615253617016
2019-10,195.70893357167853
2019-11,217.864388548576
2019-12,223.86638298228607
2020-01,229.47247481942406
2020-02,191.62868820184752
2020-03,148.44650458963199
2020-04,168.91367582193575
2020-05,187.94651017981613
2020-06,175.19427404771068
2020-07,167.45273207725393
2020-08,172.04408738172077
2020-09,184.05188461867672
2020-10,222.48072389667698
2020-11,248.27694809288442
2020-12,238.23906825875574
2021-01,268.63979552283934
2021-02,229.29095206409116
2021-03,226.93798096911152
2021-04,227.58339011083
2021-05,230.9290493860171
2021-06,238.6964726784686
2021-07,248.05114620814072
2021-08,245.674838549017
2021-09,252.29352497087604
2021-10,295.87440983191607
2021-11,293.2134492929877
2021-12,290.61270923364026
2022-01,311.38987204638045
2022-02,322.89801983589894
2022-03,318.83445566552524
2022-04,339.3382171051869
2022-05,341.8997762186511
2022-06,327.7693911460086
2022-07,306.7749792581126
2022-08,303.367317940524
2022-09,292.6075408299351
2022-10,279.65312675863214
2022-11,283.01093904631676
2022-12,278.6014773266474
2023-01,299.939820555514
2023-02,310.8021432163026
2023-03,296.9691961482208
2023-04,306.82136877338843
2023-05,372.75615327671704
2023-06,273.5544602884144
2023-07,287.61429552176924
