Date,SLOVENIA SMALL CAP
2010-11,1000.0
2010-12,1051.2951301071216
2011-01,888.7307173007498
2011-02,877.1227822221455
2011-03,828.0471738615157
2011-04,814.9717215641244
2011-05,726.2303737064719
2011-06,696.8291136803416
2011-07,679.024009842259
2011-08,591.4408777378006
2011-09,492.6074588731535
2011-10,505.03744470082273
2011-11,422.2974838588729
2011-12,394.3808286860917
2012-01,423.81838648220844
2012-02,421.72159738628505
2012-03,488.3434493742745
2012-04,501.16814189070095
2012-05,424.59712312454593
2012-06,431.66153426829453
2012-07,413.2315584726021
2012-08,415.9297107428228
2012-09,525.9338228339756
2012-10,518.2497569121458
2012-11,517.6685766729838
2012-12,564.7096044555722
2013-01,562.6983102603934
2013-02,536.9115105137566
2013-03,536.9691599176306
2013-04,605.8085218042394
2013-05,566.8825413944429
2013-06,564.0454200602488
2013-07,593.8358940724642
2013-08,597.4488146560138
2013-09,590.767605855101
2013-10,627.0336287808677
2013-11,631.99292251287
2013-12,627.5562893153591
2014-01,722.8391898957028
2014-02,772.2128197567193
2014-03,772.1796829916598
2014-04,833.9222719542429
2014-05,891.3716387643159
2014-06,981.3318257491917
2014-07,1010.6340807520593
2014-08,1057.9180581936002
2014-09,982.4259024412469
2014-10,955.1239406544154
2014-11,969.5576892811943
2014-12,875.706402511706
2015-01,829.0151199173993
2015-02,806.7732695614317
2015-03,780.6354138124509
2015-04,863.3519069278551
2015-05,837.060917992846
2015-06,805.8072174571481
2015-07,815.4282603218062
2015-08,785.2122440064652
2015-09,762.4389625260538
2015-10,756.0152892584307
2015-11,734.3388827071974
2015-12,752.348205161586
2016-01,752.6946888210765
2016-02,758.035788495364
2016-03,839.4066347529498
2016-04,839.7782897849813
2016-05,842.6646650186627
2016-06,835.8297668390192
2016-07,905.6700619972374
2016-08,912.6598436874875
2016-09,957.0100091908308
2016-10,974.3156944133209
2016-11,884.1736884608033
2016-12,903.5765312375011
2017-01,964.6320933290611
2017-02,1028.7852353863252
2017-03,1013.0754809738594
2017-04,1049.343331
2017-05,1094.312839
2017-06,1132.898824
2017-07,1215.449827
2017-08,1219.423734
2017-09,1177.484026
2017-10,1158.290851
2017-11,1139.849027
2017-12,1166.71028
2018-01,1243.821831
2018-02,1184.663429
2018-03,1200.48266
2018-04,1209.775380495114
2018-05,1281.829435199451
2018-06,1314.6633625387174
2018-07,1330.6428959210655
2018-08,1302.4867143612232
2018-09,1272.377616140528
2018-10,1148.7568474083089
2018-11,1178.574690792954
2018-12,1124.0883657676882
2019-01,1175.9970754870387
2019-02,1197.7458360454573
2019-03,1216.7074427089897
2019-04,1245.586173845677
2019-05,1194.6513661980655
2019-06,1262.9862135783462
2019-07,1238.7577978947804
2019-08,1218.5668629010497
2019-09,1213.4000418516118
2019-10,1227.9034393978675
2019-11,1244.7297683863344
2019-12,1288.9941802090743
2020-01,1349.9429622539922
2020-02,1251.0676777835051
2020-03,970.6638197517206
2020-04,1041.8378868900168
2020-05,1080.9655346976056
2020-06,1101.7474259330454
2020-07,1171.6634299065472
2020-08,1190.0133612284715
2020-09,1211.1430958944186
2020-10,1132.7755073154453
2020-11,1269.2427692272395
2020-12,1301.7352206172013
2021-01,1365.160511212353
2021-02,1420.6413484967381
2021-03,1405.4734793779683
2021-04,1535.8405369882346
2021-05,1688.0445575410877
2021-06,1643.768836280376
2021-07,1710.2087375528938
2021-08,1761.1963395133869
2021-09,1657.5417120637014
2021-10,1682.0324207717053
2021-11,1695.7817115260889
2021-12,1794.588785574396
2022-01,1869.5565395097037
2022-02,1701.8913121581375
2022-03,1864.4276359141102
2022-04,1767.5784597180307
2022-05,1728.2632843600359
2022-06,1602.6756935902881
2022-07,1655.7627941384974
2022-08,1586.1529918148638
2022-09,1297.7876912643605
2022-10,1438.3017587455588
2022-11,1529.6445651388765
2022-12,1531.8697748992556
2023-01,1661.2677279147238
2023-02,1698.9731257263895
2023-03,1770.0315601760876
2023-04,1835.8779778019295
2023-05,1718.975278307324
2023-06,1813.6340589593635
2023-07,1873.8833402312496
