Date,SPAIN SMALL CAP
2000-12,99.99999999999999
2001-01,108.38148531691012
2001-02,107.7314560523047
2001-03,100.85729905961587
2001-04,105.10897529693202
2001-05,102.20910231860323
2001-06,99.6990006886397
2001-07,102.66022163297248
2001-08,105.47720028150222
2001-09,94.02174073784055
2001-10,99.39350304649321
2001-11,105.31886581440406
2001-12,102.90860617416025
2002-01,103.37227180322581
2002-02,107.00474606206822
2002-03,113.6571573664427
2002-04,122.69520958506651
2002-05,127.36680857580207
2002-06,127.01740752839768
2002-07,115.2729252510668
2002-08,111.04657162674593
2002-09,102.21313627236111
2002-10,108.49124366833942
2002-11,115.74702228592494
2002-12,114.17891402309807
2003-01,117.57202086830577
2003-02,119.85979522306972
2003-03,123.63293692419683
2003-04,134.43604404742868
2003-05,149.1508644452078
2003-06,156.04133878585114
2003-07,161.1554582389992
2003-08,160.23339482850545
2003-09,166.918396135815
2003-10,176.08566017635866
2003-11,187.71061196435195
2003-12,202.00814211914314
2004-01,214.40791272788735
2004-02,225.68545948257741
2004-03,214.1644650932601
2004-04,213.28378739824646
2004-05,209.59265834850905
2004-06,213.28299629713973
2004-07,214.59223966025382
2004-08,216.10566713871387
2004-09,230.87194789067118
2004-10,244.63217106757682
2004-11,267.6927536493015
2004-12,286.514677206715
2005-01,300.85274866403563
2005-02,326.0204276935595
2005-03,323.76107064349634
2005-04,317.3815624696089
2005-05,325.47791735304224
2005-06,332.1720748542955
2005-07,346.3710606318798
2005-08,350.42408015566957
2005-09,373.2386347076984
2005-10,353.34264783077793
2005-11,347.6838156725026
2005-12,349.5569882808576
2006-01,386.6904648269423
2006-02,397.31153271594906
2006-03,422.17518970361135
2006-04,448.58549009340675
2006-05,419.34613388460457
2006-06,419.5857768092605
2006-07,423.14436802925593
2006-08,447.6756117430616
2006-09,469.3862767765746
2006-10,519.6602149812287
2006-11,561.9486109908034
2006-12,580.5143369921491
2007-01,631.6343111397429
2007-02,651.2815371129344
2007-03,679.4084047102469
2007-04,686.0269486333196
2007-05,687.1160586538277
2007-06,647.4952618776884
2007-07,676.5029272749202
2007-08,633.2188096104497
2007-09,635.7804704185066
2007-10,700.9132404717333
2007-11,666.560475882737
2007-12,603.6600339226104
2008-01,544.360901248025
2008-02,562.9540627139766
2008-03,589.3511331322989
2008-04,580.8209341439991
2008-05,569.0481709608338
2008-06,509.8330904972938
2008-07,459.3307830373616
2008-08,440.4264736159212
2008-09,348.1691609463599
2008-10,271.75394592616806
2008-11,260.2240792834898
2008-12,273.51541258944644
2009-01,251.1579734930409
2009-02,227.1439148906315
2009-03,238.27786728366576
2009-04,281.5060731611195
2009-05,325.13336562517935
2009-06,325.0476342754174
2009-07,340.88231701251834
2009-08,366.76759992071766
2009-09,402.0733328128217
2009-10,371.97372836388234
2009-11,374.9020519144005
2009-12,373.78098533889954
2010-01,362.22219088294906
2010-02,341.2875619730577
2010-03,354.1666112048808
2010-04,341.86522515390766
2010-05,279.08705781783
2010-06,275.27686268003606
2010-07,310.84473665834713
2010-08,302.0062173008776
2010-09,340.7018687861338
2010-10,363.8866540222433
2010-11,302.8881998766469
2010-12,343.9568467367119
2011-01,370.92762973548565
2011-02,386.25359885024193
2011-03,407.1492959019036
2011-04,431.43668416224875
2011-05,403.9118961468364
2011-06,385.1732807061569
2011-07,351.51773559781407
2011-08,316.31368538964335
2011-09,273.909292558656
2011-10,307.5400385733422
2011-11,278.9112636696911
2011-12,267.7431963675484
2012-01,278.9148803376081
2012-02,285.5840044800276
2012-03,281.4889713032376
2012-04,257.37880357743484
2012-05,211.6179999539433
2012-06,233.12192122585796
2012-07,225.73354056543226
2012-08,245.6565509049923
2012-09,255.43426134558408
2012-10,265.5616749521023
2012-11,264.47053892208396
2012-12,287.0421587205659
2013-01,310.02153720722
2013-02,305.7897502672281
2013-03,289.6852117453263
2013-04,307.74717133734566
2013-05,305.92155610717674
2013-06,308.2350117257937
2013-07,347.8747604363607
2013-08,347.8728874136088
2013-09,395.90472270366257
2013-10,428.08910479366625
2013-11,430.5482886348586
2013-12,444.9359733109532
2014-01,463.37250580495913
2014-02,487.7715515323544
2014-03,498.2690435869745
2014-04,490.4873232037367
2014-05,500.2162251960063
2014-06,505.4912481474504
2014-07,477.06773237030905
2014-08,465.8663200243369
2014-09,452.2130424466388
2014-10,429.0023990035232
2014-11,428.62593851818315
2014-12,408.735680735398
2015-01,407.22541333017864
2015-02,439.2834553935986
2015-03,440.697972026706
2015-04,456.94092534772807
2015-05,445.14057930668577
2015-06,440.7974983057072
2015-07,441.87207085329004
2015-08,419.2569688011452
2015-09,386.39124206150154
2015-10,415.8224281842294
2015-11,401.62977214972557
2015-12,398.78329360334243
2016-01,369.0211966801121
2016-02,367.97425469369324
2016-03,397.96296212567927
2016-04,410.0357071151739
2016-05,402.05041659983885
2016-06,374.3165582518259
2016-07,403.3785772638383
2016-08,409.3377609226623
2016-09,418.30641983192237
2016-10,404.53188887557155
2016-11,378.701631924359
2016-12,396.05193934105347
2017-01,409.87834892415253
2017-02,413.67440502599845
2017-03,429.0982603410456
2017-04,454.706428
2017-05,484.285566
2017-06,457.729347
2017-07,472.159261
2017-08,472.990165
2017-09,471.093229
2017-10,470.913582
2017-11,478.079567
2017-12,488.520899
2018-01,522.629948
2018-02,505.011995
2018-03,504.116411
2018-04,516.2593642197244
2018-05,485.9704426481598
2018-06,486.2876780641971
2018-07,490.8903458764969
2018-08,485.71679276969695
2018-09,481.6076974165441
2018-10,426.11809102113426
2018-11,419.71183384068513
2018-12,401.29097968208197
2019-01,431.35757358284116
2019-02,429.0065253424019
2019-03,431.7924453509259
2019-04,442.4040006827819
2019-05,425.16543961377
2019-06,440.6592842007762
2019-07,423.4986411907048
2019-08,409.72854089062764
2019-09,412.57210849310826
2019-10,436.2609063077719
2019-11,446.77134891747943
2019-12,456.2063469016269
2020-01,442.1486701553283
2020-02,416.44883836087513
2020-03,319.98021098364984
2020-04,345.0835698701718
2020-05,351.8489365342095
2020-06,361.1509999615124
2020-07,372.7385888654365
2020-08,392.52250391915334
2020-09,379.4781527636702
2020-10,355.50333755131237
2020-11,441.0241884854845
2020-12,468.6031944948065
2021-01,463.8319666910377
