Date,TURKEY SMALL CAP
2004-02,401.3976512102555
2004-03,427.4494391403184
2004-04,353.8800714468917
2004-05,313.3726633156898
2004-06,326.48234020363674
2004-07,358.79526568929356
2004-08,374.0380541425974
2004-09,397.7491503595144
2004-10,413.89397192252795
2004-11,411.6160559150041
2004-12,481.48343790525695
2005-01,528.2375090790272
2005-02,568.9748003627606
2005-03,487.9452430379403
2005-04,443.5480628427373
2005-05,506.85243052206647
2005-06,562.583974507827
2005-07,617.3673028266611
2005-08,616.1239623916299
2005-09,669.5699357340077
2005-10,645.7442132240255
2005-11,756.5381842060261
2005-12,816.7775987027729
2006-01,925.7782032221006
2006-02,1005.790460981553
2006-03,907.7043739325056
2006-04,971.3155481895542
2006-05,705.347626370656
2006-06,610.7682902415413
2006-07,666.121452078366
2006-08,704.980228065014
2006-09,690.9942419651017
2006-10,780.4914217914239
2006-11,741.5635493083557
2006-12,777.4127799729598
2007-01,805.4939997954426
2007-02,833.8285312756005
2007-03,886.2810440592443
2007-04,898.4780254750762
2007-05,1000.0
2007-06,1029.348260501013
2007-07,1106.5531853435498
2007-08,1063.3366153131778
2007-09,1202.842439294827
2007-10,1223.2941398082417
2007-11,1165.631161750985
2007-12,1195.9867567036806
2008-01,946.7225265885153
2008-02,957.9563200534448
2008-03,750.9885787867304
2008-04,879.5036709967653
2008-05,857.8540717975392
2008-06,754.2354067767966
2008-07,880.507603587151
2008-08,864.8372710103994
2008-09,656.7869747784029
2008-10,371.4511952673178
2008-11,339.5915010946576
2008-12,357.2067092830548
2009-01,329.8326062582527
2009-02,309.4806406924506
2009-03,347.67685589027406
2009-04,454.5730853804956
2009-05,552.515785246026
2009-06,640.5325240491893
2009-07,724.2906835069192
2009-08,804.5865251584175
2009-09,862.789841748742
2009-10,869.732339505743
2009-11,837.1604867167008
2009-12,989.3578548714614
2010-01,1105.777160911771
2010-02,974.7750657645589
2010-03,1079.70341095476
2010-04,1194.256959750774
2010-05,981.8490998882452
2010-06,987.0795965872129
2010-07,1094.5562118073283
2010-08,1115.3948407611717
2010-09,1283.158345771806
2010-10,1367.2321288311462
2010-11,1256.451598509708
2010-12,1354.3600156143973
2011-01,1289.2175056766637
2011-02,1247.5653688629309
2011-03,1399.5130913241085
2011-04,1529.8267598432722
2011-05,1329.9184816620268
2011-06,1306.1958060812576
2011-07,1209.76497639417
2011-08,989.4928156273176
2011-09,961.544746526753
2011-10,1014.7577090013785
2011-11,907.8128569557025
2011-12,833.9460957617864
2012-01,973.9938861837289
2012-02,1068.8786419451008
2012-03,1115.3700203035964
2012-04,1154.8513410006676
2012-05,996.0042790889521
2012-06,1112.1439742590824
2012-07,1157.3131002091854
2012-08,1169.7425420661566
2012-09,1166.9376722755637
2012-10,1205.1245342490386
2012-11,1247.3887182124204
2012-12,1327.6162984958728
2013-01,1404.8898822826513
2013-02,1388.277411664405
2013-03,1457.7066164687837
2013-04,1510.3345518351248
2013-05,1456.5677180335665
2013-06,1260.4777876863266
2013-07,1243.842684444469
2013-08,1047.2570750512562
2013-09,1181.8445761087921
2013-10,1267.7899655389167
2013-11,1265.6687425005555
2013-12,1029.9661286577366
2014-01,924.1399960785102
2014-02,979.2907367948395
2014-03,1017.4563427500534
2014-04,1125.5360481097478
2014-05,1162.1788620783004
2014-06,1167.4299459767396
2014-07,1180.0816062766783
2014-08,1170.6793738690646
2014-09,1059.3603345259903
2014-10,1157.0553523366466
2014-11,1169.259929696921
2014-12,1122.9841007498894
2015-01,1136.1132443229435
2015-02,1102.754927579186
2015-03,1031.41072848589
2015-04,1069.5302778245225
2015-05,1045.4773471440683
2015-06,1015.2540725306918
2015-07,958.8291215738597
2015-08,830.4159145997238
2015-09,782.4211304304991
2015-10,832.029001869031
2015-11,821.3744429311032
2015-12,813.3805809965808
2016-01,786.3048829434132
2016-02,811.7177278205054
2016-03,945.179154355916
2016-04,999.1438337569208
2016-05,877.2908712861744
2016-06,880.1245556693444
2016-07,846.8746149182944
2016-08,885.95620636946
2016-09,872.9739551593964
2016-10,864.5177958729138
2016-11,736.7154309001496
2016-12,761.8310502234364
2017-01,760.789757498396
2017-02,796.9570655778923
2017-03,802.7014000244665
2017-04,871.042482
2017-05,909.901573
2017-06,933.29262
2017-07,1019.359194
2017-08,1054.017504
2017-09,956.909575
2017-10,948.641134
2017-11,861.866195
2017-12,1026.999864
2018-01,1087.834912
2018-02,1059.743205
2018-03,1063.591917
2018-04,948.121309033849
2018-05,850.220450363565
2018-06,813.6813620391795
2018-07,765.525675408272
2018-08,558.5337664259938
2018-09,629.9368595843466
2018-10,591.2032713555685
2018-11,655.6263428743332
2018-12,612.8666779306163
2019-01,703.1064699632452
2019-02,698.3496295436195
2019-03,606.439872314007
2019-04,598.0731872893706
2019-05,585.620361638829
2019-06,625.4941442526055
2019-07,657.6805632549184
2019-08,625.4526386686091
2019-09,683.9750891603273
2019-10,648.6211983619148
2019-11,700.9933568765541
2019-12,729.7364871876628
2020-01,771.7373814592478
2020-02,656.5365263884613
2020-03,525.1738632148302
2020-04,577.0635100840217
2020-05,626.4890295295314
2020-06,708.053626907442
2020-07,695.9162753538329
2020-08,622.2346506737815
2020-09,626.0253108893875
2020-10,572.3584632693206
2020-11,723.0550272448908
2020-12,884.5228681486044
2021-01,953.3894459553336
2021-02,968.8297736815057
2021-03,838.0806071361337
2021-04,866.3204321095083
2021-05,835.6294629864948
2021-06,749.5770110296446
2021-07,783.4592859846495
2021-08,831.4590338939665
2021-09,765.6451549902006
2021-10,763.2936988650077
2021-11,642.0173917335774
2021-12,654.5164044964845
2022-01,730.1294663465833
2022-02,645.8205186247535
2022-03,716.3450306933227
2022-04,789.0991271408694
2022-05,771.5855480619233
2022-06,733.1543976124372
2022-07,761.9068134219625
2022-08,861.7943772932745
2022-09,864.389285702509
2022-10,1040.5110392456118
2022-11,1340.3544124846
2022-12,1509.1061474417584
2023-01,1331.9850249771694
2023-02,1399.7090032329313
2023-03,1215.573255027744
2023-04,1159.8778415163122
2023-05,1168.16503706934
2023-06,1063.7046255775422
2023-07,1331.211167651057
