Date,TURKEY SMALL CAP
1994-05,130.84550382249625
1994-06,178.73553639068587
1994-07,208.55840209408538
1994-08,252.90555117664246
1994-09,284.3354824950926
1994-10,291.1651226743138
1994-11,313.7375972059989
1994-12,298.615196480046
1995-01,256.9572889953977
1995-02,285.2195732218861
1995-03,396.6912483875932
1995-04,469.1964385014818
1995-05,467.2983721927755
1995-06,466.48404822561196
1995-07,498.7163226309234
1995-08,392.23740094690214
1995-09,350.61300473529565
1995-10,378.3893355458143
1995-11,314.0738868803931
1995-12,287.5148927239944
1996-01,332.4831306912487
1996-02,417.4504448511251
1996-03,432.11759639561546
1996-04,385.9042170604866
1996-05,331.8854049425659
1996-06,357.7319333492787
1996-07,307.0214930708168
1996-08,296.9953073994515
1996-09,307.7866974077665
1996-10,325.42292608320815
1996-11,333.84000934219443
1996-12,335.7955078139733
1997-01,496.676584187652
1997-02,477.5320460254495
1997-03,439.6102104750396
1997-04,374.48072409233504
1997-05,361.8335529633787
1997-06,394.4419782706627
1997-07,404.26007229905264
1997-08,397.2319290999803
1997-09,489.3086830696279
1997-10,471.765729808846
1997-11,443.34325379021243
1997-12,450.3997832730165
1998-01,450.54208191362915
1998-02,382.0046160048954
1998-03,403.4723731646446
1998-04,482.7687762168497
1998-05,474.5755304999183
1998-06,466.3152253960325
1998-07,496.3930792296005
1998-08,289.37339482517604
1998-09,243.0771958234884
1998-10,214.4036648286015
1998-11,223.73173772575583
1998-12,228.13847420142852
1999-01,209.75338520578947
1999-02,257.1414481903695
1999-03,298.65990967985914
1999-04,309.46947552138215
1999-05,311.4264031344145
1999-06,258.3196489624932
1999-07,290.34072631281987
1999-08,255.27162718998858
1999-09,296.7715012339494
1999-10,306.3108076445823
1999-11,372.5099626635014
1999-12,614.8570870785487
2000-01,747.4018351135661
2000-02,637.8873796852066
2000-03,652.1132408721191
2000-04,776.3128442564986
2000-05,651.242907145232
2000-06,575.1532853404665
2000-07,562.923338833612
2000-08,542.883845324908
2000-09,444.1891600130962
2000-10,499.5190032759852
2000-11,339.25557503093825
2000-12,352.49070349534475
2001-01,354.91028559146224
2001-02,185.25375634744222
2001-03,178.7497612586524
2001-04,238.0592595198113
2001-05,202.87297532351388
2001-06,200.4370955107665
2001-07,177.26384261311733
2001-08,175.91573209182923
2001-09,121.20887892011433
2001-10,156.2935950649747
2001-11,196.12060164853173
2001-12,230.22719422253644
2002-01,260.7504278137678
2002-02,209.9767279272023
2002-03,225.73737620146147
2002-04,222.84279645120637
2002-05,189.74261343092581
2002-06,183.2054372181081
2002-07,194.20435399812698
2002-08,186.789138552585
2002-09,164.34654997421592
2002-10,181.21527638455834
2002-11,257.60085897073054
2002-12,184.57388838151098
2003-01,194.67897518326998
2003-02,205.0691552653342
2003-03,161.63361304416696
2003-04,215.30528757523368
2003-05,238.38055969288322
2003-06,225.06411020103013
2003-07,219.41004046698617
2003-08,239.8024064888696
2003-09,262.6759238173646
2003-10,295.4387563701489
2003-11,285.1376124729351
2003-12,375.91680059182625
2004-01,366.9061463263409
