Date,KUWAIT DOMESTIC SMALL CAP
2021-03,255.50009289001915
2021-04,280.7894063542055
2021-05,279.55881330810865
2021-06,291.29134907481495
2021-07,292.26550700910224
2021-08,295.0057580125828
2021-09,298.10475628072913
2021-10,308.86853141187356
2021-11,291.0599710124021
2021-12,308.81091778306535
2022-01,323.16807007300315
2022-02,340.361330342362
2022-03,353.52056998958005
2022-04,368.9194448004585
2022-05,353.7469907196954
2022-06,321.7692897258228
2022-07,335.8205927902345
2022-08,334.8194550408757
2022-09,288.68872833035965
2022-10,295.038896200124
2022-11,307.2652938401475
2022-12,294.7862949080911
2023-01,292.6251316339548
2023-02,289.8550877479902
2023-03,286.6265442704677
2023-04,299.893908885142
2023-05,294.14819895444975
2023-06,300.4916550151905
2023-07,309.1236433981101
