Date,AUSTRIA SMALL CAP
2013-01,615.968284602801
2013-02,589.0534679903202
2013-03,573.1318220089739
2013-04,585.7597716620792
2013-05,591.9435189943142
2013-06,551.4249465017206
2013-07,588.7371298670633
2013-08,590.6627257448832
2013-09,658.6635717891486
2013-10,681.581164925003
2013-11,683.040432616257
2013-12,680.0417788229861
2014-01,685.1600553675714
2014-02,744.7496533703215
2014-03,736.5978626092206
2014-04,747.9393616307274
2014-05,733.0939676600902
2014-06,744.3058238786678
2014-07,711.9382169440127
2014-08,701.462987269425
2014-09,660.7496927606487
2014-10,638.9811809800184
2014-11,652.8783506086048
2014-12,642.4250271269777
2015-01,640.585037861015
2015-02,689.7664355308307
2015-03,669.1511008925039
2015-04,690.4584254654052
2015-05,692.9255286148484
2015-06,667.2962511461274
2015-07,690.0825663305052
2015-08,670.3873032118414
2015-09,644.477006199588
2015-10,692.6008748334337
2015-11,662.6139181524826
2015-12,674.6953871172725
2016-01,598.4003035966308
2016-02,611.5600417589171
2016-03,677.1396447935841
2016-04,688.8842680112019
2016-05,670.931486183475
2016-06,622.9482632933936
2016-07,661.9147435165823
2016-08,686.6049917387061
2016-09,717.9044815645118
2016-10,691.6176096638792
2016-11,685.9805492951243
2016-12,695.7827387878693
2017-01,728.4242047252416
2017-02,737.8986163046139
2017-03,767.4835232038673
2017-04,817.98713
2017-05,865.892806
2017-06,872.104749
2017-07,918.268418
2017-08,912.095132
2017-09,930.129067
2017-10,942.623778
2017-11,930.120519
2017-12,987.8772
2018-01,1046.342303
2018-02,997.524706
2018-03,1021.747982
2018-04,1032.8939319295102
2018-05,1007.0978623026859
2018-06,971.5951726971258
2018-07,1021.4265864682363
2018-08,1025.743988814119
2018-09,986.948971830018
2018-10,903.4930034823722
2018-11,892.9829267140221
2018-12,829.2845120940857
2019-01,910.742455362011
2019-02,892.5896926819825
2019-03,901.4550115774892
2019-04,952.8928803956115
2019-05,916.9676835374354
2019-06,955.3990238627289
2019-07,925.7953492263815
2019-08,913.1500758574005
2019-09,926.0761378409846
2019-10,985.5439883429648
2019-11,983.1249100212867
2019-12,1024.2887137530493
2020-01,1004.8050101809259
2020-02,910.9776216228173
2020-03,702.1701039530095
2020-04,737.684915176515
2020-05,746.5876543863116
2020-06,751.6013483854802
2020-07,765.5626116583356
2020-08,804.4577099019889
2020-09,776.228959349119
2020-10,746.4252754735007
2020-11,912.7922264432475
2020-12,999.6580656186069
2021-01,1050.7238373304365
2021-02,1079.1282703610143
2021-03,1103.5044305780589
2021-04,1175.8757739017688
2021-05,1229.0402242999078
2021-06,1199.4707457489674
2021-07,1227.0821445089482
2021-08,1247.3101276024045
2021-09,1191.842010290984
2021-10,1230.3177648087778
2021-11,1167.7217576356047
2021-12,1233.6877480839962
2022-01,1212.9829607231875
2022-02,1128.2870262964047
2022-03,1099.9424554795394
2022-04,1053.965371718594
2022-05,1090.0914350681796
2022-06,936.3813263527244
2022-07,982.4070010773952
2022-08,969.0323867989433
2022-09,864.4115292517012
2022-10,934.5222784356755
2022-11,1028.1788452085948
2022-12,1031.236843195512
2023-01,1155.9698194126117
2023-02,1171.1962071303312
2023-03,1112.9224402796
2023-04,1144.5981615344235
2023-05,1052.9249237942422
2023-06,1111.5779313951803
2023-07,1147.0388102543454
