Date,EGYPT SMALL CAP
2009-05,835.9380093882454
2009-06,920.7593679453539
2009-07,980.0042600728902
2009-08,1052.9990608643866
2009-09,1109.971177418613
2009-10,1051.1715395896676
2009-11,911.8829304876995
2009-12,897.7382768711396
2010-01,1013.4024689111291
2010-02,1010.6553801278244
2010-03,1035.7049670312115
2010-04,1077.5710154623753
2010-05,907.5753532637144
2010-06,879.6442533074317
2010-07,913.354630247499
2010-08,914.7326495765805
2010-09,989.4793567311374
2010-10,1018.8620385097239
2010-11,1019.7467307911772
2010-12,1028.2488302221584
2011-01,845.3653404997717
2011-02,841.1502317956229
2011-03,820.7200199112302
2011-04,800.533863698814
2011-05,879.035443634054
2011-06,871.2936670980692
2011-07,838.5979596379852
2011-08,760.7036897018672
2011-09,609.6428172572
2011-10,637.811924996971
2011-11,566.3907339950521
2011-12,490.3272182898221
2012-01,605.4361608904036
2012-02,746.8258043436388
2012-03,628.8755342153
2012-04,631.610196509127
2012-05,595.4695355361931
2012-06,636.7907795703607
2012-07,655.0047534476956
2012-08,747.2998084573298
2012-09,877.7676118246353
2012-10,847.3844006319653
2012-11,684.9793041595801
2012-12,778.5961821441593
2013-01,741.9815228092729
2013-02,722.0566364372668
2013-03,684.6219952367411
2013-04,703.3798308431109
2013-05,736.4913316037146
2013-06,610.6838354327784
2013-07,723.4807052838648
2013-08,725.6493411416644
2013-09,793.6330947444492
2013-10,875.6113989733154
2013-11,879.2661973333862
2013-12,940.4238319955072
2014-01,1068.9194944839576
2014-02,1208.5065421842155
2014-03,1167.9525182607972
2014-04,1205.4508846940275
2014-05,1222.1998657161841
2014-06,1229.1015880649784
2014-07,1289.38131491212
2014-08,1335.2563415837135
2014-09,1330.06825492639
2014-10,1229.1943512224348
2014-11,1253.0249567500348
2014-12,1163.470776443716
2015-01,1173.6106104314329
2015-02,1084.3296344484972
2015-03,1030.7812268915238
2015-04,961.1524653048788
2015-05,1003.4749572408446
2015-06,896.9156384541031
2015-07,843.3190715800846
2015-08,747.8332806927509
2015-09,726.0759263821537
2015-10,759.1404260796966
2015-11,669.5285246064509
2015-12,747.4340680215711
2016-01,652.8971623696593
2016-02,637.0956760418105
2016-03,720.7677356080255
2016-04,698.7130140001348
2016-05,681.409710148806
2016-06,620.7357230700217
2016-07,710.742251713927
2016-08,686.3395918573107
2016-09,650.0130404451911
2016-10,685.4466720857197
2016-11,472.7648412468938
2016-12,515.5556150071662
2017-01,487.4558983706785
2017-02,564.8547240550823
2017-03,561.971660410593
2017-04,534.602602
2017-05,555.463075
2017-06,568.303129
2017-07,550.152746
2017-08,554.307256
2017-09,612.688071
2017-10,663.926201
2017-11,669.794061
2017-12,690.783315
2018-01,706.472403
2018-02,715.394504
2018-03,803.4541
2018-04,865.0942630066036
2018-05,778.4295599225331
2018-06,754.5783345813685
2018-07,712.1725201466548
2018-08,716.5419363826181
2018-09,627.0305033749411
2018-10,547.5639756206052
2018-11,575.5028660728175
2018-12,569.1144039105088
2019-01,633.7558849061159
2019-02,673.6616253398707
2019-03,668.7114036617264
2019-04,657.9458498771644
2019-05,619.3605778005505
2019-06,645.6329214724353
2019-07,609.4513728685187
2019-08,691.6156888630696
2019-09,643.3444016020861
2019-10,662.9219588841686
2019-11,618.9754022165503
2019-12,597.3381778003991
2020-01,595.7571534208754
2020-02,549.2138893871529
2020-03,390.94649558564817
2020-04,454.12093309529547
2020-05,428.7096008639045
2020-06,475.4952642725497
2020-07,488.4905033994825
2020-08,511.6171357868131
2020-09,491.07118329336777
2020-10,490.311347389576
2020-11,526.2737616510543
2020-12,511.72485593729834
2021-01,541.911390814784
2021-02,530.1342097445302
2021-03,495.4469825787083
2021-04,485.7336570920322
2021-05,476.6960716142989
2021-06,506.95305473743923
2021-07,524.3778344638364
2021-08,541.9694134277897
2021-09,529.7370589225085
2021-10,544.4269690652477
2021-11,568.4282426310426
2021-12,615.6259347116527
2022-01,596.1912018610828
2022-02,591.6613295286094
2022-03,515.0917582361409
2022-04,524.863908041947
2022-05,470.93322317327306
2022-06,410.3636665506573
2022-07,405.02578822620865
2022-08,429.0155348493227
2022-09,421.89318588712155
2022-10,373.5362962696728
2022-11,412.4297740610094
2022-12,456.83833179884647
2023-01,400.2675798706781
2023-02,383.451852752069
2023-03,375.59313078477686
2023-04,420.35313580940266
2023-05,414.28287338991464
2023-06,425.51734074792347
2023-07,430.4936515368542
