Date,INDIA SMALL CAP
1994-05,311.3818168718951
1994-06,328.0947089074881
1994-07,344.45299679996754
1994-08,396.1440729573768
1994-09,370.7725643541681
1994-10,363.2223851055823
1994-11,348.1751463372491
1994-12,328.21272611323235
1995-01,310.4956558639896
1995-02,291.3729882930346
1995-03,281.20733978044444
1995-04,254.85069613634835
1995-05,252.08146043952186
1995-06,232.0483824740366
1995-07,239.30764763014042
1995-08,219.63465717184937
1995-09,211.11709092376393
1995-10,206.12697403325922
1995-11,174.44365247802912
1995-12,179.64414572857885
1996-01,158.3908037599017
1996-02,189.69914150612013
1996-03,186.94027319588264
1996-04,194.1062691791855
1996-05,186.54289126332958
1996-06,189.14628838939413
1996-07,169.23028135116488
1996-08,161.43377030082834
1996-09,139.302879097534
1996-10,133.64195745028636
1996-11,119.86694124763545
1996-12,128.7831195755161
1997-01,135.05313347180115
1997-02,138.20337200848525
1997-03,123.99225399717085
1997-04,129.19123889300573
1997-05,124.8538182444161
1997-06,135.60610149512016
1997-07,159.15602650790015
1997-08,143.5173190541121
1997-09,135.802562185868
1997-10,133.37604090591054
1997-11,114.37359698855307
1997-12,114.71566242522918
1998-01,105.91763735925149
1998-02,113.54333613792573
1998-03,127.75199253480196
1998-04,140.77012835039966
1998-05,134.43957110333957
1998-06,105.28227739076361
1998-07,107.47874405222356
1998-08,106.31539737841665
1998-09,113.06869848992389
1998-10,106.32089275222798
1998-11,106.21442232632155
1998-12,116.67784839695338
1999-01,124.35880959696244
1999-02,120.61189010637067
1999-03,139.02466543644738
1999-04,117.8965363522941
1999-05,134.14451152618113
1999-06,141.78835208162798
1999-07,157.42467168297057
1999-08,192.8673942998053
1999-09,194.12621415603815
1999-10,180.22063018545842
1999-11,194.5202018149307
1999-12,217.38991203769848
2000-01,234.29624795517884
2000-02,231.91198930102098
2000-03,209.21580417847522
2000-04,180.28005262670442
2000-05,175.0449228497866
2000-06,182.5851067687191
2000-07,170.93942321970766
2000-08,173.58066864974012
2000-09,155.31905686181534
2000-10,146.69155397784948
2000-11,162.53418792896483
2000-12,164.57711722537334
2001-01,170.61103115127824
2001-02,166.76884373819857
2001-03,128.56662263954186
2001-04,126.96362919244883
2001-05,134.75971001919004
2001-06,117.98744309902808
2001-07,111.2334521381161
2001-08,109.79211268952025
2001-09,96.42261877679887
2001-10,102.80062168616793
2001-11,119.33275368878024
2001-12,116.81856006686387
2002-01,118.82917462775599
2002-02,129.01691812855248
2002-03,134.83871421222653
2002-04,145.34683098763466
2002-05,142.13265879570298
2002-06,151.57887153825465
2002-07,138.10572803141181
2002-08,137.82137198828005
2002-09,131.88145289522708
2002-10,127.38938541758384
2002-11,135.51839386308126
2002-12,143.17096398434273
2003-01,137.36274359464394
2003-02,142.30512733566044
2003-03,133.8035893754649
2003-04,139.104490187666
2003-05,156.00448023971268
2003-06,174.70129861623798
2003-07,190.045399924958
2003-08,210.41424723734093
2003-09,225.84982780104326
2003-10,251.7121153527142
2003-11,266.35310949175243
2003-12,320.4462020522368
2004-01,302.13929680863384
2004-02,299.64905880729555
2004-03,306.32850101822453
2004-04,314.47117081951166
2004-05,264.7256129939617
2004-06,267.0878403014066
2004-07,288.1347164770378
2004-08,303.5374932039917
2004-09,326.33517571939103
2004-10,329.80226581871364
2004-11,374.2127252817273
2004-12,436.18709866003906
2005-01,427.18331643161804
2005-02,453.35349401168196
2005-03,447.2647040587902
2005-04,442.72392888784765
2005-05,472.18808478602136
2005-06,480.833844957788
2005-07,538.7164544834753
2005-08,575.16629039794
2005-09,615.4884925431861
2005-10,542.6876267909171
2005-11,589.0781407586901
2005-12,642.236681587828
2006-01,695.6658907442869
2006-02,706.2860657530745
