Date,PERU SMALL CAP
2004-03,243.7247837658487
2004-04,236.36727017866065
2004-05,243.7629315899197
2004-06,231.98869912584203
2004-07,235.81171023220062
2004-08,243.63313254031195
2004-09,266.1716892479651
2004-10,281.3417479264872
2004-11,288.6114380062934
2004-12,287.1512653998105
2005-01,295.59136231445535
2005-02,303.12493212006143
2005-03,306.0894411948825
2005-04,302.12122448268894
2005-05,285.9479999447755
2005-06,282.6540849136361
2005-07,293.192113994313
2005-08,290.90010574287305
2005-09,294.429203502833
2005-10,257.19766146970164
2005-11,253.29019628389779
2005-12,243.8065203700486
2006-01,288.46885536831775
2006-02,307.5284048775098
2006-03,287.19767533153475
2006-04,331.70695632057397
2006-05,328.93557639252043
2006-06,361.94704993232585
2006-07,372.8888107258247
2006-08,403.7545273213558
2006-09,411.80239162607137
2006-10,458.63997411508046
2006-11,487.89464000897334
2006-12,574.128183125756
2007-01,602.7101579903897
2007-02,682.8823005423034
2007-03,821.9410189414974
2007-04,972.5928775451526
2007-05,1000.0
2007-06,1104.6298004204637
2007-07,1136.7968936658172
2007-08,989.3769214845148
2007-09,1092.0536651109458
2007-10,1116.9930496788663
2007-11,1004.1828983523708
2007-12,984.8534394499364
2008-01,867.4876593218733
2008-02,1025.933731770098
2008-03,1084.5850021634164
2008-04,1038.533550834646
2008-05,1076.4960576118067
2008-06,994.5248083227185
2008-07,933.0099390749591
2008-08,867.8458968902657
2008-09,745.3949607188185
2008-10,477.2467259605388
2008-11,405.8232692562051
2008-12,362.6708949980691
2009-01,318.2585695076441
2009-02,275.11564843234436
2009-03,477.7732216885145
2009-04,494.9474089019857
2009-05,724.7884700715358
2009-06,633.3884026639489
2009-07,626.9349576178727
2009-08,629.9930366670686
2009-09,675.5404513871168
2009-10,628.0541874134419
2009-11,605.4118578448059
2009-12,659.8534056885516
2010-01,696.5737569076823
2010-02,681.6740314330929
2010-03,712.8133162684553
2010-04,720.8079133094946
2010-05,606.7185429126185
2010-06,605.811737657958
2010-07,604.9394700364054
2010-08,644.1574915106604
2010-09,754.5896561663307
2010-10,754.9224145651258
2010-11,765.6123102904256
2010-12,862.6351261180783
2011-01,896.7006346271788
2011-02,883.7404802215949
2011-03,820.4936620105798
2011-04,629.5344730030843
2011-05,784.2905056127663
2011-06,690.4862290339652
2011-07,806.0643694940405
2011-08,743.1501677471889
2011-09,644.7037838862165
2011-10,710.6528051516517
2011-11,686.9715951043028
2011-12,643.4098229083935
2012-01,749.5699746146087
2012-02,829.0951244230858
2012-03,844.437351544943
2012-04,809.0707961687662
2012-05,725.3407839284334
2012-06,710.9935245540008
2012-07,715.4920328340918
2012-08,777.8740238798983
2012-09,824.3032669675621
2012-10,815.1960487094599
2012-11,753.4667666264216
2012-12,773.9424455744299
2013-01,821.9617345323347
2013-02,800.090143058308
2013-03,774.1490553289192
2013-04,630.6172368255898
2013-05,543.1694160292524
2013-06,477.38930027954916
2013-07,468.6002497747074
2013-08,532.2253348961325
2013-09,480.50506261031916
2013-10,452.89853559389906
2013-11,433.2062145163742
2013-12,455.31121570247103
2014-01,442.7849500891986
2014-02,442.99578862336307
2014-03,405.1865512527365
2014-04,446.8311930123345
2014-05,458.61238597073134
2014-06,510.5867478325301
2014-07,498.8180197229442
2014-08,548.5440592504897
2014-09,492.12994112175375
2014-10,441.998808522764
2014-11,472.20732572999304
2014-12,482.9441143741163
2015-01,516.6972163568641
2015-02,535.555741012296
2015-03,458.57153686476323
2015-04,473.278410385229
2015-05,488.8437420914536
2015-06,482.43106537837355
2015-07,463.41689877920845
2015-08,430.55506539677884
2015-09,422.30475209264097
2015-10,460.1558182339265
2015-11,409.49319153871375
2017-05,1000.0
2017-06,1012.179393
2017-07,1021.5205
2017-08,1133.847508
2017-09,1444.848825
2017-10,1765.402658
2017-11,1442.215984
2017-12,1362.995294
2018-01,1419.160001
2018-02,1240.94379
2018-03,1292.953641
2018-04,1295.7367497739597
2018-05,1053.4686438429649
2018-06,862.0341802493632
2018-07,862.0868348124912
2018-08,879.562506948929
2018-09,827.5205879896102
2018-10,652.8860519498248
2018-11,785.8133496125952
2018-12,745.0042415565466
2019-01,798.7980977660262
2019-02,729.1726713134376
2019-03,662.0303897256284
2019-04,588.970329810329
2020-11,1000.0
2020-12,1078.3333333333328
2021-01,1067.6666666666665
2021-02,1163.3333333333328
2021-03,996.666666666666
2021-04,880.1396107972373
2021-05,965.2037664783421
2021-06,861.6175768989323
2021-07,698.0062774639039
2021-08,775.5244193345881
2021-09,765.9204017576892
2021-10,985.0978028876327
2021-11,994.7018204645316
2021-12,929.5371753732529
2022-01,1111.0048195420263
2022-02,1138.1368750779402
2022-03,1217.4188555400253
2022-04,1022.4779372415367
2022-05,1020.981445566101
2022-06,875.4476301299655
2022-07,900.1397427746564
2022-08,806.6090130599162
2022-09,750.490575231072
2022-10,920.3423803930395
2022-11,920.3423803930392
