Date,TURKEY
1987-12,100.0
1988-01,116.3462
1988-02,95.7438
1988-03,82.8135
1988-04,72.4901
1988-05,68.7286
1988-06,57.3754
1988-07,60.05
1988-08,49.2091
1988-09,50.0014
1988-10,45.9558
1988-11,45.0776
1988-12,40.6741
1989-01,39.3563
1989-02,50.5489
1989-03,48.749
1989-04,57.5792
1989-05,70.7126
1989-06,92.2073
1989-07,82.9881
1989-08,99.0377
1989-09,171.5949
1989-10,194.8681
1989-11,175.535
1989-12,263.2333
1990-01,368.7469
1990-02,362.4433
1990-03,311.7862
1990-04,318.3538
1990-05,349.1014
1990-06,352.9007
1990-07,389.6522
1990-08,373.1892
1990-09,391.3242
1990-10,350.564
1990-11,256.3218
1990-12,249.3916
1991-01,320.0281
1991-02,372.4717
1991-03,297.286
1991-04,225.7146
1991-05,215.5935
1991-06,208.7052
1991-07,171.2214
1991-08,171.0932
1991-09,145.6883
1991-10,131.7358
1991-11,190.6119
1991-12,203.3224
1992-01,204.4953
1992-02,146.9574
1992-03,152.2343
1992-04,131.286
1992-05,117.7304
1992-06,150.7859
1992-07,145.0457
1992-08,140.3747
1992-09,137.713
1992-10,114.8048
1992-11,112.0034
1992-12,112.5539
1993-01,118.6386
1993-02,154.4437
1993-03,148.0906
1993-04,199.1513
1993-05,203.8085
1993-06,242.7242
1993-07,215.0706
1993-08,272.0411
1993-09,327.4563
1993-10,306.4552
1993-11,362.9316
1993-12,360.6975
1994-01,291.8894
1994-02,196.4357
1994-03,137.4931
1994-04,113.6975
1994-05,122.8761
1994-06,151.8455
1994-07,170.6758
1994-08,181.8729
1994-09,191.4854
1994-10,175.0832
1994-11,192.1413
1994-12,178.584
1995-01,157.19526046482116
1995-02,167.27319087112264
1995-03,227.64490674279827
1995-04,277.44015701666245
1995-05,276.92392474709857
1995-06,263.8315749508903
1995-07,281.2094370209876
1995-08,226.59758922741807
1995-09,209.06126409139017
1995-10,228.72817755040683
1995-11,179.76762097608815
1995-12,173.54716835933297
1996-01,204.38929845814766
1996-02,228.27892975662198
1996-03,235.3612723180822
1996-04,224.78041418089762
1996-05,211.76744437674608
1996-06,236.92583117786737
1996-07,202.16025844571556
1996-08,198.69075893920856
1996-09,217.59462598367898
1996-10,227.35522499220917
1996-11,240.19108714931446
1996-12,237.57861733039627
1997-01,362.5436583243933
1997-02,363.29748388517424
1997-03,350.68117762387186
1997-04,296.1165452707738
1997-05,329.3941623520171
1997-06,358.9655117469278
1997-07,347.8525071431581
1997-08,338.4058476308858
1997-09,416.25852574447464
1997-10,440.1817510981501
1997-11,432.09506568093616
1997-12,518.0490241849926
1998-01,493.90741613842374
1998-02,444.8157751998551
1998-03,405.4417549135795
1998-04,498.53834847356813
1998-05,423.60147380006214
1998-06,444.0930710792535
1998-07,456.1094711723229
1998-08,277.53265233605185
1998-09,233.60795900287522
1998-10,223.7016669588534
1998-11,249.7837565496176
1998-12,246.03276294412558
1999-01,231.76959407714594
1999-02,328.6032209493825
1999-03,369.9725419500989
1999-04,415.5047233682609
1999-05,376.550501
1999-06,357.1819640503717
1999-07,402.80633060931405
1999-08,334.5244341738576
1999-09,385.4506951601994
1999-10,409.6044629165151
1999-11,503.2084981509263
1999-12,867.0454704034044
2000-01,909.1481393721513
2000-02,865.7597135256218
2000-03,812.425508217675
2000-04,1014.0939884983549
2000-05,881.5150857628485
2000-06,778.6916262511919
2000-07,725.5456428098502
2000-08,661.1069757205181
2000-09,553.6653919522344
2000-10,648.3992898256676
2000-11,429.37676608960504
2000-12,471.2536844237206
2001-01,543.6277301178676
2001-02,319.41419652784396
2001-03,261.7024333462429
2001-04,379.1419475693282
2001-05,333.5034183604667
2001-06,313.98628149677313
2001-07,265.8537188040242
2001-08,255.26851061774093
2001-09,175.43747833657687
2001-10,212.2585929865749
2001-11,262.22013284597455
2001-12,317.35045734187577
2002-01,339.3662162237491
2002-02,271.3859110999593
2002-03,298.23220018665813
2002-04,292.1646030098211
2002-05,248.49408752827924
2002-06,195.78926202418467
2002-07,201.76051256941213
2002-08,190.11168374519994
2002-09,173.71531418640112
2002-10,201.55689347076503
2002-11,284.050740449598
2002-12,204.07143251171647
2003-01,219.33525413902242
2003-02,238.17560587258998
2003-03,179.30734380225616
2003-04,239.97919474944172
2003-05,260.9731291360136
2003-06,256.0025222975692
2003-07,249.9020577056902
2003-08,282.6758319199411
2003-09,327.5769339803848
2003-10,375.2027373246866
2003-11,350.444877542093
2003-12,460.95564394844877
2004-01,445.91749207330906
2004-02,488.1048307797312
2004-03,521.5135405974944
2004-04,433.8945650670644
2004-05,389.8332911936056
2004-06,424.32565040086394
2004-07,466.40219201916506
2004-08,473.3595337225282
2004-09,509.7998185329287
2004-10,543.3613318436951
2004-11,550.6897318989761
2004-12,654.7040091478708
2005-01,713.1494001690846
2005-02,772.2341495266772
2005-03,660.6794735038654
2005-04,595.2855259893136
2005-05,660.8186509456042
2005-06,709.4054748540879
2005-07,788.7994304241445
2005-08,812.4189321928858
2005-09,880.1799135545425
2005-10,832.453223332557
2005-11,995.1284438521118
2005-12,1027.5218965298502
2006-01,1174.6313828977893
2006-02,1248.8598110598928
2006-03,1096.8247633673607
2006-04,1154.5862401416991
2006-05,833.7493001560404
2006-06,773.576482279452
2006-07,835.8080581960712
2006-08,887.1266065712234
2006-09,847.2516723570358
2006-10,974.5478380079721
2006-11,906.6018659067469
2006-12,955.8638499800475
2007-01,1026.0665012207387
2007-02,1029.0720352065807
2007-03,1096.0785081419062
2007-04,1161.0411682347444
2007-05,1260.0200357778174
2007-06,1268.8015408033173
2007-07,1459.5935124842927
2007-08,1354.6991075927328
2007-09,1578.5572759445704
2007-10,1757.102862597319
2007-11,1623.8605609809536
2007-12,1670.9901494833125
2008-01,1276.9983202060473
2008-02,1289.7160960767328
2008-03,1030.2750862244172
2008-04,1201.306032513671
2008-05,1163.7728752254702
2008-06,1018.8123702758753
2008-07,1306.9826596959258
2008-08,1182.2674362698162
2008-09,1012.1724565467493
2008-10,665.2582159594255
2008-11,595.9024762788147
2008-12,633.3204206552643
2009-01,572.4157960921789
2009-02,509.61836007636623
2009-03,553.0593614897954
2009-04,717.2346850036873
2009-05,825.4999269752318
2009-06,869.3647172969953
2009-07,1049.9210419778149
2009-08,1114.2167261254706
2009-09,1151.512225993576
2009-10,1124.5809561923
2009-11,1050.6513810445304
2009-12,1257.099143077097
2010-01,1285.463799179503
2010-02,1126.211253234418
2010-03,1307.2296728436504
2010-04,1405.4159717300936
2010-05,1245.8244852021642
2010-06,1254.5380395995894
2010-07,1455.0432573197543
2010-08,1434.2778184214992
2010-09,1654.3714636427794
2010-10,1746.3498791718034
2010-11,1571.8634882071433
2010-12,1524.1516094366414
2011-01,1373.7187610284245
2011-02,1341.0676166001285
2011-03,1444.6720255252956
2011-04,1596.568609103247
2011-05,1398.9109762536445
2011-06,1388.8982530999313
2011-07,1329.2813630737298
2011-08,1132.731884267564
2011-09,1172.5529868366978
2011-10,1144.216686099069
2011-11,1084.9402925028278
2011-12,988.25584098512
2012-01,1171.9649335970175
2012-02,1254.7800720987816
2012-03,1255.8886652724048
2012-04,1223.2894879620521
2012-05,1080.183411573006
2012-06,1272.1537110344898
2012-07,1321.90125563152
2012-08,1376.641782257431
2012-09,1375.936346616996
2012-10,1519.6460651489574
2012-11,1523.642229267592
2012-12,1629.3195755963168
2013-01,1656.7052593494982
2013-02,1630.4197848850001
2013-03,1762.2921302451741
2013-04,1799.941779430399
2013-05,1731.3281910212831
2013-06,1494.4657932158088
2013-07,1420.0294238189404
2013-08,1235.5683193472219
2013-09,1393.8336471929422
2013-10,1468.3627150557527
2013-11,1410.6597964871899
2013-12,1197.2588942137672
2014-01,1038.4004837426596
2014-02,1074.123975979193
2014-03,1254.9561590651233
2014-04,1349.261822436913
2014-05,1483.3511861831191
2014-06,1447.7715056309553
2014-07,1504.744312874523
2014-08,1453.4592282088522
2014-09,1277.3859643234766
2014-10,1411.549453275851
2014-11,1516.9120197763375
2014-12,1425.564763785609
2015-01,1414.4637318675075
2015-02,1285.6071692461815
2015-03,1200.8750225964022
2015-04,1223.063999469778
2015-05,1228.9478314069195
2015-06,1214.968135153207
2015-07,1145.608117482502
2015-08,1028.8803300226366
2015-09,978.1266404475379
2015-10,1098.2440728134545
2015-11,1033.9144889203174
2015-12,975.7521061298933
2016-01,990.8834525906817
2016-02,1025.5369697854837
2016-03,1187.431602734355
2016-04,1241.0551796809966
2016-05,1075.5125673136495
2016-06,1096.556194237362
2016-07,1033.3381148607666
2016-08,1047.7639918369862
2016-09,1038.8736146946694
2016-10,1030.8956585813216
2016-11,876.0449332326311
2016-12,896.5406775278021
2017-01,928.716077566451
2017-02,979.7011840337308
2017-03,993.8386369458046
2017-04,1110.41532
2017-05,1144.123188
2017-06,1190.496023
2017-07,1262.832128
2017-08,1320.539338
2017-09,1194.800236
2017-10,1195.997477
2017-11,1101.027051
2017-12,1246.860172
2018-01,1308.287628
2018-02,1281.273492
2018-03,1187.117668
2018-04,1061.0130570661222
2018-05,925.0965026303363
2018-06,882.1054755320359
2018-07,818.4776886877296
2018-08,581.3134245263798
2018-09,701.2342006431065
2018-10,684.8365684715825
2018-11,774.728095705885
2018-12,734.9695113144785
2019-01,866.9548129015362
2019-02,836.7610077503614
2019-03,713.2808005979321
2019-04,687.2764190640113
2019-05,682.9160522897404
2019-06,735.116751231216
2019-07,818.4781982186644
2019-08,730.6588373255482
2019-09,820.762562758348
2019-10,753.0233219289379
2019-11,805.8342656110448
2019-12,820.7779175865769
2020-01,832.7821242098029
2020-02,709.2011211591843
2020-03,574.4249324467629
2020-04,600.4433538510394
2020-05,635.6374268693336
2020-06,682.4461544703304
2020-07,625.407794817491
2020-08,573.1387872949693
2020-09,575.888247256403
2020-10,503.62190230947635
2020-11,623.4564306037997
2020-12,750.4648191972943
2021-01,727.4002893122496
2021-02,709.6119393958395
2021-03,599.0616986866067
2021-04,608.5681631270251
2021-05,620.5078430564828
2021-06,597.6155510777309
2021-07,637.2968771755405
2021-08,695.9634245885067
2021-09,609.421928453872
2021-10,607.4969526433612
2021-11,526.7495918319712
2021-12,541.6100359160054
2022-01,572.0437512008824
2022-02,564.9482182720806
2022-03,613.0625493334759
2022-04,651.2461308438135
2022-05,608.1503152512739
2022-06,546.4014196453721
2022-07,539.8013554167768
2022-08,662.3347733511381
2022-09,635.5823789161592
2022-10,781.9635523568212
2022-11,958.2150672451107
2022-12,1035.3169357660365
2023-01,950.6531511097955
2023-02,1005.4147842088067
2023-03,939.745823735689
2023-04,892.0029251586644
2023-05,878.0662547364213
2023-06,840.2186636733927
