Date,SLOVENIA
2002-05,176.07633291706628
2002-06,192.48150858340358
2002-07,180.9325049336191
2002-08,191.7475279744498
2002-09,183.97083111221758
2002-10,184.0804443450433
2002-11,184.31244646690664
2002-12,189.48592943007532
2003-01,187.6042469159109
2003-02,185.62436164081782
2003-03,189.4215139265996
2003-04,195.90483979608715
2003-05,206.93678140911445
2003-06,191.799372243982
2003-07,194.6527026000843
2003-08,190.19695251747544
2003-09,222.38625811680083
2003-10,226.82611486573606
2003-11,244.64851860945336
2003-12,262.51014518337485
2004-01,272.9194543874713
2004-02,267.0510204138755
2004-03,278.506315347239
2004-04,293.1668712499916
2004-05,290.0991360050931
2004-06,288.51428618336956
2004-07,297.96062364700975
2004-08,314.46022501370993
2004-09,316.7332354829688
2004-10,336.0734605556706
2004-11,370.5537514824578
2004-12,383.0291614446288
2005-01,381.2268051742931
2005-02,382.574635161237
2005-03,336.11250690446485
2005-04,323.5310778851079
2005-05,322.4535895339309
2005-06,301.37715136106436
2005-07,313.92808256437957
2005-08,318.76166140336016
2005-09,314.82480671010603
2005-10,318.98482549935005
2005-11,328.019513467248
2005-12,326.31481852679855
2006-01,345.7770372333751
2006-02,337.503463755744
2006-03,349.39090263538253
2006-04,405.52363149518595
2006-05,434.6488712400655
2006-06,426.296470369497
2006-07,455.4187262493209
2006-08,464.487532736403
2006-09,515.9798742790051
2006-10,615.262584184682
2006-11,605.2890584110381
2006-12,612.3646342939556
2007-01,684.7451157297028
2007-02,660.2985061849531
2007-03,710.0057874908815
2007-04,765.2641971704909
2007-05,790.04673115215
2007-06,857.2091574305888
2007-07,926.6911658891802
2007-08,995.9299640233912
2007-09,1013.8592483164883
2007-10,996.8237903803686
2007-11,1000.0
2007-12,1039.8410626097386
2008-01,947.7096779028642
2008-02,950.1089468859
2008-03,848.1802240952248
2008-04,824.3666109585728
2008-05,829.9801336090835
2008-06,782.0400588081264
2008-07,794.9157012471421
2008-08,708.8914786779981
2008-09,570.1896897086971
2008-10,439.52079763589956
2008-11,374.2913673168662
2008-12,361.1544033288246
2009-01,358.2700900297685
2009-02,345.2658055812732
2009-03,354.169864480478
2009-04,365.4989644312562
2009-05,461.4413907117223
2009-06,476.08680789698036
2009-07,488.88738024192736
2009-08,495.88840509764646
2009-09,510.907795731764
2009-10,517.9542781580955
2009-11,494.61136482685424
2009-12,456.7298865425652
2010-01,454.126466006768
2010-02,431.0165171407845
2010-03,455.12716347369286
2010-04,432.855054283977
2010-05,374.5308035256472
2010-06,377.03893114874614
2010-07,387.4101927231149
2010-08,381.6447302133568
2010-09,407.3873169449946
2010-10,419.51192936926617
2010-11,381.26673247015077
2010-12,392.4407850615248
2011-01,404.2949340493508
2011-02,392.9575251045933
2011-03,404.1621263102281
2011-04,412.8252808198343
2011-05,403.22217930949444
2011-06,404.17935411458836
2011-07,406.75021621922764
2011-08,382.3486891713052
2011-09,328.8111876058406
2011-10,358.96474123536376
2011-11,325.1772973502541
2011-12,321.05538244388663
2012-01,313.914141366412
2012-02,316.93569279650393
2012-03,313.792290120458
2012-04,299.24991376848453
2012-05,251.74732306362012
2012-06,257.39360593075776
2012-07,255.9033584321401
2012-08,262.6787741730875
2012-09,307.6042991758807
2012-10,301.83622304128886
2012-11,297.6931160859841
2012-12,322.1387399483428
2013-01,353.187585929243
2013-02,329.58774028327736
2013-03,292.86090174952096
2013-04,321.4436921388081
2013-05,319.0159769555627
2013-06,322.73264285681006
2013-07,357.5116252486097
2013-08,345.01391693715084
2013-09,362.1104443107051
2013-10,373.43714890153905
2013-11,382.9850397726322
2013-12,399.720584251031
2014-01,387.52451953719947
2014-02,413.2752036176697
2014-03,400.77138064699074
2014-04,422.6399534652415
2014-05,448.99398843548306
2014-06,458.15425767838957
2014-07,436.0301145410339
2014-08,422.8548613123616
2014-09,417.5503705007209
2014-10,399.14780557693257
2014-11,382.1952428577251
2014-12,369.0039680451325
2015-01,340.82225232833576
2015-02,350.7410377330537
2015-03,336.3416033539326
2015-04,379.02704175361356
2015-05,366.9832280496059
2015-06,362.5358374754942
2015-07,364.9027244882803
2015-08,340.6345641221113
2015-09,334.98233237737253
2015-10,354.0119810561814
2015-11,328.61832901402164
2015-12,352.5625351513714
2016-01,336.8527834371792
2016-02,335.4667143120782
2016-03,357.80265576826764
2016-04,354.8245653696689
2016-05,334.534104377865
2016-06,323.62713318737536
2016-07,354.03151871553337
2016-08,345.87463259901114
2016-09,365.7867535784484
2016-10,340.67297942729675
2016-11,287.85735995913353
2016-12,300.5748856143387
2017-01,306.3324186560635
2017-02,304.9353291821048
2017-03,306.20693591930905
2017-04,313.862
2017-05,334.376465
2017-06,344.65259
2017-07,375.169318
2017-08,389.301762
2017-09,378.690802
2017-10,372.718777
2017-11,379.901369
2017-12,401.456008
2018-01,429.300601
2018-02,418.577528
2018-03,413.950123
2018-04,416.8781839609648
2018-05,399.3319656076095
2018-06,400.0433009079417
2018-07,421.01043411173083
2018-08,408.6205494280838
2018-09,394.7793964288435
2018-10,378.1194138385153
2018-11,393.21209493123547
2018-12,408.39680990427155
2019-01,410.63194856026587
2019-02,410.1164541670947
2019-03,408.75572907998327
2019-04,418.1538660908173
2019-05,423.79371513081196
2019-06,444.60935069596957
2019-07,439.33038189448513
2019-08,436.6837743930194
2019-09,440.1051128651604
2019-10,458.5686899561057
2019-11,496.5838176216969
2019-12,536.5751202019327
2020-01,549.2279318937777
2020-02,510.713299304558
2020-03,414.73831628099674
2020-04,457.3132271027498
2020-05,490.9303277378044
2020-06,514.8411640389181
2020-07,556.5528568422433
2020-08,589.2925157295209
2020-09,546.712735447461
2020-10,505.56330435495954
2020-11,618.2161873123454
2020-12,647.9788921311891
2021-01,660.5979500164581
2021-02,656.4153296463013
2021-03,657.5672702899358
2021-04,736.8285466410075
2021-05,780.9280109974076
2021-06,750.7660505662927
2021-07,814.414250790168
2021-08,839.648438728886
2021-09,831.4524433159621
2021-10,833.5321746251543
2021-11,843.6918635870175
2021-12,874.4668737289694
2022-01,852.67929378785
2022-02,654.2832222833879
2022-03,721.4744749381451
2022-04,640.8463294183939
2022-05,641.1219035673433
2022-06,649.0526589649238
2022-07,663.2475783740017
2022-08,679.1413425736968
2022-09,574.002815316845
2022-10,595.6893909716387
2022-11,655.6202418828661
2022-12,693.2141652292814
2023-01,772.3012795388547
2023-02,795.7987494650453
2023-03,816.9891471427289
2023-04,858.2937459693803
2023-05,835.2587792742428
2023-06,885.6406969097094
