Date,CANADA
1992-04,793.5737207
1992-05,798.2015537
1992-06,801.3133306
1992-07,819.8763183
1992-08,802.4364769
1992-09,743.5556865
1992-10,762.5622569
1992-11,728.6265794
1992-12,748.1694781
1993-01,734.2095
1993-02,775.499958
1993-03,796.6840589999999
1993-04,825.0561409999999
1993-05,837.319756
1993-06,831.744555
1993-07,826.085053
1993-08,832.553996
1993-09,792.0038539999999
1993-10,866.5059161446937
1993-11,847.0251210853475
1993-12,885.8925785288109
1994-01,942.2032049558012
1994-02,896.6402738100867
1994-03,858.1526394387797
1994-04,848.9515542147303
1994-05,859.585792524934
1994-06,804.2816832303115
1994-07,841.7163913100528
1994-08,889.6954660198691
1994-09,909.9014073020993
1994-10,898.9307179096305
1994-11,849.4745408718305
1994-12,864.359261788846
1995-01,820.6097312271698
1995-02,866.1763005290105
1995-03,903.3949830653299
1995-04,919.5725776303949
1995-05,958.2399146283544
1995-06,975.0821529332104
1995-07,992.8149376088506
1995-08,993.9516179235376
1995-09,989.8246338848616
1995-10,981.9594054685848
1995-11,1019.0001753429984
1995-12,1029.1122451606182
1996-01,1083.0243510517894
1996-02,1073.9100756963
1996-03,1095.467360629519
1996-04,1141.136709052972
1996-05,1159.7113679187348
1996-06,1128.4618843008777
1996-07,1094.4788167597103
1996-08,1143.8944706111051
1996-09,1189.7792298933432
1996-10,1283.4480775714949
1996-11,1377.418414485565
1996-12,1330.4201858883503
1997-01,1396.3362634737052
1997-02,1385.7828016735898
1997-03,1316.7163235050161
1997-04,1348.1100582520985
1997-05,1461.3167509067591
1997-06,1487.5988721440688
1997-07,1584.911446786643
1997-08,1501.9310806861004
1997-09,1590.1050777477042
1997-10,1515.5165255214365
1997-11,1470.0671608190603
1997-12,1507.8086322255974
1998-01,1481.417302334269
1998-02,1607.6249276185392
1998-03,1729.3232185837887
1998-04,1738.1939478733009
1998-05,1717.6682448692432
1998-06,1648.9791421955583
1998-07,1532.2669617891615
1998-08,1198.7517708913854
1998-09,1230.2280133963536
1998-10,1355.2999142090262
1998-11,1405.6101426355974
1998-12,1421.8936380051007
1999-01,1540.2842518702278
1999-02,1453.050847521288
1999-03,1513.46651272487
1999-04,1667.952574866848
1999-05,1622.6092976277516
1999-06,1690.761064652986
1999-07,1703.528634399855
1999-08,1676.4994545624552
1999-09,1725.472864262679
1999-10,1842.0798005468398
1999-11,1916.880858041896
1999-12,2195.339392805957
2000-01,2202.675039183695
2000-02,2334.6799659691833
2000-03,2543.835424421887
2000-04,2450.995385734635
2000-05,2405.520761378713
2000-06,2708.1934479507872
2000-07,2790.8077957243136
2000-08,3036.5206485109015
2000-09,2730.3367598181053
2000-10,2492.2096021869756
2000-11,2269.2984307637967
2000-12,2319.2540391960224
2001-01,2432.93925580463
2001-02,2045.5013703812012
2001-03,1858.9763367054986
2001-04,1991.6532307671835
2001-05,2028.9820654684113
2001-06,1952.2762473667979
2001-07,1943.5839520969614
2001-08,1838.4069512755013
2001-09,1667.5546017739057
2001-10,1669.8822113908536
2001-11,1823.667317752464
2001-12,1853.0242307176359
2002-01,1839.6691641602326
2002-02,1820.7562488856338
2002-03,1886.5918461111792
2002-04,1872.0312080096687
2002-05,1913.11669842313
2002-06,1805.3027998261994
2002-07,1602.5966967396325
2002-08,1622.8504219130648
2002-09,1492.734907165346
2002-10,1538.212999790545
2002-11,1628.530053954468
2002-12,1616.1773309107614
2003-01,1661.7751535708362
2003-02,1720.461225396175
2003-03,1698.6804813694434
2003-04,1806.8907288537287
2003-05,1962.0519456407242
2003-06,2014.730505776381
2003-07,2021.5031176283255
2003-08,2127.6232641265015
2003-09,2164.844158535907
2003-10,2311.1684967952506
2003-11,2380.4928591298126
2003-12,2510.82543632568
2004-01,2537.856361609221
2004-02,2593.5795937696275
2004-03,2581.926403505399
2004-04,2367.307128180601
2004-05,2431.263960788177
2004-06,2535.4256341708647
2004-07,2538.186849046768
2004-08,2539.791658950056
2004-09,2732.967037904545
2004-10,2905.6803532191957
2004-11,3025.2523868691114
2004-12,3082.727172735946
2005-01,2960.5683619099327
2005-02,3151.4001797123574
2005-03,3196.4337509522616
2005-04,3023.630430463139
2005-05,3090.8573676795168
2005-06,3279.956161587739
2005-07,3460.132434664103
2005-08,3665.634351294397
2005-09,3886.843755830347
2005-10,3606.843482967586
2005-11,3802.6107802206225
2005-12,3972.4410578305283
2006-01,4321.595036839416
2006-02,4243.663073969038
2006-03,4309.896688797944
2006-04,4520.3352794578905
2006-05,4401.322220432502
2006-06,4332.821247301905
2006-07,4346.224548405877
2006-08,4522.473838635943
2006-09,4387.91112162133
2006-10,4598.777707292763
2006-11,4731.959770215334
2006-12,4701.401619769732
2007-01,4689.05032446071
2007-02,4723.753754994907
2007-03,4855.608593429086
2007-04,5150.66204145709
2007-05,5593.020688704451
2007-06,5586.466220316706
2007-07,5573.54588254703
2007-08,5576.625269572
2007-09,6125.072518376505
2007-10,6700.419082157413
2007-11,5957.727444683722
2007-12,6123.025145705745
2008-01,5734.094215105535
2008-02,6089.878559323911
2008-03,5756.994573122061
2008-04,6165.442825572687
2008-05,6635.270094664033
2008-06,6398.7345000505375
2008-07,5954.125941962693
2008-08,5839.005910634499
2008-09,5010.726112124272
2008-10,3660.6814986636705
2008-11,3453.9879850590555
2008-12,3358.363589423388
2009-01,3241.113355828628
2009-02,2964.088940381601
2009-03,3243.89543069267
2009-04,3696.8390041488947
2009-05,4482.900025468158
2009-06,4241.011634237042
2009-07,4751.088295756591
2009-08,4683.546297906217
2009-09,5024.54307785137
2009-10,4767.1444965322935
2009-11,5122.283119607958
2009-12,5284.7880099817385
2010-01,4895.375235807731
2010-02,5178.392532904525
2010-03,5609.732273943948
2010-04,5692.581622311495
2010-05,5303.150288469889
2010-06,5029.585911610731
2010-07,5391.62230006973
2010-08,5288.6576839395575
2010-09,5702.259389147814
2010-10,5882.808494193452
2010-11,5945.568656576162
2010-12,6405.832443842319
2011-01,6434.460793921865
2011-02,6904.169502108781
2011-03,6905.507185748649
2011-04,6989.741592328209
2011-05,6778.771832559092
2011-06,6589.677245862812
2011-07,6450.865429680906
2011-08,6223.584427700241
2011-09,5348.25625229001
2011-10,5908.688322735862
2011-11,5751.249390292973
2011-12,5627.018960293998
2012-01,5963.5888676807635
2012-02,6177.206421597808
2012-03,5996.436570960147
2012-04,6029.205572585504
2012-05,5384.137419072222
2012-06,5542.459481210086
2012-07,5666.177577819027
2012-08,5909.867666765478
2012-09,6131.7514925643845
2012-10,6112.337714776257
2012-11,6085.954185186869
2012-12,6183.942456441096
2013-01,6299.330438324136
2013-02,6211.804527219601
2013-03,6249.6416622608795
2013-04,6162.062049128343
2013-05,6132.648487784004
2013-06,5794.979458795823
2013-07,6131.380334755489
2013-08,6076.031687590388
2013-09,6318.274074364588
2013-10,6529.5932162805475
2013-11,6473.3699586402245
2013-12,6581.969520506763
2014-01,6314.127625261402
2014-02,6596.228083970048
2014-03,6697.440331987575
2014-04,6895.884779677381
2014-05,6952.386363368681
2014-06,7371.817182012521
2014-07,7369.965848850333
2014-08,7537.9448750904385
2014-09,7053.539289647896
2014-10,6855.521384049091
2014-11,6858.505842393295
2014-12,6728.040686202989
2015-01,6171.600555238756
2015-02,6540.2579488087595
2015-03,6332.417515245189
2015-04,6776.014784411079
2015-05,6471.510694220543
2015-06,6285.097664381697
2015-07,6058.627744734192
2015-08,5670.00367164277
2015-09,5406.462006521576
2015-10,5636.934359753611
2015-11,5526.457684308273
2015-12,5140.819021304695
2016-01,5015.17587647451
2016-02,5208.152074233294
2016-03,5731.438711933131
2016-04,6119.81942652975
2016-05,5911.282770030899
2016-06,5938.156419875028
2016-07,6142.209790124247
2016-08,6164.205491686462
2016-09,6237.170769419781
2016-10,6185.107603753364
2016-11,6335.137019328658
2016-12,6451.331139532706
2017-01,6695.357908189054
2017-02,6591.779976245685
2017-03,6624.467995175119
2017-04,6487.563663
2017-05,6475.502078
2017-06,6678.851865
2017-07,6946.032281
2017-08,6958.598303
2017-09,7220.082001
2017-10,7208.888291
2017-11,7257.100434
2017-12,7541.878136
2018-01,7615.521459
2018-02,7060.115555
2018-03,6999.683416
2018-04,7175.418235199938
2018-05,7320.536257946283
2018-06,7341.636810086207
2018-07,7522.40955302801
2018-08,7415.534553038869
2018-09,7413.2378188180155
2018-10,6838.696169861096
2018-11,6862.076793045113
2018-12,6293.200395368426
2019-01,7117.495082280338
2019-02,7318.177806536348
2019-03,7274.738890023802
2019-04,7500.528671748278
2019-05,7203.965946006586
2019-06,7646.147199519053
2019-07,7605.551676594227
2019-08,7520.768636015681
2019-09,7695.861832495029
2019-10,7683.822080903483
2019-11,7876.315265217482
2019-12,8086.610628399894
2020-01,8058.205468575843
2020-02,7473.450511585247
2020-03,5873.456533788215
2020-04,6603.990238509931
2020-05,6821.777676544952
2020-06,7073.833495418294
2020-07,7502.488962957222
2020-08,7907.481345519038
2020-09,7524.661380937623
2020-10,7279.963757602272
2020-11,8288.37507083697
2020-12,8589.01957287812
2021-01,8502.412670586196
2021-02,8979.655291577435
2021-03,9430.366440547075
2021-04,9852.149643297653
2021-05,10392.860240566817
2021-06,10394.452584
2021-07,10388.671792837713
2021-08,10413.78368825255
2021-09,10148.524221247251
2021-10,10927.240026017476
2021-11,10397.078534897755
2021-12,10896.57245495881
2022-01,10808.999984869357
2022-02,10831.607941732163
2022-03,11415.164602435914
2022-04,10587.227052227217
2022-05,10746.572716479623
2022-06,9636.148865232355
2022-07,10113.860012995778
2022-08,9709.82642472169
2022-09,8890.800528251088
2022-10,9478.15001165577
2022-11,10058.328481395209
2022-12,9570.730878115166
2023-01,10440.93045392807
2023-02,9990.335964109363
2023-03,10005.860771792757
2023-04,10310.127112126904
2023-05,9751.617384376228
2023-06,10397.25240782306
