Date,ESTONIA
2002-05,209.01012095351007
2002-06,207.62362377570372
2002-07,191.2943800994366
2002-08,200.78781492275704
2002-09,206.24266680840054
2002-10,223.3595675158133
2002-11,248.73041130088038
2002-12,272.5597478447477
2003-01,271.0547186441843
2003-02,266.828473628438
2003-03,274.62739896754164
2003-04,300.6765344090317
2003-05,347.7224133353654
2003-06,360.0222444690392
2003-07,363.98921124034706
2003-08,368.5739762725377
2003-09,379.39896475916817
2003-10,380.1236373518133
2003-11,374.8266168941235
2003-12,428.31746668323166
2004-01,462.85579301891875
2004-02,474.41791115362116
2004-03,498.70699025488875
2004-04,487.3112132302429
2004-05,486.75038276350335
2004-06,514.4486966458279
2004-07,506.4819212365612
2004-08,514.1939440167376
2004-09,537.9861131767201
2004-10,594.4086664094114
2004-11,673.56318834029
2004-12,740.6329153339417
2005-01,740.097144552594
2005-02,871.3949109832245
2005-03,950.9686567351929
2005-04,939.3225924433137
2005-05,898.9750750224048
2005-06,878.2985956144876
2005-07,880.006464548129
2005-08,889.809790495224
2005-09,992.3439686159232
2005-10,959.1656626469016
2005-11,968.3509264594009
2005-12,920.5853947251059
2006-01,964.4033563377344
2006-02,937.4176839310356
2006-03,954.1203794732462
2006-04,980.5861393923269
2006-05,893.6145247491392
2006-06,836.4118448199981
2006-07,855.9989818736906
2006-08,879.5340624014187
2006-09,907.7681083660677
2006-10,989.0830002084039
2006-11,998.4380800760059
2006-12,1156.902986665102
2007-01,1327.4057514133845
2007-02,1150.529857752097
2007-03,1182.7900861580802
2007-04,1188.8814176840601
2007-05,1220.2915085328755
2007-06,1326.4812607955894
2007-07,1349.0838817422662
2007-08,1237.436151277736
2007-09,1250.4911399581254
2007-10,1139.8125914027084
2007-11,1000.0
2007-12,1033.8294228861444
2008-01,877.0313808033626
2008-02,928.3099464559908
2008-03,948.972066204658
2008-04,858.2869891946607
2008-05,854.7226869142694
2008-06,857.105941258727
2008-07,701.3590037297481
2008-08,727.5279466905628
2008-09,575.8874857858647
2008-10,355.6937566517525
2008-11,320.11024588972066
2008-12,373.9999684310602
2009-01,361.1988149071313
2009-02,323.7036592988634
2009-03,349.28036050901073
2009-04,364.2097148660447
2009-05,442.1623597177875
2009-06,393.49361766247165
2009-07,383.7366334903344
2009-08,494.50126898594675
2009-09,553.3073063717948
2009-10,540.3094414491154
2009-11,554.7217664587636
2009-12,515.709499118183
2010-01,769.673005957953
2010-02,658.9894465805833
2010-03,716.3241023425412
2010-04,769.5714272985333
2010-05,615.6757732277024
2010-06,592.0088916649668
2010-07,655.6810623180285
2010-08,665.1477731739371
2010-09,740.3497206980654
2010-10,798.3189897446829
2010-11,772.9519164547656
2010-12,833.9952418389014
2011-01,886.3955499381918
2011-02,919.889976787683
2011-03,909.7771056012506
2011-04,884.7231351260426
2011-05,828.2153579745943
2011-06,790.9242476758498
2011-07,842.823937183425
2011-08,775.8699509743496
2011-09,629.9279447437916
2011-10,685.8239115337271
2011-11,666.0145883496805
2011-12,600.3328572516049
2012-01,627.731531047614
2012-02,678.1758912847079
2012-03,685.7405128518385
2012-04,719.1973012874196
2012-05,633.4090535855556
2012-06,652.7732415776744
2012-07,654.8112606371958
2012-08,727.0305780625611
2012-09,719.3794919846617
2012-10,714.8738469278751
2012-11,775.6589168092627
2012-12,878.7945310951172
2013-01,964.3023811929218
2013-02,911.3459804283932
2013-03,1019.6799116708964
2013-04,1040.68416718702
2013-05,972.1165042133739
2013-06,979.9812992233673
2013-07,1000.5330451703022
2013-08,998.4817102876443
2013-09,1028.198520671655
2013-10,1042.884193019218
2013-11,1036.7213690173844
2013-12,986.0696972408855
2014-01,979.1884710827337
2014-02,966.1503878056499
2014-03,901.9235737516132
2014-04,895.863454567941
2014-05,877.3050892607031
2014-06,885.1387136980808
2014-07,831.3982320586625
2014-08,807.7667985016692
2014-09,733.971575791195
2014-10,712.1317054910072
2014-11,744.2192137975306
2014-12,689.6059097177653
2015-01,722.4091041672801
2015-02,781.3881210992628
2015-03,725.2399386127069
2015-04,738.5544583718167
2015-05,699.0526567711648
2015-06,710.0702462992974
2015-07,729.0882327020064
2015-08,762.1710876214476
2015-09,739.8108447896564
2015-10,741.6870343818362
2015-11,733.2430415161678
2015-12,770.1018710888592
2016-01,753.2969040932463
2016-02,806.3307509357139
2016-03,883.7581407357958
2016-04,922.1213340021171
2016-05,908.3278307533116
2016-06,897.0751551885152
2016-07,938.8313002480697
2016-08,875.4406491294284
2016-09,891.8274883171375
2016-10,879.5577685288254
2016-11,829.6097783318567
2016-12,849.6444940176943
2017-01,902.0974581456035
2017-02,883.6254062145798
2017-03,892.1147309737786
2017-04,900.690174
2017-05,926.437464
2017-06,945.779997
2017-07,1130.957729
2017-08,1185.966032
2017-09,1110.446694
2017-10,1099.266639
2017-11,1184.266416
2017-12,1270.029037
2018-01,1317.679544
2018-02,1303.989285
2018-03,1191.117421
2018-04,1143.169788065216
2018-05,1089.8578110010305
2018-06,1141.1509094802614
2018-07,1116.874887874129
2018-08,1094.6806141910643
2018-09,1033.3846016288014
2018-10,1003.9327554640615
2018-11,1173.8754113586278
2018-12,1091.2955492735714
2019-01,1157.1288762210786
2019-02,1101.806713150993
2019-03,1103.7438550928814
2019-04,1130.45329781916
2019-05,1110.1311260839857
2019-06,1143.0458577583447
2019-07,1113.802478449158
2019-08,1094.172178393258
2019-09,1083.1931976248193
2019-10,1112.297037388983
2019-11,1115.9325864246725
2019-12,1141.5393709023622
2020-01,1158.0723641344766
2020-02,1069.9146232349804
2020-03,786.4095605839241
2020-04,845.8445402015889
2020-05,975.440552626009
2020-06,977.7960968200558
2020-07,986.6069030781374
2020-08,940.533695246964
2020-09,886.9785164676534
2020-10,864.1206682379351
2020-11,985.8212601825832
2020-12,1037.1240280888865
2021-01,993.6298233847062
2021-02,974.361375375827
2021-03,956.6814687236847
2021-04,1068.6671437617263
2021-05,1066.1387558081558
2021-06,1054.7088199399884
2021-07,1145.8501058652507
2021-08,1362.1606291435244
2021-09,1349.894707161073
2021-10,1393.3329913056305
2021-11,1269.713218977696
2021-12,1332.3459363626127
2022-01,1287.8579203485067
2022-02,1206.613728520815
2022-03,1250.382310996024
2022-04,1170.116958729189
2022-05,1102.8894081762812
2022-06,1069.8696949109956
2022-07,1006.704962099501
2022-08,1041.9644587934915
2022-09,917.1898916822173
2022-10,902.8456224300379
2022-11,1003.7212922423071
2022-12,1059.605672686301
2023-01,1186.3730953605516
2023-02,1130.5403779114165
2023-03,1135.4255111855587
2023-04,1175.466453906679
2023-05,1141.592951360901
2023-06,1157.4739994030797
