Date,GHANA
2008-11,990.323244801318
2008-12,944.804557061481
2009-01,897.2206677858607
2009-02,863.5547576301614
2009-03,798.4429008789224
2009-04,757.9580704116134
2009-05,583.56964276717
2009-06,581.1222569349324
2009-07,580.7339360148287
2009-08,664.7098086051681
2009-09,694.8773686960043
2009-10,682.9395317405642
2009-11,705.4955317424332
2009-12,693.5419976693713
2010-01,701.5238914385677
2010-02,746.3244090191523
2010-03,843.4920303949347
2010-04,951.9787545787024
2010-05,944.979833681164
2010-06,956.6768880053376
2010-07,919.8176855193187
2010-08,951.241623006989
2010-09,985.3951294504297
2010-10,954.4586105201407
2010-11,947.7571509983901
2010-12,926.1700704680076
2011-01,949.5118955990563
2011-02,1005.7232704014338
2011-03,1047.5134153410763
2011-04,1182.3592920624446
2011-05,1300.8233777988403
2011-06,1294.9952403886516
2011-07,1225.8846272291528
2011-08,1142.0446311262565
2011-09,1071.4752237182445
2011-10,941.4629268555109
2011-11,916.6724453787541
2011-12,908.3357178439906
2012-01,894.3303141475525
2012-02,934.1630220517068
2012-03,915.0214341112259
2012-04,915.6358543918748
2012-05,849.9067699995693
2012-06,794.6693410400744
2012-07,898.5885510741439
2012-08,966.5419380615591
2012-09,1025.8342591494284
2012-10,1141.8429644990601
2012-11,1131.4822274231517
2012-12,1171.8833046889704
2013-01,1214.166158383525
2013-02,1605.06416291773
2013-03,1795.0901688696258
2013-04,1858.8948236757515
2013-05,1802.3634449356532
2013-06,1764.8142064994938
2013-07,1766.9200688179124
2013-08,1731.5189394677375
2013-09,1742.0590291086053
2013-10,1887.1062343282797
2013-11,1885.285313753728
2013-12,1818.0813102796224
2014-01,1954.0031229076021
2014-02,2058.458403450546
2014-03,1898.7470769932936
2014-04,1731.811112679585
2014-05,1675.9072635214916
2014-06,1531.618751525108
2014-07,1399.5969734201656
2014-08,1115.9016784617518
2014-09,1276.4584292257969
2014-10,1296.6778338515226
2014-11,1345.5283579140562
2014-12,1325.3554917370482
2015-01,1214.3066729488537
2015-02,1187.5071027346216
2015-03,1119.573773835622
2015-04,1171.6919155626263
2015-05,1147.4582867207448
2015-06,1041.2573349871477
2015-07,1083.7226482341969
2015-08,995.0929114568852
2015-09,935.474821390596
2015-10,941.7959969252865
2015-11,936.1389727688211
2015-12,1000.6415296188221
2016-01,934.3702400120716
2016-02,959.699137257553
2016-03,998.1650723234676
2016-04,844.0941801424947
2016-05,863.1537071065918
2016-06,859.9263571580832
2016-07,900.0761344264048
2016-08,921.2973968499903
2016-09,811.2854221944621
2016-10,896.1209976147385
2016-11,727.4954894407813
2016-12,736.9747893804276
2017-01,723.988889632872
2017-02,679.1659452690124
2017-03,738.0531659570759
2017-04,763.181299
2017-05,755.696399
2017-06,759.720618
2017-07,1027.218002
2017-08,1144.564797
2017-09,1268.299779
2017-10,1244.859817
2017-11,1115.0721737649098
