Date,SAUDI ARABIA DOMESTIC
2005-05,728.9718467
2005-06,814.6054423
2005-07,780.2365745
2005-08,888.9937811
2005-09,904.3053383
2005-10,941.699249
2005-11,1000.0
2005-12,1034.2249502792881
2006-01,1154.651781731028
2006-02,1198.6496399565715
2006-03,1054.8452973946492
2006-04,845.5151788293425
2006-05,696.939536594666
2006-06,819.1995413945498
2006-07,678.589341277785
2006-08,694.4183302739787
2006-09,696.39337978628
2006-10,603.6253396374053
2006-11,527.3842480087842
2006-12,509.6690646843875
2007-01,448.27403847732086
2007-02,523.7067862670575
2007-03,503.82709045115405
2007-04,473.8490147486731
2007-05,478.2333662697394
2007-06,452.72669915062164
2007-07,485.2501031830147
2007-08,525.9219224474768
2007-09,513.074780360277
2007-10,556.0050165581395
2007-11,626.5260148135472
2007-12,747.7943555359967
2008-01,632.4977954619139
2008-02,679.4850174424078
2008-03,605.438801473676
2008-04,681.0970314488862
2008-05,638.5811675259913
2008-06,633.2171896595385
2008-07,592.356087900943
2008-08,606.7663272901186
2008-09,507.40803226
2008-10,378.54678076904275
2008-11,294.0813096675532
2008-12,318.2571668392971
2009-01,314.58699768094084
2009-02,294.5664969820379
2009-03,308.8627965098551
2009-04,373.1125864331148
2009-05,397.7577704187379
2009-06,387.6308681539248
2009-07,407.4898163977113
2009-08,405.1659709898633
2009-09,446.68701987627
2009-10,457.9084850186645
2009-11,453.1980885720012
2009-12,442.78154208237754
2010-01,453.88932699758277
2010-02,467.9064122319645
2010-03,504.7582287325665
2010-04,517.0998214705008
2010-05,454.28418985051843
2010-06,451.33175053614366
2010-07,467.8508717506039
2010-08,456.65418625052445
2010-09,476.4639826662482
2010-10,480.9748145127832
2010-11,488.2572798623935
2010-12,511.5475118226554
2011-01,487.7828595128363
2011-02,459.93202691723104
2011-03,509.6433765062276
2011-04,530.7940508730869
2011-05,526.6558753697708
2011-06,518.1012545614814
2011-07,513.0089475018564
2011-08,477.24300619860236
2011-09,484.99925407633987
2011-10,489.97022948361456
2011-11,478.3139054423294
2011-12,499.3554284250834
2012-01,515.4345328616221
2012-02,562.5942772222303
2012-03,613.2672871617755
2012-04,606.0471194822005
2012-05,562.1363599373346
2012-06,532.1973372238978
2012-07,554.3398283933961
2012-08,574.619668652369
2012-09,552.8920557502372
2012-10,552.1935988452985
2012-11,530.7974765203736
2012-12,553.4630496763929
2013-01,575.3463492202394
2013-02,570.7981712277463
2013-03,593.8548884128818
2013-04,592.4176470500153
2013-05,614.3131792470618
2013-06,621.6877815382644
2013-07,663.7037968424656
2013-08,655.827146250748
2013-09,670.7847908497478
2013-10,685.0342822242835
2013-11,713.9482463773539
2013-12,731.4134193252888
2014-01,752.1336744579193
2014-02,781.2995382359528
2014-03,814.4468341947344
2014-04,818.728085407979
2014-05,838.8860563428331
2014-06,815.3844222637775
2014-07,890.7917161071352
2014-08,960.848008588853
2014-09,938.3155449821777
2014-10,866.9488705477419
2014-11,773.8401987047916
2014-12,711.6757248414684
2015-01,755.482269084198
2015-02,799.298872129546
2015-03,756.3533296722223
2015-04,869.7690626244777
2015-05,857.8406544661982
2015-06,796.5993737779263
2015-07,809.4194553269753
2015-08,682.5655494509905
2015-09,667.0426872858193
2015-10,643.5224289996564
2015-11,652.6010171031073
2015-12,621.6602561357613
2016-01,535.6536813914291
2016-02,559.0099960006346
2016-03,570.3534511335915
2016-04,629.7563446813277
2016-05,601.7418298546635
2016-06,604.4338794970977
2016-07,589.1802949604977
2016-08,574.9948193676713
2016-09,539.7041843145574
2016-10,582.7311583284902
2016-11,669.1405301481948
2016-12,685.6042855232896
2017-01,681.0694210176996
2017-02,670.7757514630183
2017-03,673.9187711993653
2017-04,674.052671
2017-05,675.122325
2017-06,745.640229
2017-07,709.846365
2017-08,731.719159
2017-09,733.877504
2017-10,704.951201
2017-11,718.238568
2017-12,737.608392
2018-01,788.47275
2018-02,767.486192
2018-03,834.031547
2018-04,878.3788943107502
2018-05,896.6342769866345
2018-06,911.7931021179014
2018-07,921.7300642792242
2018-08,886.839366499036
2018-09,885.3302185503466
2018-10,889.6543197310635
2018-11,860.9997420607576
2018-12,878.9550348307981
