Date,SAUDI ARABIA DOMESTIC
2019-01,970.879758417616
2019-02,969.2067223592628
2019-03,1009.860193632454
2019-04,1086.6889372576507
2019-05,992.3031188462664
2019-06,1023.9021812940151
2019-07,1013.7604073744121
2019-08,924.4841617847834
2019-09,928.5279314686377
2019-10,889.0578954866844
2019-11,904.1623098899948
2019-12,958.9247894805546
2020-01,930.0275381851932
2020-02,854.328023884457
2020-03,737.6409439999676
2020-04,815.6823048881488
2020-05,816.656208342431
2020-06,834.2344971667042
2020-07,850.1967039743383
2020-08,899.3713466098544
2020-09,922.7062942173418
2020-10,898.7203806602585
2020-11,990.1844798023715
2020-12,987.3194327358837
2021-01,999.6864340087654
2021-02,1067.7687511599715
2021-03,1167.1377768431014
2021-04,1236.1765188917304
2021-05,1243.5697122411923
2021-06,1293.195093492386
2021-07,1304.9997203951166
2021-08,1370.044053462101
2021-09,1408.8389894735935
2021-10,1464.534329209857
2021-11,1348.0763992972295
2021-12,1421.6528421557543
2022-01,1548.0330036687951
2022-02,1610.6952569216592
2022-03,1673.7500481710733
2022-04,1779.5437895196424
2022-05,1644.7347140151544
2022-06,1452.824981230523
2022-07,1544.5806615311337
2022-08,1571.343989183492
2022-09,1451.8628411683917
2022-10,1496.7076185979065
2022-11,1392.800330829095
2022-12,1340.8028639617557
2023-01,1382.400899322483
2023-02,1273.059730526425
2023-03,1346.444420428417
2023-04,1423.8169821564252
2023-05,1376.6986826045058
2023-06,1425.1281786324532
