Date,PAKISTAN
1992-12,100.0
1993-01,99.9648
1993-02,93.2476
1993-03,91.382
1993-04,88.4332
1993-05,92.5511
1993-06,101.0955
1993-07,101.1274
1993-08,94.8427
1993-09,100.7277
1993-10,115.4228
1993-11,129.3393
1993-12,164.0887
1994-01,169.8624
1994-02,184.3425
1994-03,184.8611
1994-04,173.5065
1994-05,160.8431
1994-06,173.3654
1994-07,170.6398
1994-08,167.2476
1994-09,174.5441
1994-10,168.8348
1994-11,161.604
1994-12,152.4558
1995-01,133.13876153776053
1995-02,139.91452853364106
1995-03,122.72888970331641
1995-04,117.27214526813135
1995-05,110.09627870334758
1995-06,118.42175675284278
1995-07,130.4605410438823
1995-08,129.875686472813
1995-09,116.98499448913026
1995-10,100.80009050564355
1995-11,87.97295561146807
1995-12,96.87396491068547
1996-01,102.03809520264498
1996-02,111.38706259603813
1996-03,102.2283289472093
1996-04,103.5265618365883
1996-05,116.76879372391652
1996-06,112.28158583301853
1996-07,94.02836960765814
1996-08,90.29983950521337
1996-09,87.0461912663195
1996-10,86.29974257084774
1996-11,90.64042381834575
1996-12,80.1201854663427
1997-01,96.73741098162425
1997-02,102.04209139514268
1997-03,95.69335578916152
1997-04,92.33287565621976
1997-05,91.66987767382744
1997-06,97.80715715931302
1997-07,126.5660263804709
1997-08,108.48068200331784
1997-09,116.08616775038885
1997-10,109.99548683857559
1997-11,103.80503930265604
1997-12,102.63980814493247
1998-01,93.71088462888073
1998-02,95.4972939068848
1998-03,90.00253449154104
1998-04,90.37965323769785
1998-05,56.28247131272173
1998-06,42.90440569176442
1998-07,42.097693112265
1998-08,44.14875675803968
1998-09,50.89687254571603
1998-10,35.9025494324284
1998-11,48.94201394430136
1998-12,44.53813490564502
1999-01,40.996294084172995
1999-02,42.19326977461992
1999-03,51.53317945831606
1999-04,52.81193200477713
1999-05,56.505926544833045
1999-06,47.59540510335257
1999-07,58.47818938900354
1999-08,55.61139044062811
1999-09,55.43060811067202
1999-10,54.820940145197085
1999-11,57.051145974552306
1999-12,66.6367466943328
2000-01,84.27479493718171
2000-02,89.56374676861795
2000-03,94.3453806051356
2000-04,89.56928619340749
2000-05,70.34482956635652
2000-06,68.18067290671937
2000-07,68.08425903937648
2000-08,64.93286407924457
2000-09,62.44776162532652
2000-10,60.066170397748344
2000-11,49.6480559245081
2000-12,59.080160918170485
2001-01,57.11238953822324
2001-02,54.488071611771886
2001-03,50.23641163525038
2001-04,52.03445405550298
2001-05,50.257650482342974
2001-06,48.20127246339992
2001-07,42.26355665694149
2001-08,43.48168284924822
2001-09,37.0754201718553
2001-10,50.98775014358384
2001-11,48.83900275198656
2001-12,45.03577051834941
2002-01,59.35423680252748
2002-02,67.37672671134766
2002-03,70.61581592645014
2002-04,70.01307437777714
2002-05,59.038751348875806
2002-06,63.5740085489328
2002-07,66.16858447668866
2002-08,77.67363369542925
2002-09,77.838621
2002-10,89.242798
2002-11,90.751293
2002-12,115.205853
2003-01,105.60495782319981
2003-02,100.5237284309345
2003-03,115.02945798454019
2003-04,117.36707059578117
2003-05,122.56759815813108
2003-06,131.83406928368103
2003-07,149.4927169724285
2003-08,166.5683078651807
2003-09,150.10392145509928
2003-10,144.23721384963613
2003-11,153.0036174749425
2003-12,164.0203359304237
2004-01,172.39309159183546
2004-02,172.34570685356238
2004-03,178.0357745583023
2004-04,182.2252333080461
2004-05,178.22384686187462
2004-06,171.3999486831436
2004-07,171.1969387439347
2004-08,169.1048585300378
2004-09,166.06144050552942
2004-10,162.5780653454092
2004-11,175.98901449889092
2004-12,193.53030965722337
2005-01,213.59724239619663
2005-02,260.28253142460136
2005-03,247.4816286239153
2005-04,236.6205867818762
2005-05,232.18589743958296
2005-06,253.60616118805865
2005-07,240.5363663712437
2005-08,262.3482191983035
2005-09,275.81809513290875
2005-10,282.59378800105117
2005-11,303.9861472472863
2005-12,319.14218869662125
2006-01,346.57690370055155
2006-02,399.8267963332015
2006-03,390.9332626988519
2006-04,377.573499418547
2006-05,316.8729519350251
2006-06,326.75449686332087
2006-07,342.00379370763187
2006-08,328.0606292220066
2006-09,348.58232902700394
2006-10,371.81718123103315
2006-11,353.29680617818525
2006-12,330.5545680213695
2007-01,382.9701795085516
2007-02,377.73298604628116
2007-03,381.93292327140836
2007-04,421.289756625861
2007-05,440.17784448198296
2007-06,470.499808536115
2007-07,457.0007787097045
2007-08,403.74341082804835
2007-09,443.50549528870613
2007-10,477.1004932259491
2007-11,458.26951194159193
2007-12,457.4595183252653
2008-01,452.58666374037284
2008-02,504.63412012378126
2008-03,509.4445462547973
2008-04,488.54209717460367
2008-05,373.5554815210725
2008-06,374.32650261854644
2008-07,305.61577882958176
2008-08,246.94772601551097
2008-09,239.1027007142773
2008-10,229.8509234565875
2008-11,237.20906712350197
2008-12,118.72239083309152
2009-01,113.49882971448955
2009-02,132.33396469236354
2009-03,163.44050728482188
2009-04,175.85023175745349
2009-05,176.16113542455867
2009-06,171.2821207559842
2009-07,181.289480919555
2009-08,214.9653961026689
2009-09,230.8071495130008
2009-10,224.64540701274626
2009-11,224.08536951928417
