Date,SOUTH AFRICA
1992-12,100.0
1993-01,109.40117965743471
1993-02,114.50517174573949
1993-03,117.9846282052989
1993-04,122.08569908065795
1993-05,129.1784952742569
1993-06,129.88973117348354
1993-07,139.88430458128857
1993-08,127.75780551232751
1993-09,137.0675554766741
1993-10,142.65385948873381
1993-11,142.52240213814574
1993-12,172.97866845820232
1994-01,163.6721224016284
1994-02,158.16976400146697
1994-03,153.41804041417373
1994-04,182.12965536347753
1994-05,175.18145470802412
1994-06,175.6785088434146
1994-07,187.77321499755064
1994-08,200.25011867780253
1994-09,206.56994078093257
1994-10,223.102650203888
1994-11,220.32246666181013
1994-12,227.33486529074975
1995-01,193.81479596878197
1995-02,208.72097068786348
1995-03,237.0873625620346
1995-04,242.5372341833849
1995-05,236.77863232169813
1995-06,237.4083134565122
1995-07,241.04670184778413
1995-08,242.6032469642694
1995-09,248.8001872990487
1995-10,254.4364666434921
1995-11,260.2482376551191
1995-12,272.76630635958486
1996-01,296.90992620130015
1996-02,273.49993098634894
1996-03,268.10386649177264
1996-04,257.3532664409936
1996-05,251.0183240692544
1996-06,253.28317929134553
1996-07,232.63075987054836
1996-08,235.2148695028404
1996-09,238.116312920691
1996-10,233.40023765416134
1996-11,229.0931905729997
1996-12,223.49747571596924
1997-01,230.7903363710659
1997-02,252.24154390347488
1997-03,255.15046580770522
1997-04,256.22701097317093
1997-05,249.86399287214516
1997-06,260.64369728057386
1997-07,262.9729431087851
1997-08,251.70456503423617
1997-09,247.26337193278346
1997-10,220.16458103616978
1997-11,209.97305483084762
1997-12,205.20995568378078
1998-01,213.87074648142746
1998-02,224.427489996114
1998-03,239.8056563278847
1998-04,260.8153412461027
1998-05,229.55517916781392
1998-06,176.11427867779844
1998-07,173.09238647435063
1998-08,120.2757981925497
1998-09,141.83157742420968
1998-10,169.41873387461374
1998-11,162.7795087868231
1998-12,148.6550016923206
1999-01,157.09151767195345
1999-02,156.30982033514255
1999-03,168.18428399992794
1999-04,188.3285037878428
1999-05,168.16611387153677
1999-06,193.5147422416814
1999-07,187.1624376420222
1999-08,185.1015962218921
1999-09,187.68180023173943
1999-10,196.0193177174783
1999-11,205.6184689674732
1999-12,233.692131076157
2000-01,227.3458511602723
2000-02,221.0513902126399
2000-03,210.2113421450189
2000-04,191.6890081066279
2000-05,186.45066428899577
2000-06,197.96728044779033
2000-07,193.87598639808206
2000-08,215.1746429121293
2000-09,202.71914312451344
2000-10,186.09728466373207
2000-11,173.19513252471992
2000-12,193.5253158214817
2001-01,205.06878799630016
2001-02,205.90449189144954
2001-03,178.05221889781316
2001-04,198.94390603548712
2001-05,210.46362620482435
2001-06,202.89940538179852
2001-07,178.96162539803902
2001-08,187.4926913304832
2001-09,159.0049532882052
2001-10,162.10819048886387
2001-11,166.44484831191204
2001-12,160.22661992677996
2002-01,167.29737637967926
2002-02,176.2593575098243
2002-03,179.79026099000745
2002-04,196.01600894686015
2002-05,215.73813472923771
2002-06,193.89004250137992
2002-07,163.45044544588978
2002-08,169.07555353826464
2002-09,169.34174859943002
2002-10,176.8594129562811
2002-11,193.9234982488126
2002-12,205.08105124945422
