Date,SOUTH AFRICA
2003-01,197.83305296979194
2003-02,199.75519236468313
2003-03,189.94892079920484
2003-04,201.09716027261837
2003-05,207.412376709691
2003-06,215.79361181834065
2003-07,230.27337971435207
2003-08,245.25140320671704
2003-09,248.45240566801604
2003-10,274.172907848558
2003-11,294.52637042128686
2003-12,299.1382196016018
2004-01,296.97929082459046
2004-02,314.48457657144854
2004-03,326.4734626157794
2004-04,283.2276661507035
2004-05,303.97051418351515
2004-06,307.6212212453498
2004-07,310.8389574994265
2004-08,322.295183411007
2004-09,349.1334103056938
2004-10,364.2152201324428
2004-11,415.12805013709254
2004-12,433.4805217069924
2005-01,409.51508441635997
2005-02,443.7692043518136
2005-03,401.8599443442307
2005-04,396.1855924428159
2005-05,380.72586226970185
2005-06,401.49346051338773
2005-07,436.2706920581628
2005-08,458.4505069697387
2005-09,509.73715303472795
2005-10,462.0034098049133
2005-11,500.02654379336275
2005-12,556.3205588429848
2006-01,645.5391956729742
2006-02,609.3145491173389
2006-03,656.3530433371462
2006-04,681.4973169074055
2006-05,577.7851945909927
2006-06,558.3259236693543
2006-07,558.6986049268852
2006-08,557.5094831463248
2006-09,522.0794096333817
2006-10,580.0007892939452
2006-11,624.6211622688166
2006-12,670.5398674380496
2007-01,672.5291800787866
2007-02,675.2420815762549
2007-03,718.1923400133279
2007-04,777.2054456094878
2007-05,751.6280379453491
2007-06,737.6300251674668
2007-07,736.0532657018166
2007-08,732.6591066714502
2007-09,782.168953490421
2007-10,891.7819657773739
2007-11,824.5264205275436
2007-12,792.1889734069016
2008-01,687.9614285420921
2008-02,728.106084859759
2008-03,673.6535932467892
2008-04,759.0535638700472
2008-05,776.8829575619345
2008-06,704.1614822499506
2008-07,724.7786004405843
2008-08,690.588001358325
2008-09,587.7767612811549
2008-10,433.88312559502424
2008-11,433.0870534270418
2008-12,491.9899253151725
2009-01,430.11601280024394
2009-02,401.949311249937
2009-03,472.5145820411822
2009-04,527.2882453676478
2009-05,613.1753671838005
2009-06,620.5754187310052
2009-07,652.3449095671554
2009-08,689.34757193888
2009-09,710.0765051439698
2009-10,701.5555003501275
2009-11,739.5952229008
2009-12,776.4427758972794
2010-01,735.3703428429471
2010-02,732.8726678577507
2010-03,811.9637724994858
2010-04,821.6385307641383
2010-05,761.4520586477131
2010-06,734.5702315174763
2010-07,827.0358094641309
2010-08,803.281946953534
2010-09,921.0727286953847
2010-10,936.9181601295163
2010-11,907.5032902838775
2010-12,1042.0513940412382
2011-01,914.753169678003
2011-02,973.4449744786107
2011-03,1022.6327529965305
2011-04,1076.2604279059276
2011-05,1020.2858649520086
2011-06,1002.4493697599264
2011-07,995.3661492401607
2011-08,982.3474454917479
2011-09,834.0769183130243
2011-10,909.2450590351868
2011-11,911.614849027485
2011-12,892.3757542919363
2012-01,962.2120712321693
2012-02,1030.502420526792
2012-03,992.6922398055522
2012-04,1000.0199633922197
2012-05,891.7129236870754
2012-06,937.3321224790833
2012-07,965.8959753786353
2012-08,958.372849223282
2012-09,999.4066701841014
2012-10,973.7369477457631
2012-11,965.3735420567567
2012-12,1061.99457561685
2013-01,1002.9665154979872
2013-02,982.5754812078885
2013-03,967.974134589195
2013-04,965.818648204606
2013-05,914.142844046945
2013-06,896.9718611345725
2013-07,918.8498236961805
2013-08,907.0600528498921
2013-09,976.9052168830095
2013-10,1027.7120128169229
2013-11,988.8878017367022
2013-12,1000.5667572302402
2014-01,899.9928726931678
2014-02,983.1519225957147
2014-03,1049.2769785189564
2014-04,1046.7721615061528
2014-05,1066.382989461463
2014-06,1097.8287927445083
2014-07,1107.7294549876462
2014-08,1129.6301745596968
2014-09,1026.435498345056
2014-10,1095.099656443903
2014-11,1098.905853622268
2014-12,1057.4902003648585
2015-01,1105.8071075295013
2015-02,1113.1715830124845
2015-03,1092.828303768602
2015-04,1151.7662088239767
2015-05,1055.9725867222687
2015-06,1086.020157976146
2015-07,1022.8924833550798
2015-08,947.0658192715424
2015-09,884.693109085782
2015-10,948.7647677325901
2015-11,884.5893793305208
2015-12,791.7103768217985
2016-01,762.1601961148966
2016-02,764.6227038350457
2016-03,902.1112480698963
2016-04,940.3908345174291
2016-05,851.9836608766966
2016-06,917.5659676583717
2016-07,998.7380027405163
2016-08,922.1074328527466
2016-09,976.2414362981665
2016-10,966.6094782325378
2016-11,889.4158413481205
2016-12,937.4526494973169
2017-01,963.9519861155508
2017-02,981.1924621027852
2017-03,980.1754177208089
2017-04,1034.155077
2017-05,1055.160714
2017-06,1015.755218
2017-07,1084.994086
2017-08,1127.661778
2017-09,1056.16036
2017-10,1081.948404
2017-11,1178.802642
2017-12,1282.843344
2018-01,1318.74229
2018-02,1315.539985
2018-03,1231.271157
2018-04,1217.122037345201
2018-05,1135.4613881641203
2018-06,1086.6020650324092
2018-07,1141.7895671944982
2018-08,1028.0854948679394
2018-09,1008.2172962023601
2018-10,898.3606125807435
2018-11,977.3854408668241
2018-12,970.9436122206581
2019-01,1090.116921255526
2019-02,1031.9140931216834
2019-03,1015.1940169611067
2019-04,1097.0163653129146
2019-05,1019.4622885368091
2019-06,1084.1390799757542
2019-07,1054.1343347597603
2019-08,960.6284793830148
2019-09,949.2911966151313
2019-10,979.6866002692692
2019-11,979.9144750433051
2019-12,1074.9052607917392
2020-01,980.137038821248
2020-02,853.4163726402381
2020-03,641.6959189872597
2020-04,726.5336701905867
2020-05,740.9582091866828
2020-06,818.124895193047
2020-07,866.8841674393042
2020-08,856.2476965156583
2020-09,848.690980376737
2020-10,853.3114915409883
2020-11,944.2902348938483
2020-12,1037.064962831245
2021-01,1065.1988179123873
2021-02,1096.2669633146877
2021-03,1164.5389063588957
2021-04,1163.2190681750337
2021-05,1246.5066411549433
2021-06,1148.878675579383
2021-07,1129.337487304968
2021-08,1138.302221539234
2021-09,1086.097383015035
2021-10,1085.2875711762058
2021-11,1036.6906603106447
2021-12,1081.4900239667986
2022-01,1155.2895412472456
2022-02,1209.1405970491064
2022-03,1303.4008623725251
2022-04,1138.547252064336
2022-05,1151.9196475804383
2022-06,1005.5118033648796
2022-07,1008.7986778552387
2022-08,968.3043700483953
2022-09,884.9402903812855
2022-10,912.5311426714572
2022-11,1091.473110772631
2022-12,1048.5859796477494
2023-01,1097.8240977019238
2023-02,1009.4282597225821
2023-03,1044.3897478315378
2023-04,1055.655211974781
2023-05,908.3578445917946
2023-06,995.166210079747
