Date,RUSSIA VALUE
1996-12,100.0
1997-01,147.88733764521837
1997-02,188.33864994554068
1997-03,168.41055164790745
1997-04,192.60891044092918
1997-05,227.00553854790718
1997-06,264.0787663088875
1997-07,305.64828154970354
1997-08,284.59883088081324
1997-09,321.12939908013107
1997-10,281.2446140030236
1997-11,236.32345797497575
1997-12,277.2812753676974
1998-01,188.94106810637467
1998-02,213.84511964183227
1998-03,236.65611024772218
1998-04,232.89355165348485
1998-05,137.2070765244051
1998-06,105.99931723664791
1998-07,111.10766929303144
1998-08,42.63149285131658
1998-09,25.66387348226302
1998-10,40.228450652333166
1998-11,53.945116224148904
1998-12,39.907976231026495
1999-01,37.479923723008106
1999-02,49.159756262648415
1999-03,56.169571268072986
1999-04,58.138556382989194
1999-05,66.48358721182974
1999-06,91.11281531991294
1999-07,87.83056525695463
1999-08,72.81100553576599
1999-09,56.25449837356726
1999-10,62.34671099175312
1999-11,77.75320848048533
1999-12,119.92692699525387
2000-01,127.53455023830894
2000-02,137.36921538550496
2000-03,185.0493302722241
2000-04,187.1249244328418
2000-05,157.97317926453334
2000-06,142.35883580466782
2000-07,163.71683226437892
2000-08,198.5740774285405
2000-09,155.00263424813693
2000-10,146.091280480809
2000-11,104.31614830857708
2000-12,107.45867167706228
2001-01,134.38586283331367
2001-02,121.30188794761219
2001-03,123.65521633732102
2001-04,133.4177708223088
2001-05,142.3885860689603
2001-06,158.32997841735013
2001-07,143.41614222944997
2001-08,142.94669620722345
2001-09,120.96624683599501
2001-10,133.70467474704523
2001-11,172.30740941142898
2001-12,186.97874074943826
2002-01,196.03930699444996
2002-02,193.96911591652994
2002-03,218.05116787953568
2002-04,222.77209409796876
2002-05,212.16084175051463
2002-06,187.379180877117
2002-07,166.00335630409157
2002-08,167.9833272025639
2002-09,164.73526308966956
2002-10,184.898940364938
2002-11,184.38392680670918
2002-12,178.52357377124838
2003-01,167.3936962358377
2003-02,181.1379827836143
2003-03,173.5034443261933
2003-04,205.29629719836637
2003-05,243.37176830726014
2003-06,254.8793184614033
2003-07,235.42651846824026
2003-08,265.23738053233456
2003-09,286.48036389094983
2003-10,278.4380736654479
2003-11,299.17066615660394
2003-12,321.5813170438144
2004-01,342.5637865621111
2004-02,376.4300800703527
2004-03,425.38082620685344
2004-04,366.5587686585059
2004-05,365.27755044351704
2004-06,363.38755694953807
2004-07,313.9722030888808
2004-08,343.92489239301466
2004-09,365.8964817405709
2004-10,383.55246094763993
2004-11,347.99507938896846
2004-12,331.6422377128191
2005-01,344.88300756523705
2005-02,390.2818090615535
2005-03,370.39137754113176
2005-04,375.0520283212408
2005-05,381.1759126960954
2005-06,403.0974433568584
2005-07,449.3249448756865
2005-08,516.3390133148406
2005-09,602.8314013987483
2005-10,548.9193361572579
2005-11,594.938595952065
2005-12,629.3880409962028
2006-01,742.6050706840817
2006-02,785.6920769799594
2006-03,794.2924143925111
2006-04,894.6716092628643
2006-05,836.6763842894925
2006-06,877.1369732485816
2006-07,917.832435080048
2006-08,907.1693283566701
2006-09,845.0299897827302
2006-10,904.0108517138999
2006-11,994.7287856545432
2006-12,1028.2396058838644
2007-01,967.1270194383787
2007-02,968.7529215557514
2007-03,1037.8862786240597
2007-04,1007.1612325267464
2007-05,952.8740966480357
2007-06,1033.084087993025
2007-07,1092.478092411211
2007-08,1059.2805476217472
2007-09,1161.1715985636074
2007-10,1288.9749419234654
2007-11,1297.9634507543701
2007-12,1328.16227888208
2008-01,1115.4939152229128
2008-02,1248.6107530670745
2008-03,1233.7723487413564
2008-04,1260.9154123819824
2008-05,1459.810070512882
2008-06,1352.3625863171999
2008-07,1127.9645862910186
2008-08,968.2430162289334
2008-09,731.2141276090758
2008-10,469.09834870106346
2008-11,409.06767892544224
2008-12,383.83658357769764
2009-01,351.28191723600395
2009-02,350.1778222171945
2009-03,412.55014879975164
2009-04,499.64240734968774
2009-05,646.6615212301208
2009-06,556.0481226442483
2009-07,606.757346040088
2009-08,617.9898913260737
2009-09,694.6824087190973
2009-10,723.8953944171818
2009-11,731.8123972625305
2009-12,740.6561575464132
2010-01,751.1798944910786
2010-02,721.2071093894436
2010-03,783.726760839778
2010-04,781.524623909763
2010-05,701.7735754553498
2010-06,678.575641288595
2010-07,754.1114068869125
2010-08,714.6264696615992
2010-09,750.4059086287566
2010-10,771.2212634876272
2010-11,759.6441506009271
2010-12,840.4804768106044
2011-01,889.2586104616407
2011-02,975.8656157089728
2011-03,1032.0712790103069
2011-04,1043.7686910181744
2011-05,954.0057538076736
2011-06,961.1238173948665
2011-07,977.2188143425343
2011-08,844.5600795900338
2011-09,679.5818356074192
2011-10,800.5578283393178
2011-11,791.8022042524615
2011-12,728.9174153314231
2012-01,830.3697622416302
2012-02,908.4898579028707
2012-03,858.0830926032153
2012-04,831.5347558298604
2012-05,686.7436031812894
2012-06,749.1290843043305
2012-07,747.4023267167187
2012-08,762.6669703053893
2012-09,808.26931316236
2012-10,764.0142456832361
2012-11,767.5085640813543
2012-12,804.7578174319702
2013-01,831.3731914409329
2013-02,781.4353839841324
2013-03,752.9613487306002
2013-04,715.1901726217517
2013-05,696.4629848747896
2013-06,648.1736254232367
2013-07,706.3159652493554
2013-08,712.4159319352278
2013-09,785.8423281773153
2013-10,813.1689958829674
2013-11,763.0864845247129
2013-12,769.7538861666812
2014-01,723.4556702752403
2014-02,699.7599616494347
2014-03,701.2646584981085
2014-04,666.1673088558416
2014-05,728.6411388329644
2014-06,778.9834634438822
2014-07,721.3228360780525
2014-08,707.6437255725307
2014-09,675.5203003553684
2014-10,646.5684457816777
2014-11,587.104508333861
2014-12,446.6740091797739
2015-01,459.8287044153474
2015-02,558.4352501201374
2015-03,549.9729306386782
2015-04,636.496998268471
2015-05,583.0932445973597
2015-06,569.6023214721787
2015-07,538.1187970574115
2015-08,511.13281805691554
2015-09,481.2019993537708
2015-10,509.05779160827103
2015-11,495.83351691119424
2015-12,438.24265870993656
2016-01,444.882562005379
2016-02,457.82240625504727
