Date,RUSSIA VALUE
2016-03,529.4635229813574
2016-04,588.4753786594092
2016-05,525.3752433417679
2016-06,538.119974881745
2016-07,549.8268712405495
2016-08,555.2726430998441
2016-09,573.447042526882
2016-10,586.1887083150981
2016-11,608.1533295698872
2016-12,682.8544327679194
2017-01,693.8819815082745
2017-02,639.408544203217
2017-03,651.5896126328673
2017-04,643.702296
2017-05,597.206612
2017-06,580.476827
2017-07,599.932679
2017-08,638.829121
2017-09,666.97915
2017-10,675.124554
2017-11,685.46304
2017-12,709.115552
2018-01,798.828075
2018-02,804.078704
2018-03,796.545099
2018-04,759.4314088982287
2018-05,762.6660679051172
2018-06,758.2541596060792
2018-07,804.3009044149941
2018-08,766.7032051743694
2018-09,832.6080309491308
2018-10,801.3983265053289
2018-11,789.4406681061314
2018-12,758.492766
2019-01,863.568645350256
2019-02,855.3755577569215
2019-03,873.6239829019852
2019-04,888.3413056454518
2019-05,944.5837237326439
2019-06,1029.5926819678525
2019-07,1057.9362417580862
2019-08,1018.8456911495471
2019-09,1049.7288825968956
2019-10,1169.8218067844857
2019-11,1167.9504896581966
2019-12,1266.9714574946584
2020-01,1212.8311628877213
2020-02,1033.4568717130846
2020-03,799.830398614426
2020-04,879.734439242272
2020-05,970.3878351041689
2020-06,962.2747251177669
2020-07,967.3993425036768
2020-08,963.870027382834
2020-09,891.9355123572562
2020-10,814.0835353883083
2020-11,985.5635647204061
2020-12,1114.5158968038552
2021-01,1085.8583648944143
2021-02,1133.1133763991916
2021-03,1204.3248958553202
2021-04,1199.8807881652788
2021-05,1319.1695005974273
2021-06,1371.0972953899916
2021-07,1394.2047450904636
2021-08,1464.3935612683497
2021-09,1606.9921177695526
2021-10,1656.6234004106943
2021-11,1476.640568669431
2021-12,1489.886290910147
2022-01,1396.2877546221769
2022-02,697.2394877777375
