Date,EGYPT
2002-02,108.31623472348112
2002-03,114.35672028551836
2002-04,112.00834103119988
2002-05,112.04368187014444
2002-06,108.89857035226336
2002-07,108.6610277252833
2002-08,107.75678956163843
2002-09,109.90273175300378
2002-10,105.92414122002239
2002-11,106.3484234984792
2002-12,111.42705300792939
2003-01,118.82484623399867
2003-02,108.36997896450927
2003-03,108.61480254470426
2003-04,124.28706658529492
2003-05,138.63386398837332
2003-06,144.3403360071494
2003-07,134.04829649860608
2003-08,148.59354690156266
2003-09,175.609507440101
2003-10,197.3516656997182
2003-11,200.62201507801353
2003-12,213.7654183380304
2004-01,253.08597152656023
2004-02,243.54325906638218
2004-03,260.8920231086829
2004-04,283.2994661967874
2004-05,259.639419859119
2004-06,263.34217563027056
2004-07,290.0615149344518
2004-08,323.05600229849847
2004-09,392.1808959326967
2004-10,429.6784450975236
2004-11,432.88219465893314
2004-12,483.6043272741291
2005-01,690.1473333820234
2005-02,762.5536910440862
2005-03,755.583340784416
2005-04,829.5477956982255
2005-05,870.5492662046632
2005-06,992.3568880588433
2005-07,997.728161246361
2005-08,985.187037029698
2005-09,1117.9579436363197
2005-10,1114.8705480629642
2005-11,1115.2495202813982
2005-12,1265.0403842228702
2006-01,1600.7338438208892
2006-02,1443.5632250173162
2006-03,1371.5511852367285
2006-04,1348.6548727358804
2006-05,1118.044443645576
2006-06,1007.0880836719095
2006-07,1171.538678837654
2006-08,1282.2870666715874
2006-09,1337.0442724037478
2006-10,1365.447415197893
2006-11,1378.0549062257148
2006-12,1481.1595492130461
2007-01,1431.4690204908309
2007-02,1535.813996296168
2007-03,1533.8088664965405
2007-04,1594.6510066355058
2007-05,1693.0471777856708
2007-06,1689.8653746897844
2007-07,1783.0445160126196
2007-08,1665.2421681743233
2007-09,1887.305850831581
2007-10,2067.4395266859487
2007-11,2128.9474685449222
2007-12,2346.5406316230965
2008-01,2282.6917809194842
2008-02,2509.786773810792
2008-03,2531.9086547315883
2008-04,2671.5195112049337
2008-05,2495.718587048436
2008-06,2272.2490818106376
2008-07,2184.9978974207393
2008-08,1982.5162902397867
2008-09,1648.4964861024368
2008-10,1113.6428163125947
2008-11,952.2526217292215
2008-12,1118.0355022535216
2009-01,923.606532659853
2009-02,864.2556136644472
2009-03,990.1049729661978
2009-04,1218.7068015164107
2009-05,1350.0054625335374
2009-06,1358.902785847123
2009-07,1494.0709615172982
2009-08,1638.3477695055594
2009-09,1666.3537539696579
2009-10,1736.277533847137
2009-11,1456.50485736009
2009-12,1562.2952374821791
2010-01,1676.619670102712
2010-02,1701.018315817535
2010-03,1747.790169392516
2010-04,1904.9886892068234
2010-05,1657.4713414390887
2010-06,1513.7620834192758
2010-07,1594.4923896038176
2010-08,1620.7755399712253
2010-09,1674.0098490085554
2010-10,1662.3497534441012
2010-11,1648.1280806579107
2010-12,1756.3476106520436
2011-01,1390.1075286892456
2011-02,1382.6348589983725
2011-03,1348.32043807445
2011-04,1256.9379104589477
2011-05,1391.7042208316532
2011-06,1332.8478565916325
2011-07,1248.3767078154644
2011-08,1167.3538334578982
2011-09,1056.8253245303729
2011-10,1157.6157394215427
2011-11,1037.6249382145027
2011-12,933.3506611079682
2012-01,1203.3556494696859
2012-02,1382.545219435924
2012-03,1316.486145303871
2012-04,1317.1705421453346
2012-05,1251.5834933441374
2012-06,1254.9210108007107
2012-07,1296.6806173590526
2012-08,1410.510922059887
2012-09,1538.8647997884318
2012-10,1488.3338347784957
2012-11,1268.9506051636388
2012-12,1372.9530537160545
2013-01,1343.8388625344105
2013-02,1308.302273458159
2013-03,1224.179508170669
2013-04,1220.517398494285
2013-05,1269.0900031269332
2013-06,1105.0896322986118
2013-07,1238.4814832729428
2013-08,1162.3190984728317
2013-09,1244.2676576083134
2013-10,1366.1795177322208
2013-11,1363.0659606621275
2013-12,1485.3014888672606
2014-01,1574.6819315333898
2014-02,1662.467454460498
2014-03,1621.8359876023198
2014-04,1751.017070143953
2014-05,1681.9025480711878
2014-06,1639.4746127937706
2014-07,1828.399541388255
2014-08,1986.144660331978
2014-09,2101.969381058585
2014-10,1955.2466683431862
2014-11,1979.5112609855028
2014-12,1921.204593984387
2015-01,2037.8765240664238
2015-02,1938.4805334745329
2015-03,1950.0847273830025
2015-04,1903.3602063379494
2015-05,1888.8907071604904
2015-06,1831.2333241641936
2015-07,1765.0199845932893
2015-08,1557.0557414009947
2015-09,1594.2654327967662
2015-10,1545.8705660894643
2015-11,1308.4359611755524
2015-12,1469.3141749930926
2016-01,1218.307169171594
2016-02,1283.8869817130267
2016-03,1384.167610501366
2016-04,1568.8732622966795
2016-05,1481.334233954541
2016-06,1397.289724788295
2016-07,1688.3493202576396
2016-08,1718.2378757508823
2016-09,1698.4369419880616
2016-10,1842.7744622864602
2016-11,1225.1128047900463
2016-12,1302.0081335529248
2017-01,1277.3445965759367
2017-02,1421.0434022626284
2017-03,1325.9640773408976
2017-04,1305.750594
2017-05,1402.711342
2017-06,1369.011503
2017-07,1413.80162
2017-08,1440.938135
2017-09,1399.173882
2017-10,1380.945587
2017-11,1355.955105
2017-12,1369.653109
2018-01,1354.86847
2018-02,1348.653665
2018-03,1519.787503
2018-04,1552.023223767537
2018-05,1369.2590686208773
2018-06,1398.7593772930502
2018-07,1351.9140285326514
2018-08,1391.8581668277786
2018-09,1303.5132993199607
2018-10,1227.3842570828017
2018-11,1194.0256784563567
2018-12,1181.5344948158636
2019-01,1306.4452900176336
2019-02,1369.414548274596
2019-03,1369.9280578625019
2019-04,1507.102965737177
2019-05,1437.8210222737823
2019-06,1477.979177500723
2019-07,1448.972453325504
2019-08,1592.4908595679506
2019-09,1587.954090681583
2019-10,1648.4224486549551
2019-11,1598.6953660417494
2019-12,1678.6244812059372
2020-01,1732.0675441678509
2020-02,1681.940286438162
2020-03,1223.3996900403029
2020-04,1349.7321420854048
2020-05,1304.8263281734685
2020-06,1312.8734737001678
2020-07,1289.02261890436
2020-08,1397.163430795587
2020-09,1372.9777105261583
2020-10,1286.4105646615994
2020-11,1326.3629218908902
2020-12,1305.2342604984226
2021-01,1404.715614358642
2021-02,1384.2191086572177
2021-03,1253.1449481970994
2021-04,1259.7673618210379
2021-05,1185.2785613011001
2021-06,1137.692246762993
2021-07,1217.727725588483
2021-08,1285.5864416056695
2021-09,1186.0274937321292
2021-10,1366.021363069518
2021-11,1373.4618233422027
2021-12,1404.6314198671087
2022-01,1343.7913492345351
2022-02,1270.3097165088075
2022-03,1075.618655794049
2022-04,1039.2438888762954
2022-05,956.1761974361692
2022-06,857.5563569498981
2022-07,870.5050193439561
2022-08,871.3714768965189
2022-09,846.4203109740125
2022-10,862.2323106777384
2022-11,1038.6587786888233
2022-12,1088.501774545207
2023-01,1059.2314853702314
2023-02,1116.4538133670046
2023-03,1049.1074322343038
2023-04,1101.1124381725867
2023-05,1097.5800876114324
2023-06,1090.6503623508086
