Date,COLOMBIA
1992-12,100.0
1993-01,94.5884
1993-02,89.0424
1993-03,83.2501
1993-04,83.3109
1993-05,84.6232
1993-06,80.8245
1993-07,84.3469
1993-08,93.1386
1993-09,99.7969
1993-10,107.6407
1993-11,113.3131
1993-12,131.3208
1994-01,148.7001
1994-02,169.1724
1994-03,181.2594
1994-04,175.4913
1994-05,175.3698
1994-06,182.491
1994-07,187.2508
1994-08,171.2321
1994-09,171.6898
1994-10,161.1551
1994-11,149.4885
1994-12,159.2978
1995-01,171.2968751450275
1995-02,159.72929737117659
1995-03,143.22691892165105
1995-04,131.59676685536152
1995-05,132.08961807397472
1995-06,147.448200613361
1995-07,140.84061554284258
1995-08,130.87923342130983
1995-09,123.66498918663743
1995-10,115.28599091322182
1995-11,107.63539881796207
1995-12,118.60666718527995
1996-01,115.81144891818985
1996-02,122.56257432410125
1996-03,113.60594248033017
1996-04,128.91416670249762
1996-05,122.33903873515077
1996-06,122.0665666041554
1996-07,121.16717101681037
1996-08,121.5832048912735
1996-09,129.771070869602
1996-10,134.80419282571538
1996-11,131.90450980225472
1996-12,131.7481682715153
1997-01,146.92285792976085
1997-02,162.77755390571036
1997-03,164.29186478404282
1997-04,176.89814614813025
1997-05,182.9895618442282
1997-06,178.61249806705584
1997-07,179.00876978180304
1997-08,188.92415131014593
1997-09,198.38391453851438
1997-10,196.4910770009041
1997-11,179.43482978188646
1997-12,186.7719386791602
1998-01,175.92160226995807
1998-02,151.1588410200853
1998-03,144.28332901687625
1998-04,151.39380403531763
1998-05,138.55504721224582
1998-06,130.70431649680313
1998-07,123.17503198564617
1998-08,94.28502544398832
1998-09,81.77278066
1998-10,78.75685229
1998-11,102.86530307
1998-12,108.87523497
1999-01,83.55530488
1999-02,89.56286867449847
1999-03,92.65895687973885
1999-04,119.19521184930801
1999-05,115.78627502324834
1999-06,89.36787248669165
1999-07,83.48574459599838
1999-08,77.55320851552183
1999-09,77.3078781246223
1999-10,79.49878527188348
1999-11,91.28963390078184
1999-12,93.21403782423953
2000-01,105.03973964753969
2000-02,89.16416120098195
2000-03,87.55139197698692
2000-04,81.73014527593585
2000-05,68.54951233938466
2000-06,60.37858152938019
2000-07,68.9219785
2000-08,59.74404870688874
2000-09,59.73369654098909
2000-10,60.28026126775199
2000-11,59.503822165258356
2000-12,56.99651370124766
2001-01,66.05245568350954
2001-02,67.85290897288594
2001-03,59.4304755939836
2001-04,60.88951676711369
2001-05,76.06654315848479
2001-06,78.97322855295283
2001-07,76.7241701066652
2001-08,78.43771015945833
2001-09,70.89755858616826
2001-10,66.29346115805374
2001-11,75.80185014439623
2001-12,83.08278026735942
2002-01,91.10358936676307
2002-02,79.79361153470151
2002-03,83.44773796025835
2002-04,86.63846305676914
2002-05,89.55451668554257
2002-06,91.73166335908968
2002-07,82.30258676323591
2002-08,82.211044
2002-09,86.68559523727166
2002-10,100.23309567415973
2002-11,102.2429857345734
2002-12,104.15180642527427
2003-01,100.97041188566409
2003-02,99.46838575575161
2003-03,101.38705984749824
2003-04,110.29185196979518
2003-05,128.02591639677036
2003-06,131.88857913865897
2003-07,134.84112075540372
2003-08,133.96002783307887
2003-09,135.7760668294894
2003-10,145.29659694964207
2003-11,156.08678133991097
2003-12,173.86179059536255
2004-01,208.80751778810017
2004-02,223.4805894422482
2004-03,246.3811947218937
2004-04,272.85058789263013
2004-05,238.79358115454656
2004-06,237.18552779991555
2004-07,244.83246396559102
2004-08,259.0827769598478
2004-09,303.2431033761447
2004-10,317.76983512538715
2004-11,392.37279136228517
2004-12,405.01644029806175
2005-01,397.01443748385157
2005-02,448.5368260908897
2005-03,393.8017228166144
2005-04,417.7963593845143
2005-05,401.22993756528086
2005-06,465.72924988872154
2005-07,538.075236896088
2005-08,578.3401366239515
2005-09,590.4299138971552
2005-10,615.5598332659795
2005-11,733.950525358785
2005-12,840.4922027828428
2006-01,943.3295614234901
2006-02,980.8528061759791
2006-03,987.8920835802879
2006-04,965.6295321832071
2006-05,778.8592601396767
2006-06,678.2023611565522
2006-07,774.4368965064297
2006-08,828.9537238856861
2006-09,813.2277235733538
2006-10,882.5993815849872
2006-11,855.3962570763209
2006-12,956.1300930344667
2007-01,912.2320476120177
2007-02,864.9793326075252
2007-03,902.6344198743944
2007-04,940.689771372541
2007-05,1015.8524429355738
2007-06,1061.9439693158354
2007-07,1140.986542716825
2007-08,1014.312927591884
2007-09,1056.6221474987717
2007-10,1108.1151508330313
2007-11,1136.6257218930616
2007-12,1099.5030598402425
2008-01,1021.1551433873859
2008-02,1029.375439241558
2008-03,1050.9752610330884
2008-04,1246.5943610456945
2008-05,1297.6997263315466
2008-06,1091.6198965759181
2008-07,1170.8618341628212
2008-08,1136.938557994944
2008-09,999.7953840372578
2008-10,718.2181512590674
2008-11,755.8145393267669
2008-12,823.5167860171706
2009-01,773.0376673451809
2009-02,719.3912501928949
2009-03,740.1846842377532
2009-04,878.2093721285564
2009-05,1057.7893652337518
2009-06,1129.613817706861
2009-07,1261.7984328072682
2009-08,1320.8373373388406
2009-09,1534.705403085941
2009-10,1394.9929779367421
2009-11,1469.8389672265512
2009-12,1518.1210694164465
2010-01,1552.371474480465
2010-02,1622.5143857720873
2010-03,1675.4019210694976
2010-04,1685.4869735511909
2010-05,1656.4599750256498
2010-06,1735.3166186049423
2010-07,1965.1493266862533
2010-08,2143.935060283845
2010-09,2296.6458851689654
