Date,ISRAEL
1992-12,100.0
1993-01,104.14556504672898
1993-02,99.45103495071045
1993-03,105.22245539894446
1993-04,104.35399539836726
1993-05,104.99481244938792
1993-06,101.29280205234282
1993-07,90.06046325789757
1993-08,102.23647777419805
1993-09,112.79847498770445
1993-10,111.79667073472686
1993-11,113.1074306660294
1993-12,115.60396667261931
1994-01,118.27455328220258
1994-02,105.32459450096609
1994-03,98.66178251967764
1994-04,99.71065403227284
1994-05,84.68077484161319
1994-06,73.13962833749012
1994-07,80.99255627848457
1994-08,84.37630804676519
1994-09,86.5472838076166
1994-10,88.69428926880768
1994-11,78.63603344128971
1994-12,78.20145914001863
1995-01,78.7159748658623
1995-02,69.72021772378615
1995-03,79.59428853414383
1995-04,83.78214914266235
1995-05,85.25813153754287
1995-06,90.66545839246994
1995-07,91.49122930070227
1995-08,95.97987520460747
1995-09,97.76814340796908
1995-10,92.14637605381623
1995-11,92.44277468767076
1995-12,96.6357777793806
1996-01,95.58676332929066
1996-02,99.48560827977899
1996-03,91.2253465899945
1996-04,96.66894126988606
1996-05,92.599438797046
1996-06,89.85406370441507
1996-07,81.15337744152221
1996-08,85.43826010473036
1996-09,87.2916471872712
1996-10,84.47712209933044
1996-11,89.80305591954958
1996-12,94.46171117748567
1997-01,107.5207706804161
1997-02,110.69156383913177
1997-03,105.44004298840967
1997-04,107.3536885001652
1997-05,116.71382269310563
1997-06,118.96128341568661
1997-07,128.4465197742817
1997-08,120.92083964263259
1997-09,126.28164190190974
1997-10,115.41734440493742
1997-11,117.96924517926516
1997-12,118.09197533348723
1998-01,107.97459597436658
1998-02,112.79698942712753
1998-03,120.79542316396902
1998-04,120.80619278919099
1998-05,129.369516327678
1998-06,127.75024284624517
1998-07,125.86376398599843
1998-08,110.60778158309216
1998-09,107.12485355459408
1998-10,101.9161387816978
1998-11,109.41419513601788
1998-12,112.0709686919883
1999-01,115.15670423711036
1999-02,117.74925820407947
1999-03,130.48777509404226
1999-04,131.34149814039532
1999-05,135.59984189976302
1999-06,140.70134147958558
1999-07,136.41698607936
1999-08,124.15084860239479
1999-09,127.14757885738707
1999-10,134.7310634071764
1999-11,150.54605330750493
1999-12,178.9518043915264
2000-01,180.0265165692822
2000-02,228.45209086405123
2000-03,207.0466108735824
2000-04,201.73419288018914
2000-05,210.8110845226376
2000-06,226.45330528607957
2000-07,229.1422633703897
2000-08,262.8571628580736
2000-09,270.03648820614404
2000-10,237.44172006347267
2000-11,205.9577034035146
2000-12,228.6121333058522
2001-01,227.4632063401732
2001-02,194.50671368991635
2001-03,157.84851635430638
2001-04,179.39431560230759
2001-05,170.93566861868845
2001-06,169.85271064184442
2001-07,170.1292840338604
2001-08,151.80295436811514
2001-09,123.54211615875091
2001-10,134.35987526004797
2001-11,149.513165630148
2001-12,157.41506935282067
2002-01,149.62128525677787
2002-02,131.47547474739702
2002-03,131.57970790669262
2002-04,108.57722988436716
2002-05,114.11139863588737
2002-06,109.25311300422563
2002-07,112.83513441840617
2002-08,113.11872442790967
2002-09,104.16400184706039
2002-10,106.90560696632613
2002-11,121.21320103396128
2002-12,108.32470735822372
2003-01,107.34145501053398
2003-02,107.99844201582273
2003-03,116.17128634825282
2003-04,133.43891824281803
2003-05,148.69058214836886
2003-06,162.61900159728776
2003-07,154.27855822874216
2003-08,156.60199010431566
2003-09,155.58462515545793
2003-10,163.0550697446817
2003-11,171.66806061133218
2003-12,170.65651564109416
2004-01,183.72892570085577
2004-02,191.52364531172157
2004-03,189.17291973448332
2004-04,191.10932017825613
2004-05,192.11762028489284
2004-06,203.55622209536006
2004-07,180.6156245057599
2004-08,171.36986692422016
2004-09,169.9845389302176
2004-10,173.3978823678349
2004-11,188.77172910488449
2004-12,205.30647957372105
2005-01,202.79232857114877
2005-02,208.9380007368254
2005-03,208.29664325817478
2005-04,208.90079760099724
2005-05,220.89648187461046
2005-06,203.41357112069812
2005-07,215.63930055645596
2005-08,219.17849335218784
2005-09,229.33302917744598
2005-10,236.54343061734954
2005-11,250.79028348800577
2005-12,261.64275611192323
2006-01,260.62925604435964
2006-02,254.51493030779812
2006-03,252.97393144486225
2006-04,263.6253341772896
2006-05,246.16752053414768
2006-06,223.78577574344538
2006-07,227.1229795286574
2006-08,237.131181044527
2006-09,239.18739018236545
2006-10,246.33753324441426
2006-11,252.59038722242613
2006-12,248.94169919894415
2007-01,262.3609340560856
2007-02,267.50122536809727
2007-03,276.1247015508658
2007-04,295.3874547854151
2007-05,305.67160830108645
2007-06,303.7450082354987
2007-07,309.958466763497
2007-08,306.1075223067495
2007-09,329.23550884248675
2007-10,343.15605411628735
2007-11,334.503989996124
2007-12,348.57844886346226
2008-01,334.5047071649072
2008-02,352.97495669330516
2008-03,332.246184319216
2008-04,362.57453262020925
2008-05,380.2149386906895
2008-06,371.66025117633734
2008-07,344.49005631379026
2008-08,342.40942035402713
2008-09,314.74076720536533
2008-10,258.7475530418916
2008-11,238.23691939534575
2008-12,248.06215167450094
2009-01,241.3933129752443
2009-02,259.48509029716604
2009-03,262.2420484209633
2009-04,273.2987524511387
2009-05,299.99386541545886
2009-06,304.25787803005954
2009-07,340.40172815524846
2009-08,334.1348522917103
2009-09,335.9585071643123
2009-10,341.7183862051537
2009-11,362.4008179215731
2009-12,383.45712328251136
2010-01,384.6408031726238
2010-02,393.02575331581903
2010-03,421.9615372405667
2010-04,391.74359867986203
2010-05,348.70695748366427
2010-06,344.42453685932986
2010-07,340.89846710975127
2010-08,349.8384200257872
2010-09,384.3011257523046
2010-10,382.78698227852044
2010-11,376.2129166815988
2010-12,402.61486428489576
2011-01,391.38944840474414
2011-02,382.10695986452436
2011-03,392.77818397281084
2011-04,381.2516834151769
2011-05,390.22827618758305
