Date,MSCI CZECH REPUBLIC
1994-12,100.0
1995-01,89.89417752581636
1995-02,90.49673295507235
1995-03,79.20180328198511
1995-04,79.35349704288073
1995-05,79.0574971773482
1995-06,76.35098961124234
1995-07,79.44130494299188
1995-08,79.96928296114595
1995-09,85.66554484059583
1995-10,85.07325599989184
1995-11,78.31839822413276
1995-12,80.1355032786944
1996-01,82.20947975773974
1996-02,87.70730969136784
1996-03,94.64104810500312
1996-04,100.03180473349299
1996-05,104.84299294894826
1996-06,103.92770281425433
1996-07,109.01704331293142
1996-08,116.69970332752654
1996-09,108.82743386652574
1996-10,97.39394545876125
1996-11,98.69706466565724
1996-12,104.59730835881535
1997-01,108.54015804725023
1997-02,111.74970801822087
1997-03,102.81023193322933
1997-04,91.31212680898187
1997-05,80.65568948109556
1997-06,83.2664219675606
1997-07,83.04489452626194
1997-08,92.3555700033557
1997-09,94.54072068042005
1997-10,86.75185062776227
1997-11,78.41439936530173
1997-12,80.86206900231109
1998-01,72.52674080028049
1998-02,80.92289878395357
1998-03,85.96495567944017
1998-04,89.71956258911504
1998-05,81.90260367970819
1998-06,86.70715335164543
1998-07,94.85173845409983
1998-08,68.70496273492842
1998-09,70.99848040272437
1998-10,78.87082290664115
1998-11,76.92529660065026
1998-12,81.2979740866802
1999-01,73.96251568206296
1999-02,58.590654520687735
1999-03,66.62106322574165
1999-04,70.71024138583778
1999-05,86.92848048886029
1999-06,85.56511193586427
1999-07,95.26823921327319
1999-08,91.28899526491108
1999-09,91.85961275765374
1999-10,88.99374940197453
1999-11,83.79129362886843
1999-12,85.64698584539858
2000-01,96.72346452680515
2000-02,110.112803371113
2000-03,111.21967968322446
2000-04,98.34169535583459
2000-05,96.25321855252855
2000-06,90.92523299383016
2000-07,98.2014877971274
2000-08,88.28509005737966
2000-09,81.1555043851253
2000-10,81.52693418416945
2000-11,66.91154968688
2000-12,87.03816504111467
2001-01,92.78790285569049
2001-02,83.4859416702219
2001-03,76.23197665593663
2001-04,75.51977435152955
2001-05,78.6638169931612
2001-06,75.57549066631174
2001-07,71.05783296117437
2001-08,69.48452637286765
2001-09,63.41369679721527
2001-10,74.19736073921295
2001-11,78.29801640152017
2001-12,85.28507387602262
2002-01,88.16400445614116
2002-02,85.93443232238685
2002-03,92.96929070005967
2002-04,103.6108175717767
2002-05,108.33163749568058
2002-06,107.23409382308994
2002-07,114.52631392042642
2002-08,113.86592739431
2002-09,115.09332888085918
2002-10,112.11399580024224
2002-11,124.87176190128086
2002-12,122.94718221284035
2003-01,126.66183435306753
2003-02,129.01270100442144
2003-03,133.54783499296784
2003-04,145.12360622845014
2003-05,164.56686619956582
2003-06,157.03757
2003-07,163.03425341822245
2003-08,174.31387464344135
2003-09,178.15972387402513
2003-10,185.18770574350393
2003-11,182.42827679342142
2003-12,204.34239443541807
2004-01,202.88167769510457
2004-02,236.0316197124177
2004-03,245.2217910046265
2004-04,239.44207252999706
2004-05,236.95148402262546
2004-06,238.6916845457112
2004-07,243.23811365056756
2004-08,254.34348701020852
2004-09,282.2608937903993
2004-10,300.0019051849204
2004-11,355.9264482709867
2004-12,382.6324540522217
2005-01,400.27344046115195
2005-02,453.14767550205886
2005-03,425.06762950981084
2005-04,408.7515702100279
2005-05,404.0749483970628
2005-06,427.5787123744265
2005-07,452.4118519904254
2005-08,514.3953291157263
2005-09,562.5891807702122
2005-10,520.6643756201613
2005-11,532.2104479757032
2005-12,559.418489787533
2006-01,626.4415727517631
2006-02,617.7737161210454
2006-03,620.574908392073
2006-04,623.6668746949986
2006-05,579.755113682255
2006-06,608.8460271519298
2006-07,636.4725450577804
2006-08,644.4222035781853
2006-09,637.6751676475012
2006-10,691.788498026802
2006-11,741.348734788633
2006-12,753.452527651841
2007-01,747.8250364474131
2007-02,733.1015963618121
2007-03,798.8495787491337
2007-04,876.2102851426172
2007-05,887.7519911619211
2007-06,900.7316423419605
2007-07,910.7030292948666
2007-08,925.5619739533004
2007-09,1022.6102358005229
2007-10,1152.9024762747013
2007-11,1148.0686090143595
2007-12,1174.8935866169343
2008-01,1047.8740135447536
2008-02,1160.2171036425577
2008-03,1170.349101580299
2008-04,1158.7869566055413
2008-05,1287.3089977568632
2008-06,1314.4009640478903
2008-07,1273.0455172172808
2008-08,1158.7008935937686
2008-09,978.292368041594
2008-10,690.2371953134722
2008-11,643.3598212499351
2008-12,672.65294342347
2009-01,551.4751646193863
2009-02,473.1170686305974
2009-03,567.1811110784868
2009-04,669.983469381718
2009-05,732.66976358056
2009-06,750.3510344666541
2009-07,895.8062591717128
2009-08,910.1696231845891
2009-09,923.1149586631617
2009-10,884.0723137201783
2009-11,906.0575585825834
2009-12,859.4670220059032
2010-01,876.9047048098774
2010-02,838.0023296156145
2010-03,857.712373805294
2010-04,868.7267776995341
2010-05,763.4693689058909
2010-06,745.9906703510986
2010-07,848.3453733529965
2010-08,808.095460205616
2010-09,875.49587269461
2010-10,877.1033953547184
2010-11,781.5386409231546
2010-12,845.2028977117567
2011-01,921.6130401972024
2011-02,909.1598237519258
2011-03,983.1737625450119
2011-04,1096.9914755735279
2011-05,1032.9615902636272
2011-06,1045.4973707739339
2011-07,1021.7414913121512
2011-08,958.8647505167663
2011-09,818.7135957014926
2011-10,875.1812548978295
2011-11,806.126968609266
2011-12,802.7865839501292
2012-01,835.1623248015311
2012-02,888.5237748880107
2012-03,877.2926739107268
2012-04,836.6223269472501
2012-05,722.0258010338516
2012-06,777.0788029593161
2012-07,758.6734639078563
2012-08,873.3312953547764
2012-09,858.009542287282
2012-10,855.5225778478825
2012-11,793.4066861998518
2012-12,830.7071883507087
2013-01,780.5893121975226
2013-02,749.2681394070808
2013-03,713.2650684708906
2013-04,717.0312721799489
2013-05,699.1471116666421
2013-06,667.0576085911741
2013-07,686.4194917408913
2013-08,701.3349813642292
2013-09,755.5483863695297
2013-10,847.8482332116874
2013-11,795.5990651740237
2013-12,763.4178995142839
2014-01,741.0249684238551
2014-02,804.7459370334
2014-03,821.2531483835544
2014-04,843.4997712032851
2014-05,827.6506004244327
2014-06,836.6636885888439
2014-07,813.7194210193591
2014-08,850.7990493571999
2014-09,880.0357484990762
2014-10,789.6469329860969
2014-11,807.8562408488008
2014-12,744.9213700594399
2015-01,695.7729616752301
2015-02,739.1501546106981
2015-03,721.7067020208951
2015-04,776.2959557417335
2015-05,739.2277930986619
2015-06,750.4839332897349
2015-07,775.2014039459613
2015-08,753.1608963520869
2015-09,700.7960677666307
2015-10,674.2988305481264
2015-11,631.969245606953
2015-12,621.6565911226754
2016-01,618.4234486589659
2016-02,556.1974839904375
2016-03,653.4762466175935
2016-04,681.9828130869927
2016-05,643.6903137268358
2016-06,629.9556873058596
2016-07,681.8849318623738
2016-08,612.1533968920658
2016-09,627.6533658449132
2016-10,655.9666709602791
2016-11,586.1249472626184
2016-12,606.4240009994581
2017-01,620.293236546456
2017-02,635.7819212190649
2017-03,640.7090478100733
2017-04,674.577166
2017-05,716.134178
2017-06,710.493693
2017-07,754.954232
2017-08,768.573651
2017-09,781.845066
2017-10,798.522515
2017-11,815.651307
2017-12,842.412099
2018-01,912.842251
2018-02,871.034332
2018-03,896.351786
2018-04,898.8599721219833
2018-05,859.2425814839311
2018-06,867.780610220554
2018-07,919.1244169598649
2018-08,899.7741381558429
2018-09,902.4045037464442
2018-10,831.8120557262306
2018-11,848.9615027377627
2018-12,823.6336055098975
2019-01,877.6934408099685
2019-02,881.2155878530195
2019-03,855.0829970446229
2019-04,845.1129579452543
2019-05,846.607087002159
2019-06,888.3372584953369
2019-07,872.8053088277325
2019-08,826.2300453129026
2019-09,803.9721275358326
2019-10,830.355871874053
2019-11,829.8684714437525
2019-12,877.9686869749058
2020-01,845.7791984618701
2020-02,744.9753470477872
2020-03,539.8675093881468
2020-04,600.3779848859464
2020-05,624.9143811096538
2020-06,669.9858186962733
2020-07,674.0923359626411
2020-08,704.804181762272
2020-09,636.398126612339
2020-10,626.7143585468913
2020-11,762.7478423856189
2020-12,853.5350039062728
