Date,BELGIUM
1990-07,2500.371274
1990-08,2270.51779
1990-09,2053.337851
1990-10,2225.064699
1990-11,2166.167384
1990-12,2179.733459
1991-01,2213.147998
1991-02,2457.03552
1991-03,2293.555296
1991-04,2225.954153
1991-05,2222.880634
1991-06,2100.659742
1991-07,2148.787883
1991-08,2147.590118
1991-09,2183.591113
1991-10,2228.062567
1991-11,2256.732919
1991-12,2512.7854684999998
1992-01,2512.3296924
1992-02,2514.0751829
1992-03,2470.0715608
1992-04,2507.0329882
1992-05,2581.2826885
1992-06,2625.0705984
1992-07,2699.5925263
1992-08,2622.3440313
1992-09,2727.9188083999998
1992-10,2578.0704363
1992-11,2534.4399255
1992-12,2508.7403790999997
1993-01,2645.126451
1993-02,2654.531266
1993-03,2887.779267
1993-04,2813.029001
1993-05,2772.8311369999997
1993-06,2799.9628500000003
1993-07,2739.976801
1993-08,2761.612908
1993-09,2793.408433
1993-10,2903.556535099415
1993-11,2951.4698675785
1993-12,3133.503697559592
1994-01,3275.7648438684496
1994-02,3262.2246564126167
1994-03,3220.381032099945
1994-04,3403.7797776447956
1994-05,3334.187562526162
1994-06,3287.3958210610167
1994-07,3444.5111543801668
1994-08,3495.937779817104
1994-09,3306.436654871176
1994-10,3434.0804199389904
1994-11,3378.4528623949227
1994-12,3428.873245852176
1995-01,3415.0913026594726
1995-02,3521.787366018958
1995-03,3742.529606379692
1995-04,3989.319198035268
1995-05,3982.1894686830724
1995-06,3992.8874268525983
1995-07,4128.030286296437
1995-08,3900.119915552889
1995-09,4044.8520840893525
1995-10,4058.7245828003156
1995-11,4130.785615054955
1995-12,4365.784693392299
1996-01,4465.503925014721
1996-02,4420.499073347187
1996-03,4318.816129547706
1996-04,4433.748789790106
1996-05,4508.5783184741695
1996-06,4532.983422532439
1996-07,4587.620065922935
1996-08,4634.449420119961
1996-09,4697.037733324329
1996-10,4769.878560167431
1996-11,4915.537867685465
1996-12,4939.402144145733
1997-01,5061.931967971993
1997-02,5142.948160651713
1997-03,5221.716457699263
1997-04,5277.94948036679
1997-05,5409.939838277864
1997-06,5525.939030809672
1997-07,5608.226698120008
1997-08,5193.617390300869
1997-09,5499.104605439687
1997-10,5468.017161018603
1997-11,5526.441294592364
1997-12,5654.246290828783
1998-01,5869.580094773138
1998-02,6154.926126797953
1998-03,6676.10820589126
1998-04,7136.349166698281
1998-05,7572.137532932949
1998-06,8128.861232660418
1998-07,8535.021392201743
1998-08,7905.249385410464
1998-09,7751.837241928265
1998-10,8296.947334394408
1998-11,8569.14403213542
1998-12,9540.314317835095
1999-01,9240.770317293985
1999-02,8826.47478311759
1999-03,8328.367857412226
1999-04,8063.157523125299
1999-05,7618.971541288663
1999-06,7712.810875980348
1999-07,7799.747550209189
1999-08,8198.208760046886
1999-09,7954.237334133733
1999-10,7923.617684542308
1999-11,7695.622704742722
1999-12,8228.562477710057
2000-01,6696.331370934438
2000-02,6413.348976133177
2000-03,6430.281725991817
2000-04,6253.578078442557
2000-05,6492.863896501078
2000-06,6934.157956440047
2000-07,7018.598907314597
2000-08,6903.97686141382
2000-09,6627.4561589952355
2000-10,6534.731530976657
2000-11,6315.760815681966
2000-12,6891.031869024377
2001-01,6717.062498887365
2001-02,6724.970731675263
2001-03,6119.180116940761
2001-04,6076.246726750539
2001-05,5824.014459257729
2001-06,5992.442294594953
2001-07,6386.623248203232
2001-08,6513.912340709566
2001-09,5891.441889471258
2001-10,5695.522650898635
2001-11,5879.6367357449
2001-12,6190.151234238372
2002-01,5860.144110277851
2002-02,5797.071130842571
2002-03,5934.199911347162
2002-04,6209.042883028775
2002-05,6404.864159167516
2002-06,6295.12086438744
2002-07,5437.113680166622
2002-08,5473.384617550503
2002-09,4564.758702975502
2002-10,4957.242129586593
2002-11,5163.3704382521255
2002-12,5309.472424603842
2003-01,5018.851475036489
2003-02,4444.332737476793
2003-03,4395.360012519575
2003-04,5194.895907251638
2003-05,5748.973895061058
2003-06,5753.6755429191435
2003-07,5886.235194349077
2003-08,5788.387657375107
2003-09,6141.6345413796835
2003-10,6437.765351779059
2003-11,6664.479840415514
2003-12,7268.73554370269
2004-01,7601.9334002812
2004-02,7926.638659618515
2004-03,7497.8018888469305
2004-04,7533.9722725222655
2004-05,7773.933284068942
2004-06,8018.169655662343
2004-07,7915.084649818488
2004-08,8285.928144599395
2004-09,8912.905096326538
2004-10,9437.920852663847
2004-11,10048.268427655003
2004-12,10529.698844620647
2005-01,10322.535265352433
2005-02,10881.761892524744
2005-03,10754.618085849994
2005-04,10442.117992794636
2005-05,10353.027383684384
2005-06,10391.60682919116
2005-07,10838.99637237121
2005-08,10991.660726505186
2005-09,11136.776484622149
2005-10,10861.8621134957
2005-11,11116.440573891603
2005-12,11604.482087512966
2006-01,12429.459500530002
2006-02,12585.298883123241
2006-03,12826.898190532693
2006-04,13562.143664891384
2006-05,13142.4960555689
2006-06,13018.309871964877
2006-07,13375.683913924851
2006-08,14044.817357943588
2006-09,14517.760987988719
2006-10,14941.348855602873
2006-11,15237.605797848904
2006-12,15991.746209264951
2007-01,16033.920743153581
2007-02,15942.028707114157
2007-03,16625.558741553206
2007-04,17496.3112160505
2007-05,17576.209240241813
2007-06,17484.40273275257
2007-07,16780.668529815957
2007-08,16288.066028235673
2007-09,16685.383558853762
2007-10,17440.882626604987
2007-11,15978.415404042524
2007-12,15693.152762272292
2008-01,14133.199419000213
2008-02,14472.079764086495
2008-03,15211.042203933624
2008-04,16020.846016386055
2008-05,15263.982610900075
2008-06,12363.736801238392
2008-07,11325.22539445279
2008-08,11294.419951688411
2008-09,8431.30787897622
2008-10,5349.209789348002
2008-11,4794.207906325558
2008-12,5312.580941680986
2009-01,5240.450058210096
2009-02,4759.425859256605
2009-03,5083.127801023351
2009-04,5732.714485498654
2009-05,6558.962627108782
2009-06,6440.287741567968
2009-07,6997.370601388202
2009-08,7722.174450444587
2009-09,8292.366591661657
2009-10,8133.691776673435
2009-11,8438.581672740136
2009-12,8424.986526667928
2010-01,8208.714828672228
2010-02,8099.380651545051
2010-03,8340.856276550478
2010-04,8049.864700740169
2010-05,7439.18969553336
2010-06,7316.167085882187
2010-07,8077.7896485255715
2010-08,7773.873737580751
2010-09,8753.08434859662
2010-10,9123.86411344549
2010-11,7997.301874558914
2010-12,8441.14700861515
2011-01,8603.98671121409
2011-02,8834.862796357243
2011-03,8910.554621890671
2011-04,10017.70557924255
2011-05,9582.872601382944
2011-06,9184.35482424351
2011-07,8798.025457761198
2011-08,8255.927786128606
2011-09,7433.850313760536
2011-10,7836.573082383407
2011-11,7637.463651694472
2011-12,7600.030119112464
2012-01,7899.338695560075
2012-02,8625.071844776194
2012-03,9044.84938024034
2012-04,8908.714544555269
2012-05,8174.472646344292
2012-06,9134.764850141528
2012-07,9207.009583241974
2012-08,9760.102743371226
2012-09,10061.424662225165
2012-10,10000.565978666167
2012-11,10484.375017416403
2012-12,10695.100731388511
2013-01,11025.836739013603
2013-02,11369.143106485195
2013-03,11645.619169066818
2013-04,11852.601671486955
2013-05,11715.6266152515
2013-06,11211.655497319098
2013-07,12109.557259212543
2013-08,11928.087193683003
2013-09,12740.519993551383
2013-10,13358.627003595258
2013-11,13278.926132390205
2013-12,13775.506509540197
2014-01,12941.688459558705
2014-02,14127.345812647964
2014-03,14105.59292508766
2014-04,14428.656983381074
2014-05,14687.625012378527
2014-06,14891.944542704956
2014-07,14288.358023457475
2014-08,14650.692798960894
2014-09,14337.990492482324
2014-10,14045.72254429181
2014-11,14891.016219448198
2014-12,14446.49206015672
2015-01,15087.263589376373
2015-02,15868.84582919209
2015-03,15307.790482974007
2015-04,15551.456285731103
2015-05,15618.787829597397
2015-06,15550.443241382973
2015-07,15874.496628504428
2015-08,14765.303021725265
2015-09,14330.232320019708
2015-10,15730.096667011429
2015-11,16510.723576812798
2015-12,16322.121085019908
2016-01,15909.316337930613
2016-02,14775.05755212644
2016-03,15928.81233539654
2016-04,16191.353358482767
2016-05,16543.490276897355
2016-06,16376.123994567959
2016-07,16634.23748947435
2016-08,16519.608534358853
2016-09,17199.103875953133
2016-10,15725.350240308298
2016-11,14914.918766012794
2016-12,15218.376912722431
2017-01,15233.669363058243
2017-02,15527.418698986314
2017-03,16002.818656508578
2017-04,16537.281286
2017-05,17448.913096
2017-06,16886.991616
2017-07,18321.899969
2017-08,18100.974151
2017-09,18452.049939
2017-10,18753.163414
2017-11,18387.653176
2017-12,18228.57068
2018-01,19220.20138
2018-02,18421.910932
2018-03,18324.374149
2018-04,17774.048992939737
2018-05,16855.467416664585
2018-06,17357.231338129157
2018-07,17733.890684692986
2018-08,16897.44227487769
2018-09,16460.537736855247
2018-10,14537.722904928367
2018-11,14843.834023532614
2018-12,13466.051123047657
2019-01,14795.326483448287
2019-02,15174.115323553586
2019-03,15653.915702101138
2019-04,16214.432822423509
2019-05,14976.377401658785
2019-06,15943.691059071327
2019-07,16910.332257155864
2019-08,16052.711645746243
2019-09,16498.238204987756
2019-10,15677.88190902096
2019-11,15907.709554059382
2019-12,16351.848316663187
2020-01,15778.498366128877
2020-02,13142.407294356377
2020-03,11031.542786979517
2020-04,11763.862333613568
2020-05,11876.985817931192
2020-06,12499.079794077692
2020-07,13145.01529385111
2020-08,13348.136774469345
2020-09,12753.555630519524
2020-10,11992.638381033743
2020-11,14768.153481658072
2020-12,15114.265670869727
2021-01,14756.996823267735
2021-02,14595.457814785124
2021-03,14731.609554221559
2021-04,15757.996491419106
2021-05,16471.44025662696
2021-06,16158.295661313465
2021-07,15839.2953524803
2021-08,15966.213304703513
2021-09,15248.006561241535
2021-10,15729.755992702983
2021-11,14626.429174413868
2021-12,15544.65572335416
2022-01,14767.890340379678
2022-02,14658.26164092912
2022-03,14780.223865136024
2022-04,13980.59141038151
2022-05,13679.934485392145
2022-06,12908.826648534021
2022-07,12903.627554559771
2022-08,11950.988153247867
2022-09,11199.821447721271
2022-10,12114.215685111909
2022-11,13281.681037891922
2022-12,13741.401579377956
2023-01,14331.197210720175
2023-02,14261.225493293487
2023-03,14605.743126405974
2023-04,14805.377274397757
2023-05,13276.112568662782
2023-06,13792.265697779707
