Date,BELGIUM
1969-12,100.0
1970-01,101.067
1970-02,101.267
1970-03,101.957
1970-04,100.935
1970-05,97.124
1970-06,98.128
1970-07,104.009
1970-08,103.779
1970-09,104.731
1970-10,106.34
1970-11,104.938
1970-12,107.181
1971-01,116.396
1971-02,119.681
1971-03,117.423
1971-04,121.092
1971-05,122.671
1971-06,124.006
1971-07,128.914
1971-08,127.624
1971-09,123.823
1971-10,120.801
1971-11,124.836
1971-12,131.093
1972-01,139.478
1972-02,146.785
1972-03,154.211
1972-04,153.278
1972-05,155.763
1972-06,157.539
1972-07,166.953
1972-08,165.193
1972-09,165.851
1972-10,164.875
1972-11,166.597
1972-12,173.123
1973-01,185.225
1973-02,216.373
1973-03,219.082
1973-04,223.516
1973-05,233.888
1973-06,250.438
1973-07,242.928
1973-08,223.668
1973-09,233.861
1973-10,241.142
1973-11,203.762
1973-12,198.397
1974-01,194.908
1974-02,201.898
1974-03,201.461
1974-04,208.851
1974-05,188.346
1974-06,179.255
1974-07,185.389
1974-08,165.263
1974-09,154.665
1974-10,167.795
1974-11,172.335
1974-12,169.979
1975-01,198.101
1975-02,212.371
1975-03,207.845
1975-04,216.935
1975-05,218.477
1975-06,211.107
1975-07,198.654
1975-08,199.743
1975-09,176.903
1975-10,184.357
1975-11,192.4
1975-12,193.58
1976-01,211.685
1976-02,206.551
1976-03,199.859
1976-04,201.23
1976-05,191.287
1976-06,192.996
1976-07,193.114
1976-08,187.202
1976-09,186.985
1976-10,185.98
1976-11,199.572
1976-12,212.095
1977-01,205.225
1977-02,211.925
1977-03,206.34
1977-04,211.494
1977-05,210.533
1977-06,217.563
1977-07,221.791
1977-08,217.334
1977-09,217.718
1977-10,219.599
1977-11,217.845
1977-12,229.736
1978-01,240.63
1978-02,249.299
1978-03,254.159
1978-04,266.808
1978-05,251.742
1978-06,248.346
1978-07,256.562
1978-08,264.839
1978-09,272.178
1978-10,301.82
1978-11,277.492
1978-12,295.846
1979-01,310.565
1979-02,316.589
1979-03,320.988
1979-04,317.4
1979-05,308.919
1979-06,317.886
1979-07,325.547
1979-08,325.525
1979-09,348.443
1979-10,329.959
1979-11,342.988
1979-12,345.838
1980-01,352.057
1980-02,333.426
1980-03,276.906
1980-04,327.771
1980-05,333.13
1980-06,343.323
1980-07,337.36
1980-08,324.181
1980-09,320.526
1980-10,304.036
1980-11,290.522
1980-12,280.106
1981-01,263.885
1981-02,256.011
1981-03,246.615
1981-04,237.619
1981-05,207.363
1981-06,197.212
1981-07,185.975
1981-08,190.017
1981-09,189.342
1981-10,193.35
1981-11,201.853
1981-12,237.836
1982-01,250.974
1982-02,242.486
1982-03,226.485
1982-04,237.439
1982-05,223.157
1982-06,212.42
1982-07,222.811
1982-08,233.549
1982-09,238.716
1982-10,234.211
1982-11,241.573
1982-12,260.714
1983-01,259.512
1983-02,265.545
1983-03,297.276
1983-04,320.011
1983-05,306.997
1983-06,322.415
1983-07,329.293
1983-08,318.051
1983-09,319.926
1983-10,301.114
1983-11,312.244
1983-12,327.407
1984-01,346.488
1984-02,350.135
1984-03,370.121
1984-04,386.86
1984-05,370.978
1984-06,352.562
1984-07,347.415
1984-08,389.968
1984-09,377.85
1984-10,387.196
1984-11,373.223
1984-12,371.038
1985-01,358.916
1985-02,364.137
1985-03,395.555
1985-04,391.252
1985-05,411.604
1985-06,397.7
1985-07,434.679
1985-08,453.838
1985-09,500.632
1985-10,598.184
1985-11,655.343
1985-12,666.659126
1986-01,659.196731
1986-02,835.621452
1986-03,863.472497
1986-04,962.665431
1986-05,891.712398
1986-06,953.201783
1986-07,982.669845
1986-08,1061.112342
1986-09,1066.761681
1986-10,1079.196029
1986-11,1168.924173
1986-12,1203.94303
1987-01,1272.224103
1987-02,1325.381137
1987-03,1400.559843
1987-04,1495.067447
1987-05,1429.324543
1987-06,1500.692721
1987-07,1611.448313
1987-08,1675.319054
1987-09,1586.409527
1987-10,1287.322441
1987-11,1276.237463
1987-12,1313.59085
1988-01,1365.957498
1988-02,1709.938483
1988-03,1778.037748
1988-04,1791.89086
1988-05,1709.403756
1988-06,1734.551982
1988-07,1646.118478
1988-08,1639.007699
1988-09,1796.646024
1988-10,1954.815958
1988-11,2010.190605
1988-12,2040.91806
1989-01,2045.010428
1989-02,2000.120555
1989-03,1988.451366
1989-04,2051.787989
1989-05,1976.160048
1989-06,1992.933053
1989-07,2095.91888
1989-08,2051.712521
1989-09,2230.67876
1989-10,2145.693187
1989-11,2300.180958
1989-12,2418.453693
1990-01,2328.401884
1990-02,2117.243272
1990-03,2308.553189
1990-04,2293.206627
1990-05,2350.818316
1990-06,2367.944854
