Date,FINLAND
1987-12,100.0
1988-01,96.014834
1988-02,98.050907
1988-03,107.214485
1988-04,108.532397
1988-05,115.001297
1988-06,113.846193
1988-07,112.791281
1988-08,106.102478
1988-09,101.450765
1988-10,110.282081
1988-11,119.61023
1988-12,114.346802
1989-01,112.491993
1989-02,115.952357
1989-03,122.204096
1989-04,128.177377
1989-05,120.02766
1989-06,116.866362
1989-07,121.72229
1989-08,112.265802
1989-09,105.598686
1989-10,101.806908
1989-11,94.659496
1989-12,103.942922
1990-01,111.059596
1990-02,108.024091
1990-03,100.276191
1990-04,92.420241
1990-05,93.723415
1990-06,92.114106
1990-07,96.351143
1990-08,89.341754
1990-09,72.552004
1990-10,72.391579
1990-11,75.602753
1990-12,71.606543
1991-01,70.811508
1991-02,78.096462
1991-03,84.447721
1991-04,79.87475
1991-05,77.754632
1991-06,67.868888
1991-07,73.335248
1991-08,69.896405
1991-09,64.38345
1991-10,63.316294
1991-11,59.964079
1991-12,59.1145496
1992-01,65.0224045
1992-02,63.915732199999994
1992-03,57.9649936
1992-04,58.1360299
1992-05,61.257663199999996
1992-06,57.8362553
1992-07,53.5813406
1992-08,46.223718399999996
1992-09,42.9208997
1992-10,50.207387399999995
1992-11,54.606781999999995
1992-12,51.734393499999996
1993-01,51.035559
1993-02,52.395651
1993-03,57.151503
1993-04,71.184294
1993-05,73.56944399999999
1993-06,69.579195
1993-07,74.865901
1993-08,83.120205
1993-09,83.443049
1993-10,94.84374155438255
1993-11,89.80096147538696
1993-12,94.7572072282206
1994-01,116.85902929438798
1994-02,115.0746544523948
1994-03,111.01877596248389
1994-04,119.44596368380466
1994-05,112.48141198716547
1994-06,111.20635171075068
1994-07,124.4787745091561
1994-08,136.31771134922795
1994-09,138.83105259389598
1994-10,155.98585756153003
1994-11,140.53364047035538
1994-12,144.48005424502227
1995-01,142.96061038
1995-02,143.8875294153359
1995-03,139.766749190856
1995-04,157.66791833610068
1995-05,163.98083030764627
1995-06,187.88025366983902
1995-07,208.2742024226116
1995-08,204.6911639419611
1995-09,213.7514523396595
1995-10,182.95187257119161
1995-11,179.64420902874363
1995-12,151.646042534286
1996-01,149.92459167919375
1996-02,146.89337277306961
1996-03,147.4386578453742
1996-04,147.45520690579434
1996-05,163.0624063769208
1996-06,155.82596932900822
1996-07,157.81802533764068
1996-08,175.46914769720723
1996-09,177.39426882525785
1996-10,181.7629474488271
1996-11,197.05663128429927
1996-12,204.30035117548616
1997-01,218.06178364435638
1997-02,214.98848118646663
1997-03,216.34402748918666
1997-04,216.70247412394554
1997-05,225.0670640348547
1997-06,240.53957982957067
1997-07,266.73049809140167
1997-08,243.90069861338415
1997-09,289.3035057045195
1997-10,267.98938271657477
1997-11,255.48661791780106
1997-12,240.64905286129923
1998-01,260.38415369053035
1998-02,309.62198824789874
1998-03,323.02659693708114
1998-04,382.3458458464085
1998-05,376.60236736720293
1998-06,399.396999106253
1998-07,444.9562962499607
1998-08,358.2418884677955
1998-09,377.81295845972284
1998-10,423.839480554829
1998-11,453.4030028314359
1998-12,535.7675176277248
1999-01,591.3694563082399
1999-02,558.0125908411089
1999-03,632.6766896819169
1999-04,628.4484308850895
1999-05,594.905168925448
1999-06,689.8541642656584
1999-07,701.4034993638134
1999-08,677.07254041762
1999-09,717.0414586019244
1999-10,859.5428675702892
1999-11,1040.1196322096712
1999-12,1357.2850275475016
2000-01,1358.3584286744683
2000-02,1474.8877401422226
2000-03,1515.2429199227697
2000-04,1559.5998557505993
2000-05,1417.8426168325748
2000-06,1390.528988170606
2000-07,1218.5523569563238
2000-08,1187.8444344725642
2000-09,1084.5547241531303
2000-10,1079.1875749992757
2000-11,1093.6187753715267
2000-12,1167.1695768026266
2001-01,968.3787184493
2001-02,660.8429844951643
2001-03,677.3793510122331
2001-04,902.7050688084
2001-05,800.431267257957
2001-06,647.5421992458022
2001-07,632.9053312116488
2001-08,490.42657806164874
2001-09,487.15147727210217
2001-10,610.5523641384681
2001-11,671.467413284554
2001-12,725.830474291593
2002-01,664.478454930082
2002-02,632.0882242938122
2002-03,639.8586373038996
2002-04,530.2807428487051
2002-05,493.84100885566465
2002-06,500.3556829799294
2002-07,428.28980722118825
2002-08,445.81230973821056
2002-09,428.01162016835127
2002-10,522.7298811039547
2002-11,591.8500010230066
2002-12,508.5353189382167
2003-01,457.63820682529445
2003-02,440.82647942771075
2003-03,455.6648301661576
2003-04,545.5498423150108
2003-05,572.0736750070371
2003-06,540.5705750472853
2003-07,525.4181967507508
2003-08,558.456003351286
2003-09,535.8837417867783
2003-10,592.9312518358341
2003-11,625.729918175441
2003-12,612.7343597141131
2004-01,691.9683165969388
2004-02,735.8474973355662
2004-03,710.4605412334045
2004-04,555.1669183449845
2004-05,549.2530746562912
2004-06,572.0624028797721
2004-07,501.02407196615167
2004-08,505.6528530508342
2004-09,561.9310347938856
2004-10,612.1012545674971
2004-11,665.7079354318618
2004-12,656.0494464165366
2005-01,634.9709252778188
2005-02,682.2323723660078
2005-03,661.0894077513734
2005-04,670.8212035500819
2005-05,699.6815829259
2005-06,706.9486136628982
2005-07,706.3098350014185
2005-08,709.0231977388413
2005-09,749.2558678410948
2005-10,718.35746713184
2005-11,728.7701888418908
2005-12,772.7301042044566
2006-01,810.2939704298004
2006-02,838.891704512732
2006-03,931.3766631066177
2006-04,990.3068360725428
2006-05,931.8228555332303
2006-06,905.9585165885643
2006-07,897.0107816331546
2006-08,939.961422343228
2006-09,916.866012630458
2006-10,951.807147230632
2006-11,984.0986223969101
2006-12,1012.6011101608509
2007-01,1051.1571643813747
2007-02,1060.5270378393193
2007-03,1123.0124575099865
2007-04,1223.9127533633082
2007-05,1302.9592809233664
2007-06,1304.2145200665425
2007-07,1313.7490209643274
2007-08,1390.7299237313393
2007-09,1552.3932261715686
2007-10,1605.313918089217
2007-11,1572.2491218204382
2007-12,1519.7871935053167
2008-01,1403.3712821718439
2008-02,1448.093984245555
2008-03,1364.8026301362943
2008-04,1349.2371489142215
2008-05,1357.9888486088018
2008-06,1186.1370331976152
2008-07,1201.95392552691
2008-08,1135.3007476700932
2008-09,862.6538048233995
2008-10,710.0204564246683
2008-11,649.4675088110848
2008-12,688.9578347936639
2009-01,578.7390906155719
2009-02,472.601124010438
2009-03,537.9752694433723
2009-04,690.2176662609882
2009-05,748.4157542348602
2009-06,713.3501402311421
2009-07,712.1941336054108
2009-08,772.2032507841145
2009-09,804.4849594745325
2009-10,740.3912708229998
2009-11,771.3234570835956
2009-12,776.3717490462786
2010-01,793.9915452399206
2010-02,774.801095554082
2010-03,872.4808412819046
