Date,MSCI ROMANIA
2005-11,552.492120370172
2005-12,533.8973150681838
2006-01,701.8659276114652
2006-02,739.1538910944196
2006-03,689.7465291317533
2006-04,722.3557227424794
2006-05,696.1547973966921
2006-06,697.5160960116067
2006-07,765.127626076906
2006-08,768.035972923327
2006-09,771.9052257716911
2006-10,850.6271519036096
2006-11,849.6029589880982
2006-12,833.5545213453726
2007-01,888.5964869338609
2007-02,911.8078180744544
2007-03,895.3134797219263
2007-04,946.0182484754673
2007-05,975.0042825415201
2007-06,1118.999692135349
2007-07,1171.5796988297166
2007-08,1115.269072888106
2007-09,1073.2359851962824
2007-10,1127.6468628578443
2007-11,1000.0
2007-12,1063.5495271676184
2008-01,787.7802468132746
2008-02,830.5380776541688
2008-03,869.2251305649442
2008-04,933.1745700107903
2008-05,1057.822783771653
2008-06,878.8460277573794
2008-07,830.4415328071532
2008-08,709.27009795263
2008-09,504.5225843078214
2008-10,343.5486282341446
2008-11,350.27582306885466
2008-12,357.5459485070347
2009-01,181.2756293475071
2009-02,136.64656880077897
2009-03,188.52495036012309
2009-04,238.78537247760048
2009-05,299.16203848970014
2009-06,297.36794144599173
2009-07,346.89858299099694
2009-08,379.37413000958736
2009-09,395.9510183242882
2009-10,396.2154786155994
2009-11,449.81934618677576
2009-12,418.2935171116772
2010-01,453.37104215629984
2010-02,448.65785531891373
2010-03,507.9060992526868
2010-04,471.4145568168507
2010-05,379.5342633998156
2010-06,345.4168028991713
2010-07,397.37081842385174
2010-08,386.62421389723687
2010-09,433.26696622900533
2010-10,433.3549565352458
2010-11,385.0841242155423
2010-12,414.29147653115643
2011-01,462.33622972646594
2011-02,492.49056358752
2011-03,547.584636093207
2011-04,591.9516484876551
2011-05,533.8302334236004
2011-06,532.6780115955871
2011-07,510.38401142286676
2011-08,462.53004401709285
2011-09,364.8031945067581
2011-10,406.00251196031485
2011-11,355.7605556801136
2011-12,352.32050449202444
2012-01,397.31961845718354
2012-02,432.62607815565724
2012-03,442.4006585399521
2012-04,443.7714733928715
2012-05,359.61147304188455
2012-06,376.7017655510453
2012-07,359.89216925860853
2012-08,385.5945010494683
2012-09,381.13146077932834
2012-10,405.1618740454633
2012-11,396.7484664972965
2012-12,446.4745228185789
2013-01,498.99727942847176
2013-02,503.43037264413647
2013-03,479.22012559581947
2013-04,462.79273483163246
2013-05,462.1520822731549
2013-06,461.74493363935363
2013-07,484.2826456244641
2013-08,528.9164114614027
2013-09,548.5413795985797
2013-10,550.0612312552579
2013-11,571.999132965427
2013-12,592.0252875042364
2014-01,569.4664598574637
2014-02,592.6882350690641
2014-03,579.9399818739057
2014-04,612.758576094457
2014-05,669.2961577520184
2014-06,697.2930040820996
2014-07,666.7793760668254
2014-08,673.2459393729561
2014-09,625.6975792621562
2014-10,603.2801557066751
2014-11,577.9270215768273
2014-12,578.2555031483627
2015-01,562.5784246788163
2015-02,565.3594893010095
2015-03,539.7876776284287
2015-04,611.324039662433
2015-05,595.9017605203329
2015-06,605.378089255293
2015-07,659.1775982670177
2015-08,608.871548926217
2015-09,607.321217434259
2015-10,629.1573286356826
2015-11,574.9534306569936
2015-12,588.6861458842445
2016-01,524.0950965106383
2016-02,553.8537718498028
2016-03,626.6624687423548
2016-04,603.1368331745446
2016-05,611.1078694905847
2016-06,623.9110965504007
2016-07,675.1140880715161
2016-08,713.2897442490288
2016-09,707.1208087816524
2016-10,669.0850512524112
2016-11,657.4966358574368
2016-12,674.9848164495697
2017-01,721.6045510689137
2017-02,758.4782881877865
2017-03,771.175482296423
2017-04,807.469463
2017-05,900.418872
2017-06,839.394104
2017-07,929.395595
2017-08,904.582925
2017-09,875.669532
2017-10,862.059247
2017-11,879.96009
2017-12,868.343752
2018-01,986.745566
2018-02,988.499092
2018-03,1046.84189
2018-04,1020.712114366877
2018-05,922.8221193189777
2018-06,980.8401809477355
2018-07,1000.9719727387521
2018-08,1038.592941295381
2018-09,1047.4669010229843
2018-10,1034.0989019370475
2018-11,1063.0185357329156
2018-12,887.9074840888898
2019-01,796.3152143829536
2019-02,897.6709554173061
2019-03,944.219874894197
2019-04,993.0309041250734
2019-05,1032.5964959781168
2019-06,1142.911785802781
2019-07,1186.86229348029
2019-08,1165.5062511207536
2019-09,1190.6234585761576
2019-10,1207.918448516531
2019-11,1253.3099546285448
2019-12,1284.6100886472482
2020-01,1242.96635556989
2020-02,1099.1000312319995
2020-03,889.3563032574174
2020-04,919.6796941923733
2020-05,1024.5767207158851
2020-06,1048.0144867901558
2020-07,1052.7022428864054
2020-08,1186.0842898255744
2020-09,1155.345637178006
2020-10,1062.440960972341
2020-11,1243.1077332699035
2020-12,1314.933304305078
2021-01,1364.0686791391577
2021-02,1313.8559938706135
2021-03,1382.9153698858718
2021-04,1439.9531545075781
2021-05,1514.0429502635127
2021-06,1510.380643955886
2021-07,1529.2924063170565
2021-08,1588.9125726107075
2021-09,1613.3305095659148
2021-10,1599.679488644295
2021-11,1471.2067313754237
2021-12,1599.1295375957457
2022-01,1589.95365181121
2022-02,1569.2816806427695
2022-03,1543.1725920552433
2022-04,1477.709823003003
2022-05,1534.8402854010824
2022-06,1491.7740078842608
2022-07,1536.5662798408978
2022-08,1520.5842403933832
2022-09,1248.7408367689789
2022-10,1300.977648134884
2022-11,1491.902402763096
2022-12,1475.600336801091
2023-01,1573.2158257164178
2023-02,1540.1399201154707
2023-03,1526.7990331702401
2023-04,1570.0889637838884
2023-05,1552.6702281337705
2023-06,1677.4167901723267
