Date,BULGARIA
2005-05,544.6626176963535
2005-06,532.2037855359399
2005-07,555.8439605161159
2005-08,554.8921423371057
2005-09,543.2987115086988
2005-10,529.097392444051
2005-11,497.37791282335974
2005-12,488.4632499819399
2006-01,533.338442744697
2006-02,535.281178764649
2006-03,538.3675769507789
2006-04,577.0228704486018
2006-05,588.5554675359344
2006-06,592.5608723538313
2006-07,630.1607167764503
2006-08,628.1372813899702
2006-09,631.8011171859312
2006-10,715.8978126511349
2006-11,727.9786379426241
2006-12,747.0334495030351
2007-01,827.9102005983694
2007-02,869.3216590352547
2007-03,861.368736100514
2007-04,880.3944297378047
2007-05,811.2732672518559
2007-06,865.9617242362543
2007-07,899.2728158427597
2007-08,880.123092960962
2007-09,964.5210021342101
2007-10,1018.1089103130985
2007-11,1000.0
2007-12,985.6778658473219
2008-01,790.4813189303431
2008-02,831.4959705200494
2008-03,815.7980124291879
2008-04,756.4970013213377
2008-05,810.322607754914
2008-06,754.7191638894237
2008-07,664.7575841014781
2008-08,622.4964400947887
2008-09,412.1140155832618
2008-10,218.1347381766267
2008-11,165.8724528765854
2008-12,180.2311213897607
2009-01,143.17232625421724
2009-02,118.73272525978733
2009-03,139.65112438909716
2009-04,161.77254189163227
2009-05,172.79889654319464
2009-06,169.46809894785832
2009-07,176.46009908608283
2009-08,225.70501094623515
2009-09,239.71537469569574
2009-10,237.21501162992206
2009-11,250.46896656863032
2009-12,232.5043333973751
2010-01,233.19977090297678
2010-02,221.43411046754562
2010-03,218.1715134453442
2010-04,216.04609360922484
2010-05,178.82884654726797
2010-06,175.6819318704515
2010-07,190.91283163130092
2010-08,198.54901138162722
2010-09,217.5973592238814
2010-10,212.6398586719931
2010-11,204.73443993661613
2010-12,204.2222784873225
2011-01,223.09260980962944
2011-02,268.63658111844376
2011-03,276.9348092588471
2011-04,285.20199279502947
2011-05,267.06039967701224
2011-06,234.469275602853
2011-07,239.34108817005833
2011-08,207.1847827827227
2011-09,173.5161685425319
2011-10,174.49682027013768
2011-11,154.73807437407842
2011-12,145.16612397088917
2012-01,145.67678434799657
2012-02,137.63150282421012
2012-03,135.52952987155152
2012-04,125.30076087301958
2012-05,102.65245612104465
2012-06,100.35597576828374
2012-07,105.4663510515484
2012-08,105.42838345470122
2012-09,100.9280429008645
2012-10,104.41705549056257
2012-11,98.5767375615146
2012-12,98.36112818541879
2013-01,134.2167688728288
2013-02,117.34072224330414
2013-03,118.4823654298037
2013-04,133.07486099490882
2013-05,144.32463638785183
2013-06,147.42878607547453
2013-07,159.96826144200207
2013-08,156.1149788831428
2013-09,162.8771505249
2013-10,161.95054904639738
2013-11,175.6239611304401
2013-12,194.74105161262207
2014-01,206.29085098035958
2014-02,235.78862061776167
2014-03,238.85031590616856
2014-04,234.33658889867775
2014-05,233.48409720795175
2014-06,223.01538597764494
2014-07,211.58047949642813
2014-08,211.96925029289665
2014-09,198.63348740762385
2014-10,189.44357818594494
2014-11,180.94928433562845
2014-12,177.9335471894727
2015-01,155.60108949878645
2015-02,146.9183031913467
2015-03,145.53051317218456
2015-04,142.51897049508136
2015-05,132.26671891534545
2015-06,133.96612276031257
2015-07,121.63513345349304
2015-08,121.05149190221007
2015-09,116.61381006026467
2015-10,114.63893226864741
2015-11,104.93031158293131
2015-12,115.09334475347173
2016-01,108.00882771382676
2016-02,106.61473039687894
2016-03,105.78425296760548
2016-04,106.98786977795217
2016-05,103.03507947037768
2016-06,108.68019790365634
2016-07,107.39867794920656
2016-08,107.86648861502944
2016-09,119.9970203101292
2016-10,127.45092150452146
2016-11,134.6484997470841
2016-12,140.63462093647422
2017-01,145.0544374278743
2017-02,142.6662139843996
2017-03,141.29050021496514
2017-04,151.789064
2017-05,161.770562
2017-06,184.642901
2017-07,200.677872
2017-08,192.980586
2017-09,184.668481
2017-10,176.402483
2017-11,182.238455
2017-12,179.611427
2018-01,188.791261
2018-02,175.240492
2018-03,170.148732
2018-04,171.74777717550174
2018-05,160.3889376971601
2018-06,161.27157051638633
2018-07,161.22732173290512
2018-08,159.26117739380228
2018-09,159.05098939497776
2018-10,143.78596215991317
2018-11,143.87229063611946
2018-12,143.28457325791163
2019-01,142.1408669449833
2019-02,144.03107306502994
2019-03,135.2773684367971
2019-04,132.1929610153409
2019-05,135.39088786434002
2019-06,133.32288977485499
2019-07,127.93023222290402
2019-08,124.17077117933519
2019-09,127.34094135575873
2019-10,129.41028708618515
2019-11,128.4332815514645
2019-12,130.25488657805167
2020-01,131.4408220174547
2020-02,121.76229362626619
2020-03,97.30378852698242
2020-04,98.58104845416577
2020-05,104.83845139739519
2020-06,112.96128049166002
2020-07,110.8143007786077
2020-08,114.924193038072
2020-09,113.5266740574865
2020-10,110.04264550249158
2020-11,110.13530193796618
2020-12,121.14891240652116
2021-01,127.82526034430522
2021-02,125.22450530756268
2021-03,120.88944991416939
2021-04,121.1656778044472
2021-05,124.67664907056117
2021-06,128.56205413937758
2021-07,123.19529578992203
2021-08,123.87152798390869
2021-09,136.5412151297983
2021-10,138.14673583759532
2021-11,137.22752556745937
2021-12,143.8462809570228
2022-01,145.05443820213551
2022-02,141.778543572861
2022-03,146.52494158724642
2022-04,131.6298972754485
2022-05,136.0594270373283
2022-06,133.43480690321536
2022-07,128.61499440618775
2022-08,129.63705610425924
2022-09,122.68376729444762
2022-10,122.60022628351025
2022-11,130.36269480347218
2022-12,133.1705139160963
2023-01,135.34177229516317
2023-02,148.89915585843127
2023-03,153.4730286854318
2023-04,160.3322029512457
2023-05,161.85313322961838
2023-06,165.94201844805525
