Date,SWEDEN
1996-09,5510.126919971258
1996-10,5752.778601617267
1996-11,6141.795681626296
1996-12,6194.551996550337
1997-01,6340.774932065821
1997-02,6317.403890410787
1997-03,6618.043133525754
1997-04,6067.361683293881
1997-05,6544.5644965904885
1997-06,7116.95511410993
1997-07,7452.191038140587
1997-08,7050.746056210292
1997-09,7896.115632518066
1997-10,7106.867062022389
1997-11,7275.207840486818
1997-12,7029.422498648564
1998-01,7213.413632205629
1998-02,7895.692508118863
1998-03,8453.807956009574
1998-04,8874.720712188271
1998-05,9148.444676409687
1998-06,9094.714060480768
1998-07,9056.457057146645
1998-08,7674.775559064174
1998-09,7009.9332605920645
1998-10,7461.313810101942
1998-11,8173.545382427499
1998-12,8051.552407397795
1999-01,8530.783436371754
1999-02,8328.60389914995
1999-03,8496.306681268099
1999-04,8981.59414123822
1999-05,8793.437335292709
1999-06,9643.580105081723
1999-07,10035.810067875302
1999-08,9993.768974744511
1999-09,9933.525168209095
1999-10,11077.441115342586
1999-11,12270.149722685497
1999-12,14540.936361147062
2000-01,14651.266192287927
2000-02,18007.7222503112
2000-03,17128.781963330082
2000-04,16958.675821169327
2000-05,16214.985010504386
2000-06,15958.135801316932
2000-07,15397.57453714757
2000-08,15215.945892093974
2000-09,13233.843228307143
2000-10,12347.054167668075
2000-11,11137.449707574491
2000-12,11486.597209386595
2001-01,12379.818966270403
2001-02,10365.14760812957
2001-03,8060.632975112833
2001-04,9298.253745677266
2001-05,8789.180578871898
2001-06,8310.764744064909
2001-07,8383.923028791265
2001-08,7910.315085291805
2001-09,6634.019097341043
2001-10,7139.2357493827385
2001-11,8184.173611512252
2001-12,8412.686181674577
2002-01,7611.357608105692
2002-02,7773.654607546687
2002-03,8074.060495582032
2002-04,7313.866294148465
2002-05,7219.735174903078
2002-06,7032.679842851426
2002-07,6004.110971078083
2002-08,5972.137120947053
2002-09,4961.962382456204
2002-10,5761.616896992208
2002-11,6591.880549693754
2002-12,5883.395049196032
2003-01,5802.459120288016
2003-02,5766.69577792211
2003-03,5629.962770957252
2003-04,6838.283421100539
2003-05,7142.524636618662
2003-06,7190.0923193753615
2003-07,7649.988885817853
2003-08,7780.617438027484
2003-09,8041.772077631721
2003-10,8729.766347231633
2003-11,9032.853449324326
2003-12,9771.235212781952
2004-01,10140.478884430277
2004-02,10669.625715788958
2004-03,10477.766864947216
2004-04,10499.142535844107
2004-05,10683.396348134876
2004-06,11013.743774153638
2004-07,10527.725343921693
2004-08,10701.512257013237
2004-09,11537.384189064782
2004-10,11699.18061318942
2004-11,13170.004957449844
2004-12,13412.65593126104
2005-01,12770.166760937758
2005-02,13585.306928854325
2005-03,13128.64589586935
2005-04,12872.889123962012
2005-05,13264.291948107928
2005-06,13131.950453120286
2005-07,13869.453271401218
2005-08,13959.098351491333
2005-09,14564.831282997035
2005-10,13747.396763126504
2005-11,13963.400169867382
2005-12,14923.488333762874
2006-01,15762.378882732408
2006-02,15698.06187229818
2006-03,17058.258085941496
2006-04,17944.882400152208
2006-05,16792.29616300642
2006-06,16846.976257898063
2006-07,16573.2337700586
2006-08,17204.58553211646
2006-09,18006.349063273425
2006-10,19154.093990734957
2006-11,19927.569182998715
2006-12,21585.616483951366
2007-01,21855.81747699305
2007-02,21186.594019020333
2007-03,22471.98984787366
2007-04,25168.321482833864
2007-05,24873.21055349468
2007-06,24519.675785455216
2007-07,24598.173284907683
2007-08,23475.64135062666
2007-09,25105.781155726494
2007-10,24495.865895108003
2007-11,22516.00916219972
2007-12,21904.488495671092
2008-01,19339.282200599042
2008-02,20688.72589471873
2008-03,21157.86643635696
2008-04,22225.771117985933
2008-05,22751.220447555286
2008-06,19247.038979219942
2008-07,19082.82283551611
2008-08,18243.32259919873
2008-09,14860.84265119745
2008-10,10899.603431538086
2008-11,10502.959711572687
2008-12,11134.479056861544
2009-01,9880.8782683072
2009-02,9536.29994007946
2009-03,10438.629458616906
2009-04,13099.3400077795
2009-05,14236.09206252114
2009-06,14213.404738121802
2009-07,16761.654922878948
2009-08,17666.578218379287
2009-09,17821.826687434575
2009-10,18642.878346915542
2009-11,18638.331259122926
2009-12,18471.152822208744
2010-01,18011.608170006803
2010-02,18528.796295098036
2010-03,19898.789192753353
2010-04,20964.206291629285
2010-05,18068.92999603924
2010-06,18587.333709157196
2010-07,20759.68972336214
2010-08,19556.433843001374
2010-09,23179.522540508075
2010-10,23291.033912475184
2010-11,22646.250975933177
2010-12,24901.82668381508
2011-01,25784.13218088598
2011-02,25707.47629458972
2011-03,26275.971973898955
2011-04,28823.22281641438
2011-05,27948.343752206194
2011-06,26481.587422554407
2011-07,25211.44051567104
2011-08,22400.505710646998
2011-09,19425.66330074164
2011-10,22507.982289048545
2011-11,21348.7313366591
2011-12,21139.859055983034
2012-01,22365.774486187653
2012-02,24765.2727193068
2012-03,24269.6226064057
2012-04,23908.4606509132
2012-05,20574.31806534003
2012-06,22446.80547848137
2012-07,23879.491999187074
2012-08,23901.394180635718
2012-09,24835.110639522456
2012-10,24247.546472833867
2012-11,25018.835219958237
2012-12,26088.25189119114
2013-01,28198.583160864597
2013-02,28551.88756351579
2013-03,28643.93581886049
2013-04,29348.347204254034
2013-05,29097.352486112868
2013-06,27133.763234766717
2013-07,30129.354498989862
2013-08,29240.84951431421
2013-09,31258.317435031055
2013-10,31309.71799154166
2013-11,31653.990290543836
2013-12,32878.18567951331
2014-01,31575.841774367953
2014-02,33852.43180806085
2014-03,33863.68689450651
2014-04,34093.31846195812
2014-05,34395.47506662162
2014-06,33776.28122681393
2014-07,32702.878303136702
2014-08,32632.905123995828
2014-09,31818.32591159933
2014-10,31318.612195562953
2014-11,32141.909205988402
2014-12,30722.48385760075
2015-01,31388.39356440704
2015-02,33530.13980405796
2015-03,32451.250925132288
2015-04,33187.53468559385
2015-05,32899.50214745486
2015-06,31689.666734883478
2015-07,32070.682632592718
2015-08,30108.251040839004
2015-09,28786.64993058993
2015-10,30203.03902034713
2015-11,30198.601612688064
2015-12,29495.88793437317
2016-01,27165.56314689322
2016-02,27511.662748517458
2016-03,29541.343160743425
2016-04,30195.037510665545
2016-05,29481.931786983885
2016-06,28178.90951230561
2016-07,29227.152690092185
2016-08,29682.584929804714
2016-09,30286.008334798622
2016-10,28738.758943793673
2016-11,28787.17937952228
2016-12,30059.544030316392
2017-01,31777.17625385787
2017-02,31749.13822986626
2017-03,33060.14639877619
2017-04,34640.983292
2017-05,35758.944004
2017-06,36050.862897
2017-07,36340.022891
2017-08,36894.41405
2017-09,38028.360517
2017-10,37953.664466
2017-11,36716.304593
2017-12,36613.494178
2018-01,38856.355659
2018-02,36763.212519
2018-03,35932.720753
2018-04,35598.15622073486
2018-05,34974.34872035019
2018-06,34805.20844765086
2018-07,36695.75005457091
2018-08,36172.51824564174
2018-09,37247.666177417464
2018-10,33540.35040099968
2018-11,33083.931799765654
2018-12,32007.17180945274
2019-01,33845.88902526299
2019-02,34414.27826605031
2019-03,34548.76936916275
2019-04,36646.045873508905
2019-05,33237.15912028039
2019-06,36428.841483148324
2019-07,34751.32955626977
2019-08,33290.62064530339
2019-09,34683.167156174946
2019-10,37135.17387519927
2019-11,37443.74806377904
2019-12,39319.82534504332
2020-01,38284.87873702183
2020-02,35881.16897405095
2020-03,30922.822698200365
2020-04,33464.360890194715
2020-05,35995.14919287152
2020-06,37227.770576635994
2020-07,40827.27284632105
2020-08,42979.26296476613
2020-09,42665.300000549585
2020-10,40727.93338552452
2020-11,47414.33129822539
2020-12,48921.11910869827
2021-01,50010.18201177456
2021-02,51425.93883303873
2021-03,54543.818109145206
2021-04,56916.377408950284
2021-05,59207.26280693767
2021-06,57949.93244083534
2021-07,60754.975914852424
2021-08,60022.19336252985
2021-09,56716.88876148631
2021-10,60040.16374122129
2021-11,56495.032833679776
2021-12,60428.18238433444
2022-01,54301.740913338625
2022-02,49908.545709807826
2022-03,51283.26207986141
2022-04,47561.11444512346
2022-05,47321.94964211777
2022-06,40525.54272434116
2022-07,45115.76213583438
2022-08,40587.39269743857
2022-09,36963.93443318523
2022-10,39533.92024039751
2022-11,43907.458093199704
2022-12,43721.3607109799
2023-01,46964.56729515608
2023-02,47992.78828670503
2023-03,48092.14093779698
2023-04,50242.61500421968
2023-05,46047.98901363664
2023-06,47754.903924714636
