Date,BAHRAIN
2005-05,1211.862416
2005-06,1180.745626
2005-07,1096.82534
2005-08,1031.790152
2005-09,1029.132564
2005-10,1038.081834
2005-11,1000.0
2005-12,959.0896896527441
2006-01,1074.1469574165135
2006-02,1049.8859355780558
2006-03,944.187956344137
2006-04,912.4353325904608
2006-05,884.9348851119653
2006-06,890.1529320035929
2006-07,902.2828304752303
2006-08,1026.1081048290355
2006-09,1067.506387100162
2006-10,1072.8083456628005
2006-11,1020.2037229905718
2006-12,1031.6874086038129
2007-01,941.5441962
2007-02,961.6944076272929
2007-03,966.91274872525
2007-04,935.4956725498246
2007-05,1059.814296151401
2007-06,1049.3538345113902
2007-07,1120.509776107455
2007-08,1167.3789441204426
2007-09,1150.092539424102
2007-10,1171.8572849511067
2007-11,1175.102885347048
2007-12,1260.7749675559887
2008-01,1289.8457935977287
2008-02,1424.7223634044078
2008-03,1479.832138254991
2008-04,1409.6669629791768
2008-05,1444.2246527855937
2008-06,1468.1488064798086
2008-07,1422.719881564261
2008-08,1302.7107811750323
2008-09,1128.0711965998048
2008-10,938.491874605944
2008-11,708.5382388760231
2008-12,590.8556056016897
2009-01,423.36434123
2009-02,401.44979288158487
2009-03,459.6258985920241
2009-04,539.8739648882079
2009-05,540.9016312370428
2009-06,513.5120682154921
2009-07,475.92344456
2009-08,462.1991379478055
2009-09,465.0312090348083
2009-10,452.1500722383811
2009-11,406.5910731314809
2009-12,402.54173975131243
2010-01,392.0526046024399
2010-02,393.46098074284805
2010-03,399.62477526633904
2010-04,383.0790241508188
2010-05,360.382645427272
2010-06,321.24291239986803
2010-07,319.59756116115557
2010-08,340.9313580402812
2010-09,341.0149822615624
2010-10,338.45251715965605
2010-11,335.1263684426787
2010-12,330.2037772271531
2011-01,323.4806679651067
2011-02,323.8681313949341
2011-03,325.8949459996095
2011-04,329.95482925291196
2011-05,307.75001005568816
2011-06,318.38378970792553
2011-07,316.2480735656573
2011-08,315.27297411735043
2011-09,245.91587017984835
2011-10,233.65043623650055
2011-11,247.83897947408903
2011-12,263.8005307030683
2012-01,261.41909174424313
2012-02,260.1530550186089
2012-03,282.8399260777254
2012-04,292.25643040550545
2012-05,294.03985925546385
2012-06,289.70931750349115
2012-07,281.6255121730694
2012-08,267.9103238729305
2012-09,267.36300711901714
2012-10,269.19148685742687
2012-11,260.8909251456123
2012-12,253.7586269982045
2013-01,261.90739035526343
2013-02,261.55391921043264
2013-03,272.57795835828307
2013-04,267.4765418683791
2013-05,283.27984295123406
2013-06,262.8854298266329
2013-07,273.1414035130478
2013-08,263.06964603549113
2013-09,257.0700151394303
2013-10,258.50450942834766
2013-11,241.6008148024117
2013-12,242.54269083969186
2014-01,242.71372604041585
2014-02,247.99074519822594
2014-03,232.66385848407774
2014-04,232.14467848928015
2014-05,222.65222437466724
2014-06,220.5281518600004
2014-07,215.31815657327968
2014-08,216.2757205384606
2014-09,210.98414348922913
2014-10,201.20001039408405
2014-11,187.48616964657734
2014-12,162.60666744798232
2015-01,155.00755418619144
2015-02,167.13165707610702
2015-03,155.4515850038075
2015-04,177.9274866267509
2015-05,173.01999153087257
2015-06,176.7285270039586
2015-07,172.98571998835772
2015-08,155.53087110593276
2015-09,152.99414585802393
2015-10,148.1263779369426
2015-11,131.17536673663554
2015-12,127.92035203918192
2016-01,123.93225258042628
2016-02,127.64283147423549
2016-03,124.08164087302706
2016-04,124.3828324799845
2016-05,127.87960204221288
2016-06,128.57533950662602
2016-07,130.7910891596457
2016-08,133.3670346301948
2016-09,130.67073459857806
2016-10,129.56599435726645
2016-11,129.43105571263865
2016-12,130.942638478955
2017-01,145.30808304277653
2017-02,157.14851506435625
2017-03,163.3442760282006
2017-04,162.148057
2017-05,160.850969
2017-06,149.821744
2017-07,159.210682
2017-08,155.556064
2017-09,149.294346
2017-10,148.463465
2017-11,150.795308
2017-12,146.495998
2018-01,149.537126
2018-02,152.226724
2018-03,149.561496
2018-04,141.3404805642849
2018-05,141.8886111375364
2018-06,146.1500333384091
2018-07,161.054183095192
2018-08,157.8335170093849
2018-09,162.06126112685834
2018-10,156.26816706915704
2018-11,154.41239671031482
2018-12,147.69552706653823
2019-01,163.59253702230666
2019-02,170.65086490211988
2019-03,182.5391661395593
2019-04,196.02316072590045
2019-05,193.08889764659818
2019-06,199.58059218152258
2019-07,218.91432591817843
2019-08,214.33592285832725
2019-09,206.9775040804394
2019-10,207.94851331271292
2019-11,213.29092485447111
2019-12,237.74352915837952
2020-01,248.43370376288874
2020-02,240.00813868373487
2020-03,184.96014552202234
2020-04,178.6416934104175
2020-05,167.23700412837792
2020-06,163.92002597939003
2020-07,172.15236594884226
2020-08,209.14818578966828
2020-09,211.47940195463278
2020-10,214.49097891692614
2020-11,218.70902371526768
2020-12,214.85192314408894
2021-01,212.7719510666825
2021-02,213.04608023472588
2021-03,206.65677621800492
2021-04,216.1239667938672
2021-05,224.95031166689964
2021-06,242.97780108803596
2021-07,246.74230807981291
2021-08,262.9223422597091
2021-09,279.66356560843053
2021-10,286.40723467831987
2021-11,262.80898399489683
2021-12,276.00542748548537
2022-01,278.496742395262
2022-02,298.39011512960803
2022-03,329.529810253267
2022-04,343.7370885556611
2022-05,302.9937972879953
2022-06,293.98151879631257
2022-07,325.22181085085225
2022-08,326.1545730785767
2022-09,323.7959268598858
2022-10,317.92147958472106
2022-11,320.0090845444678
2022-12,331.415314029288
2023-01,341.17761534917406
2023-02,344.4851803006128
2023-03,339.2602178125866
2023-04,343.22682991731523
2023-05,375.68032611036693
2023-06,369.2000061396769
