Date,JAPAN
1998-01,3681.3886042468207
1998-02,3701.101001564803
1998-03,3449.814444098635
1998-04,3436.3520232217543
1998-05,3247.9807996133986
1998-06,3294.089847255978
1998-07,3251.192060706044
1998-08,2880.930881921825
1998-09,2802.7834759449383
1998-10,3273.388484973723
1998-11,3423.5976892280896
1998-12,3556.6724597926095
1999-01,3583.0382733890656
1999-02,3504.9693148633605
1999-03,3991.688774967916
1999-04,4158.874734564671
1999-05,3925.020062629428
1999-06,4297.069724184161
1999-07,4726.640089264649
1999-08,4694.1965996098015
1999-09,4979.591778272169
1999-10,5193.62974695708
1999-11,5416.89467618185
1999-12,5753.648517596466
2000-01,5505.0004937919075
2000-02,5362.813237508184
2000-03,5805.618830020517
2000-04,5369.601894120435
2000-05,5096.83875462977
2000-06,5447.801137586439
2000-07,4820.965636951068
2000-08,5133.643469873634
2000-09,4879.118372096855
2000-10,4596.728630263687
2000-11,4406.2961660567335
2000-12,4138.856853961682
2001-01,4089.681993217803
2001-02,3905.8284579771653
2001-03,3792.9189657833886
2001-04,4050.7902548169877
2001-05,4041.107062001315
2001-06,3800.541417360286
2001-07,3517.3906364689597
2001-08,3429.434660047457
2001-09,3111.3906016240644
2001-10,3104.9204968885365
2001-11,3138.577113078881
2001-12,2926.8802034286705
2002-01,2697.803243123872
2002-02,2809.8848024632234
2002-03,2973.760956370233
2002-04,3146.8861467520474
2002-05,3343.0837066721015
2002-06,3168.993915110071
2002-07,2948.875531287295
2002-08,2917.643392861389
2002-09,2789.2748888699393
2002-10,2595.2059122801415
2002-11,2700.473349246972
2002-12,2630.9347779136997
2003-01,2524.3370462545927
2003-02,2539.2216051941878
2003-03,2427.135873243205
2003-04,2408.210799585324
2003-05,2525.231312299678
2003-06,2711.49229462606
2003-07,2821.545041443432
2003-08,3118.912716862399
2003-09,3305.049624301002
2003-10,3456.341236353869
2003-11,3349.6815426257294
2003-12,3582.083723634097
2004-01,3646.8980493716967
2004-02,3636.243597379927
2004-03,4125.805606233487
2004-04,3902.178499146879
2004-05,3765.2931883336983
2004-06,3968.164499556539
2004-07,3732.936587114503
2004-08,3760.0156496472778
2004-09,3672.5946457738614
2004-10,3768.7517073064378
2004-11,3950.689768952119
2004-12,4153.437823378806
2005-01,4056.991790149422
2005-02,4140.647701669297
2005-03,4056.6762237486255
2005-04,3952.3153360088504
2005-05,3916.356903330195
2005-06,3912.5639828686394
2005-07,3951.5472536858215
2005-08,4226.517523184904
2005-09,4664.70029917854
2005-10,4608.808771671102
2005-11,4805.567090133325
2005-12,5217.826422981537
2006-01,5480.923794763403
2006-02,5434.522836534219
2006-03,5573.613867689487
2006-04,5735.854577043474
2006-05,5379.218203352413
2006-06,5319.717365248997
2006-07,5290.287467637945
2006-08,5369.727421046185
2006-09,5283.341672099096
2006-10,5375.324081279843
2006-11,5413.509887638319
2006-12,5548.216068508441
2007-01,5595.169298563035
2007-02,5820.319385803234
2007-03,5745.628073047279
2007-04,5633.944862298339
2007-05,5725.975500720944
2007-06,5708.810564041893
2007-07,5699.710794036138
2007-08,5532.3412241489195
2007-09,5662.056081516917
2007-10,5640.555149503372
2007-11,5537.23846462647
2007-12,5318.292067905097
2008-01,5075.24689821816
2008-02,5110.310998648718
2008-03,4906.177463335054
2008-04,5262.705210678187
2008-05,5395.226063081408
2008-06,5027.660811850532
2008-07,4856.323898497357
2008-08,4663.193725862385
2008-09,4142.880088617972
2008-10,3530.48558683936
2008-11,3486.4567322457356
2008-12,3770.061097967735
2009-01,3513.82450099443
2009-02,3078.8348240982273
2009-03,3145.5069755135737
2009-04,3448.278156327366
2009-05,3803.6447590367948
2009-06,3870.640626787622
2009-07,4036.2729748907745
2009-08,4195.174089566061
2009-09,4124.859985274816
2009-10,4021.404471267473
2009-11,3980.1367857961586
2009-12,4011.0559554774677
2010-01,4087.2017123401392
2010-02,4133.048289476385
2010-03,4341.961366107304
2010-04,4335.304914026282
2010-05,3984.7336527835314
2010-06,3904.89682508163
2010-07,4044.0109590074094
2010-08,3951.722499305674
2010-09,4134.969997416144
2010-10,4219.315998367454
2010-11,4308.060221131622
2010-12,4636.532463463197
2011-01,4642.431807726022
2011-02,4854.245548939516
2011-03,4411.50416963396
2011-04,4427.616941250559
2011-05,4355.6067170448605
2011-06,4419.567253375223
2011-07,4576.233425354152
2011-08,4204.378996473553
2011-09,4137.917344513721
2011-10,4127.734398101748
2011-11,3945.6860686794435
2011-12,3978.6980113622053
2012-01,4158.578096796196
2012-02,4368.57127672859
2012-03,4430.212152479394
2012-04,4288.744666699014
2012-05,3905.9981515782347
2012-06,4107.102577932739
2012-07,4009.0350122408286
2012-08,3980.0366348000457
2012-09,4075.5542912262667
2012-10,3999.2108756991147
2012-11,4094.1924033400096
2012-12,4311.471671469297
2013-01,4469.781333555866
2013-02,4589.0648437124
2013-03,4816.0151522763745
2013-04,5238.533113410352
2013-05,4942.006629678378
2013-06,5028.740078101877
2013-07,5059.074878284679
2013-08,4950.325914582895
2013-09,5366.373793440573
2013-10,5366.411563546338
2013-11,5446.4432177710305
2013-12,5490.527450087877
2014-01,5278.733378422598
2014-02,5250.681483558291
2014-03,5190.162829566817
2014-04,5056.248432756206
2014-05,5261.521406912579
2014-06,5537.403573186728
2014-07,5569.507260019717
2014-08,5448.8060842353825
2014-09,5416.101680797799
2014-10,5345.580908495746
2014-11,5362.192263179032
2014-12,5286.209361529407
2015-01,5409.7088089407525
2015-02,5738.252087550374
2015-03,5832.980724147807
2015-04,6039.845660481648
2015-05,6119.128711582183
2015-06,6015.088677999483
2015-07,6043.473067531351
2015-08,5692.458317126138
2015-09,5311.504797036386
2015-10,5847.608845973572
2015-11,5789.541440059171
2015-12,5809.487505903726
2016-01,5331.667972988793
2016-02,5185.764885609123
2016-03,5439.105560949151
2016-04,5692.033584245452
2016-05,5632.768668700274
2016-06,5495.319652514499
2016-07,5851.637862791616
2016-08,5874.321710058834
2016-09,5976.506699347405
2016-10,6055.34183076268
2016-11,5909.310444218594
2016-12,5967.906280529771
2017-01,6189.9996344580095
2017-02,6259.571106222834
2017-03,6244.964389298236
2017-04,6310.514076479145
2017-05,6501.025606520866
2017-06,6571.266618878727
2017-07,6704.272142020706
2017-08,6701.167149852191
2017-09,6840.849195308439
2017-10,7156.355658993182
2017-11,7370.641020645535
2017-12,7423.49674159304
2018-01,7763.784376646245
2018-02,7647.305199564701
2018-03,7496.344533418674
2018-04,7546.384216248266
2018-05,7472.965797759438
2018-06,7286.203299832536
2018-07,7315.389206597963
2018-08,7331.990675605608
2018-09,7564.143181201968
2018-10,6924.834713761047
2018-11,6952.556766204347
2018-12,6489.833919512062
2019-01,6885.78561608502
2019-02,6884.003018787953
2019-03,6934.225719363208
2019-04,7030.478078118959
2019-05,6752.486573889998
2019-06,7006.8533730014415
2019-07,7016.70275078169
2019-08,6946.023320599776
2019-09,7237.605169398488
2019-10,7588.889364007933
2019-11,7631.640628092332
2019-12,7792.581126248535
2020-01,7686.649266113361
2020-02,6984.221271864693
2020-03,6496.733675431552
2020-04,6846.789232050336
2020-05,7252.314571000108
2020-06,7252.99742751362
2020-07,7137.835285995403
2020-08,7681.43885995931
2020-09,7766.676726140734
2020-10,7642.717261885896
2020-11,8597.870880598133
2020-12,8954.356677123109
2021-01,8864.805338777178
2021-02,8999.644114420924
2021-03,9106.885349507174
2021-04,8968.245043090894
2021-05,9109.03065395757
2021-06,9084.273540074344
2021-07,8969.378839684405
2021-08,9245.331714378479
2021-09,9511.213549348297
2021-10,9191.414352619742
2021-11,8965.292213806908
2021-12,9136.837978943826
2022-01,8673.421303844454
2022-02,8577.046971142163
2022-03,8547.917259122685
2022-04,7795.352165461704
2022-05,7923.859982399223
2022-06,7300.272497296547
2022-07,7716.426883573195
2022-08,7519.74652161023
2022-09,6751.457311800025
2022-10,6951.606396606977
2022-11,7624.783320602268
2022-12,7646.9911692571395
2023-01,8122.297579261071
2023-02,7810.938273804646
2023-03,8134.945437690677
2023-04,8164.772206814174
2023-05,8317.249554961314
2023-06,8659.433769693122
