Date,BANGLADESH
2009-11,1000.0
2009-12,968.7984908196288
2010-01,1132.6569399364967
2010-02,1183.9068392237573
2010-03,1157.1093552307036
2010-04,1172.4245256051952
2010-05,1235.6180368921534
2010-06,1245.0720571439474
2010-07,1251.3907212745646
2010-08,1323.5281135787561
2010-09,1331.5415173658096
2010-10,1384.3490830937646
2010-11,1401.5876588987128
2010-12,1405.778400693823
2011-01,1258.2505178728297
2011-02,893.843546189964
2011-03,1004.7758524396125
2011-04,958.9397802320796
2011-05,905.3589535408531
2011-06,987.7287567888424
2011-07,1055.8393871359256
2011-08,1003.2974665564286
2011-09,954.8323497091885
2011-10,846.428591902036
2011-11,861.3911229450058
2011-12,795.4866951262815
2012-01,626.7387774397192
2012-02,745.2697691911619
2012-03,790.4628092099643
2012-04,804.8533280035965
2012-05,734.0278571488296
2012-06,719.4393837486081
2012-07,672.7339875131822
2012-08,730.3417669272648
2012-09,736.5839281766372
2012-10,717.0530402073499
2012-11,670.7738463141754
2012-12,715.5981939168747
2013-01,722.8511798527181
2013-02,686.5252644396923
2013-03,690.8187162001575
2013-04,654.4950390347368
2013-05,703.1698233473543
2013-06,750.0162055472431
2013-07,708.1617195511757
2013-08,745.7689362193647
2013-09,712.691760644698
2013-10,737.3036809372621
2013-11,759.202833817932
2013-12,746.7312008645263
2014-01,827.5440844232361
2014-02,885.9796635830882
2014-03,881.4987838412816
2014-04,924.9920189292463
2014-05,893.7751508466017
2014-06,946.3558441454838
2014-07,919.5792879757381
2014-08,1031.868612589375
2014-09,1201.1109578744304
2014-10,1222.6827893360787
2014-11,1048.5286924667225
2014-12,1131.504770968616
2015-01,1101.469106761806
2015-02,1101.6464618806624
2015-03,1112.8270305728017
2015-04,1027.3214229502644
2015-05,1054.3213615095258
2015-06,1094.103725637065
2015-07,1145.6553129724348
2015-08,1125.2853262856781
2015-09,1079.7757196283965
2015-10,973.8402879737625
2015-11,963.6088949119801
2015-12,937.1646884607142
2016-01,938.7184608828095
2016-02,954.2361028638885
2016-03,895.4723743661255
2016-04,895.9289710432262
2016-05,979.7758439572607
2016-06,985.2208602250463
2016-07,982.6621087144857
2016-08,974.9397291515213
2016-09,1002.0491976488343
2016-10,987.3298339647874
2016-11,1001.3684556489723
2016-12,1038.189164415323
2017-01,1065.15732398391
2017-02,1091.7390846790834
2017-03,1089.011728978785
2017-04,1053.215188
2017-05,1070.606118
2017-06,1098.225729
2017-07,1085.065378
2017-08,1106.846407
2017-09,1150.626358
2017-10,1126.779476
2017-11,1206.087236
2017-12,1229.016407
2018-01,1252.309401
2018-02,1209.346195
2018-03,1203.447331955446
2018-04,1235.7835874589075
2018-05,1106.3138695825571
2018-06,1117.9969132652975
2018-07,1043.2444023091177
2018-08,1092.6608798928721
2018-09,1049.0752029652704
2018-10,1039.4119777975823
2018-11,1070.5902772340894
2018-12,1051.6888518295737
2019-01,1117.4573896761585
2019-02,1153.4921578392975
2019-03,1135.3183310952675
2019-04,1058.3658404208327
2019-05,1060.8328626872426
2019-06,1100.035234801675
2019-07,1042.7716715211698
2019-08,1025.4511899747354
2019-09,1008.9901262289335
2019-10,945.8123303179193
2019-11,946.4930198893821
2019-12,876.7439899986432
2020-01,862.4752534891002
2020-02,816.0104710478106
2020-03,720.1002281812702
2020-04,720.5664770782047
2020-05,719.6768888349008
2020-06,731.8167333584776
2020-07,764.3127927535814
2020-08,939.5188918221993
2020-09,914.0375401293561
2020-10,903.9037102770305
2020-11,911.2206082290973
2020-12,1022.1750093454013
2021-01,1106.3859268274603
2021-02,1011.2621074432071
2021-03,942.6939700127683
2021-04,1005.2467083738653
2021-05,1054.547673843779
2021-06,1053.7430787922722
2021-07,1086.9676224368059
2021-08,1085.3055817059048
2021-09,1149.2794357007892
2021-10,1079.013547621465
2021-11,1082.2419891112972
2021-12,1082.7027338241658
2022-01,1103.4283817214052
2022-02,1086.785574111677
2022-03,1084.0880068694503
2022-04,1078.4341635701728
2022-05,992.1419174529261
2022-06,934.2049735633763
2022-07,868.731354596364
2022-08,883.3758611913763
2022-09,848.1527290357507
2022-10,822.1660700996118
2022-11,842.8058584888547
2022-12,835.253687554699
2023-01,803.3301742504999
2023-02,804.4076164345104
2023-03,805.2540182173532
2023-04,813.5986194424029
2023-05,805.2540182173516
2023-06,798.331424050759
