Date,UKRAINE
2006-05,974.1314553796125
2006-06,977.4551020005233
2006-07,952.4482456653532
2006-08,1022.4730532096194
2006-09,951.424260818167
2006-10,895.8978515155711
2006-11,896.1699205849768
2006-12,973.8880555389256
2007-01,1116.6586155959515
2007-02,1078.8216144674855
2007-03,1124.678352524385
2007-04,1160.7915241112426
2007-05,1166.642716235746
2007-06,1107.103273409391
2007-07,1160.8528297247447
2007-08,1023.4107010874471
2007-09,995.9839406960728
2007-10,1087.6634236882214
2007-11,1000.0
2007-12,1060.9413252562479
2008-01,986.1501715502558
2008-02,1003.8588259530748
2008-03,902.1994710397546
2008-04,828.7500560689866
2008-05,887.9611256882333
2008-06,797.6387577200984
2008-07,655.1337776167273
2008-08,553.4181834820516
2008-09,342.94439201244694
2008-10,221.5597440441761
2008-11,182.2706178908947
2008-12,171.32082428403402
2009-01,155.6400070259454
2009-02,122.5822093206702
2009-03,131.09887829031197
2009-04,165.78065978248608
2009-05,226.03681485044777
2009-06,214.76373748240147
2009-07,208.7821371639773
2009-08,195.70968830368486
2009-09,209.75856046585417
2009-10,258.8560147904199
2009-11,236.40467572634032
2009-12,221.08745735202152
2010-01,239.6199914331927
2010-02,264.3032009693679
2010-03,328.5141885159287
2010-04,359.0706509696012
2010-05,261.1834190431293
2010-06,278.6759500396893
2010-07,296.71917488734294
2010-08,262.37226268442356
2010-09,261.53305842184733
2010-10,253.34994106469316
2010-11,275.97187694998377
2010-12,329.91507934661166
2011-01,357.8901994701953
2011-02,420.62008630359196
2011-03,400.7496474510016
2011-04,405.28493401655953
2011-05,371.5431846432321
2011-06,346.8574929680243
2011-07,353.7837753832952
2011-08,289.4885289812886
2011-09,206.70791756957522
2011-10,197.46764609944378
2011-11,218.9404676278656
2011-12,178.83553971723376
2012-01,183.29575709381453
2012-02,177.3462497222009
2012-03,165.54856701121923
2012-04,164.6090380334903
2012-05,118.71449970374803
2012-06,106.0203156086588
2012-07,111.7412495596099
2012-08,109.38506125527452
2012-09,105.33339071473301
2012-10,96.87410102426088
2012-11,87.79338930815578
2012-12,90.85665363977934
2013-01,96.54196520607364
2013-02,114.19318245697588
2013-03,93.75727886578366
2013-04,85.067233095506
2013-05,87.34493141956793
2013-06,83.50225954637894
2013-07,80.18731254701218
2013-08,75.09828081454849
2013-09,72.00895760358956
2013-10,70.81985369992822
2013-11,71.34947307505242
2013-12,76.70313523225046
2014-01,76.00683898542901
2014-02,89.9449431654312
2014-03,72.78238540913716
2014-04,80.19328123068622
2014-05,91.10538295066524
2014-06,92.04004816634435
2014-07,107.98618429778172
2014-08,93.42386960719324
2014-09,94.17341959634388
2014-10,97.38386551935089
2014-11,70.96740568808399
2014-12,71.06906517801971
2015-01,76.33330464144649
2015-02,55.86587973581977
2015-03,58.34174811384468
2015-04,65.00727814138433
2015-05,64.66139212592212
2015-06,68.555634372289
2015-07,65.19050732736527
2015-08,59.02633374201864
2015-09,57.48867203559293
2015-10,45.36682756982694
2015-11,43.055401963989695
2015-12,43.164138533419525
2016-01,38.289803928727906
2016-02,41.588512384846744
2016-03,48.00048421097763
2016-04,47.756981391656936
2016-05,48.1134878469159
2016-06,47.54127176439791
2016-07,53.473379552002356
2016-08,52.25252375385177
2016-09,52.81066173531329
2016-10,54.14382959462701
2016-11,52.15321563740422
2016-12,51.40992970186659
2017-01,62.654142545235345
2017-02,61.68222575807383
2017-03,60.781217594729895
2017-04,61.9096
2017-05,62.641584
2017-06,60.223939
2017-07,60.894956
2017-08,61.777056
2017-09,57.409497
2017-10,52.945766
2017-11,53.332913
2017-12,54.065061
2018-01,62.45039
2018-02,59.556959
2018-03,60.163116
2018-04,58.87991182033905
2018-05,60.1667299484549
2018-06,56.71346499869373
2018-07,58.28128716594272
2018-08,57.10126621432209
2018-09,57.24272151912448
2018-10,54.15232180996867
2018-11,55.18299218094829
2018-12,52.10696032088546
2019-01,55.18004335280172
2019-02,53.451114738287096
2019-03,52.784436015422926
2019-04,57.85730879670774
2019-05,51.660234761550974
2019-06,53.25478505500739
2019-07,52.16950671492569
2019-08,48.04797343559659
2019-09,45.544419262521885
2019-10,45.334366613554515
2019-11,45.12798905765427
2019-12,49.93158596604469
2020-01,47.715946570403084
2020-02,42.296938546964945
2020-03,32.3213639735469
2020-04,38.21478235282812
2020-05,39.46715891892657
2020-06,40.59867203721143
2020-07,40.59190687649051
2020-08,38.65378832888694
2020-09,38.35745826260647
2020-10,36.88056498907649
2020-11,46.47391608937315
2020-12,47.13191706317009
2021-01,52.027385923668724
2021-02,51.73939695675823
2021-03,47.8752447912372
2021-04,46.83660385745652
2021-05,53.58100598939514
2021-06,51.19234028996594
2021-07,49.167868030621264
2021-08,52.55689073029716
2021-09,56.929130600233606
2021-10,57.320207480793385
2021-11,53.88487962941127
2021-12,54.69030019386767
2022-01,49.016004137069295
2022-02,29.5811070248624
2022-03,31.429987374589807
2022-04,26.562310780954924
2022-05,28.477282807337485
2022-06,20.462644329825423
2022-07,25.25839013749389
2022-08,21.2712887039521
2022-09,18.32862689752748
2022-10,16.427499198449762
2022-11,18.883440123943313
2022-12,19.81172233908471
2023-01,19.623820729252436
2023-02,20.53084107133999
2023-03,19.37665261626371
2023-04,19.971255256232325
2023-05,19.96793570053731
2023-06,19.704092493932073
