Date,INDONESIA
1987-12,100.0
1988-01,101.9121
1988-02,107.2786
1988-03,115.2275
1988-04,121.7904
1988-05,142.1479
1988-06,145.0407
1988-07,149.8931
1988-08,170.5058
1988-09,161.8395
1988-10,174.3936
1988-11,184.2035
1988-12,358.1195
1989-01,364.029
1989-02,377.7804
1989-03,394.09
1989-04,394.4775
1989-05,399.501
1989-06,392.7169
1989-07,432.7537
1989-08,812.0521
1989-09,729.2687
1989-10,681.6346
1989-11,662.3386
1989-12,651.4198
1990-01,702.3814
1990-02,817.9041
1990-03,1001.102
1990-04,971.1273
1990-05,952.3223
1990-06,930.5875
1990-07,909.2032
1990-08,860.4185
1990-09,713.1423
1990-10,656.9997
1990-11,592.834
1990-12,693.0533
1991-01,629.5728
1991-02,659.4883
1991-03,678.935
1991-04,682.0021
1991-05,651.6276
1991-06,555.2435
1991-07,537.7399
1991-08,456.3099
1991-09,345.6864
1991-10,329.3319
1991-11,381.2583
1991-12,384.4195
1992-01,453.1206
1992-02,431.3804
1992-03,427.8657
1992-04,430.0335
1992-05,472.0266
1992-06,480.9093
1992-07,484.0385
1992-08,448.5572
1992-09,443.6564
1992-10,450.2172
1992-11,404.5068
1992-12,383.4851
1993-01,393.3756
1993-02,425.177
1993-03,429.7849
1993-04,442.4269
1993-05,492.7159
1993-06,520.9158
1993-07,516.8767
1993-08,633.9567
1993-09,612.928
1993-10,638.269
1993-11,692.0792
1993-12,788.7557
1994-01,811.6098
1994-02,739.045
1994-03,667.2866
1994-04,600.8172
1994-05,675.5294
1994-06,618.2339
1994-07,605.9263
1994-08,693.1226
1994-09,665.7471
1994-10,685.9606
1994-11,610.6391
1994-12,584.3429
1995-01,534.7474297929933
1995-02,579.4475355467409
1995-03,547.9562904882013
1995-04,523.9097843451062
1995-05,608.1842912818958
1995-06,634.6440408489319
1995-07,651.8839816005861
1995-08,619.729208158518
1995-09,602.4196959476316
1995-10,611.0476571022358
1995-11,583.6543194388518
1995-12,638.0129084243458
1996-01,722.7895335244057
1996-02,734.9752154980364
1996-03,723.4131554711203
1996-04,782.7449448313945
1996-05,760.4086211341742
1996-06,745.6785001577961
1996-07,664.6099836448519
1996-08,688.7482456428545
1996-09,734.1530999850328
1996-10,728.8110148553773
1996-11,793.536499310024
1996-12,813.5308131815444
1997-01,863.7922989604862
1997-02,873.8005074332794
1997-03,809.2662436639107
1997-04,785.4408567602194
1997-05,841.6355961680259
1997-06,862.1020353288092
1997-07,782.1494603455596
1997-08,465.04926635719517
1997-09,499.0906454501501
1997-10,425.0459605412687
1997-11,323.4878850504917
1997-12,211.0565668170906
1998-01,138.365130903573
1998-02,159.02699172304898
1998-03,187.38305980286816
1998-04,164.0033140111001
1998-05,107.8923889310587
1998-06,88.95317078611298
1998-07,113.12689532356161
1998-08,86.7037097570258
1998-09,64.07054533196956
1998-10,99.68530170652346
1998-11,153.73211859612073
1998-12,144.51520994320015
1999-01,139.9784014024938
1999-02,134.1614984563723
1999-03,137.54478742284087
1999-04,192.01882655294813
1999-05,232.48701206691908
1999-06,304.83345302569137
1999-07,263.40178659008484
1999-08,223.8304870170546
1999-09,197.88713107531728
1999-10,265.93179985023176
1999-11,233.12106435138332
1999-12,279.57604674222637
2000-01,244.80617651636635
2000-02,222.05984887019935
2000-03,220.04506491091007
2000-04,190.92994209745376
2000-05,141.50492408169384
2000-06,157.93222415476595
2000-07,148.4846867269306
2000-08,150.2819876209516
2000-09,129.54888702870667
2000-10,114.44050531321886
2000-11,117.56421268837288
2000-12,106.51608156638294
2001-01,117.48999223013857
2001-02,116.12673136232196
2001-03,94.4531866096212
2001-04,79.08999849990569
2001-05,97.25240312273054
2001-06,102.76381855756782
2001-07,125.0529778862423
2001-08,130.86975762383335
2001-09,105.2441268330165
2001-10,95.28204593955545
2001-11,91.75916639260642
2001-12,97.4799052183335
2002-01,119.05660794279848
2002-02,120.46361347341221
2002-03,135.1139631746569
2002-04,160.29058237381778
2002-05,171.68377454449816
2002-06,161.08340157453594
2002-07,149.78183444156912
2002-08,144.93754949983787
2002-09,135.52987439829417
2002-10,111.80957661111223
2002-11,125.10865009518307
2002-12,139.2245191133023
2003-01,121.88233175529327
2003-02,126.54535609886695
2003-03,127.94397529472072
2003-04,153.55199337456315
2003-05,179.92058045574777
2003-06,189.51392431188538
2003-07,179.8301531989474
2003-08,183.0852966774136
2003-09,216.49752703115578
2003-10,222.57312072757594
2003-11,220.20760740329595
2003-12,248.09684867950153
2004-01,273.34797203110224
2004-02,273.7297385036728
2004-03,262.32938896518806
2004-04,282.22903692312605
2004-05,252.3350518315108
2004-06,250.98858712658264
2004-07,271.9051532796633
2004-08,269.31335024102214
2004-09,302.8293082667014
2004-10,321.3003562836908
2004-11,378.1718052032
2004-12,377.61751748272144
2005-01,399.20367888097036
2005-02,402.3466557901746
2005-03,398.0236444979856
2005-04,379.57277007036777
2005-05,405.8231855949579
2005-06,417.185529180076
2005-07,448.3949714578017
2005-08,377.9904891962391
2005-09,388.5724442223667
2005-10,377.9179988938785
2005-11,401.2826253254342
2005-12,437.13102555665887
2006-01,491.09092778581316
2006-02,495.79940220859885
2006-03,548.7864525772172
2006-04,625.866851046803
2006-05,537.3078817656501
2006-06,538.868643557289
2006-07,573.3466127931142
2006-08,607.1331768588419
2006-09,638.6464392686022
2006-10,661.5078723763899
2006-11,725.855973741888
2006-12,764.2423481395641
2007-01,727.8690982200407
2007-02,702.4835870475181
2007-03,748.3779294479046
2007-04,809.9221030129014
2007-05,846.417338425755
2007-06,868.1855028230192
2007-07,949.7213728542428
2007-08,894.1342500743301
2007-09,1002.6027382853518
2007-10,1167.6435677034597
2007-11,1171.1640930752135
2007-12,1184.7801359226623
2008-01,1161.481051731247
