Date,INDONESIA
2008-02,1260.4273917969851
2008-03,1108.300173434317
2008-04,1043.374716793578
2008-05,1085.0606350940939
2008-06,1058.3021033148807
2008-07,1058.4159146525342
2008-08,987.0526069286246
2008-09,781.3573001228727
2008-10,472.9045656870931
2008-11,417.46785837467405
2008-12,518.9093477926315
2009-01,477.5974804788019
2009-02,433.87455313671734
2009-03,524.9427962474543
2009-04,685.2788455481766
2009-05,761.5963050384954
2009-06,813.1567579502496
2009-07,1012.0621513442643
2009-08,1004.6654958322828
2009-09,1122.7102449502315
2009-10,1081.3601167379004
2009-11,1117.3655752638938
2009-12,1181.2009939857903
2010-01,1205.0788013711276
2010-02,1161.0005355241512
2010-03,1299.6034972628918
2010-04,1378.8923595734677
2010-05,1274.5919393640029
2010-06,1357.3878286186773
2010-07,1443.1985927119838
2010-08,1403.8832879300455
2010-09,1600.5092592943283
2010-10,1647.0448693854617
2010-11,1534.3193866670954
2010-12,1590.1567018741953
2011-01,1432.2989885349375
2011-02,1518.373476385419
2011-03,1665.0638925186352
2011-04,1748.534930839021
2011-05,1762.597309506792
2011-06,1797.5169977588348
2011-07,1929.0776228929938
2011-08,1776.7029747377007
2011-09,1600.4943257465177
2011-10,1736.3192074416727
2011-11,1638.2173702555817
2011-12,1693.4926377223367
2012-01,1759.1489434488087
2012-02,1735.6073110579794
2012-03,1762.2825615073148
2012-04,1752.611604468868
2012-05,1555.4551009606516
2012-06,1639.5510088769922
2012-07,1736.2915489595266
2012-08,1674.3791104282284
2012-09,1762.2491536435523
2012-10,1812.6464678881882
2012-11,1751.7093663746139
2012-12,1781.8188267313233
2013-01,1821.8006735798187
2013-02,2005.6292172848252
2013-03,2021.307741878818
2013-04,2062.6285345238434
2013-05,1982.2689561444004
2013-06,1889.539876163711
2013-07,1764.1032981002859
2013-08,1493.9168242416636
2013-09,1437.4641055411767
2013-10,1572.6767860595814
2013-11,1381.0585532248158
2013-12,1370.2424763969375
2014-01,1428.5630129509518
2014-02,1574.6030287317676
2014-03,1661.2061299717566
2014-04,1683.888596071589
2014-05,1690.7244693968023
2014-06,1673.7534073983231
2014-07,1810.7083758880754
2014-08,1786.4394709868845
2014-09,1731.4176456338635
2014-10,1737.8426869470206
2014-11,1750.4054909312936
2014-12,1743.0889988134365
2015-01,1722.7553237420914
2015-02,1759.9543234921582
2015-03,1785.9710201011721
2015-04,1612.8447958578981
2015-05,1658.0397523478523
2015-06,1539.2279157509643
2015-07,1468.6588294587066
2015-08,1343.154574776207
2015-09,1166.9143297117741
2015-10,1351.2199886817116
2015-11,1341.4254032217825
2015-12,1410.4582528904648
2016-01,1433.8050489941581
2016-02,1521.4306987280472
2016-03,1569.771579160249
2016-04,1553.2260832164532
2016-05,1496.6522059973863
2016-06,1639.66535093533
2016-07,1734.440390935133
2016-08,1759.8785369961304
2016-09,1796.1144587684205
2016-10,1795.761131010237
2016-11,1571.8445588287552
2016-12,1657.6302597887677
2017-01,1658.505602970504
2017-02,1697.5947937645217
2017-03,1775.013446191571
2017-04,1834.124377
2017-05,1880.922554
2017-06,1930.393393
2017-07,1934.428742
2017-08,1925.469173
2017-09,1910.400881
2017-10,1912.237386
2017-11,1904.764268
2017-12,2068.612596
2018-01,2130.818567
2018-02,2066.059282
2018-03,1921.5388799518055
2018-04,1835.0979355270488
2018-05,1820.9808802254265
2018-06,1687.2756067074574
2018-07,1734.0552297132035
2018-08,1748.0756752522857
2018-09,1720.6624399667683
2018-10,1667.6665315749522
2018-11,1872.3383588033541
2018-12,1888.5655753279063
2019-01,2050.731147903505
2019-02,1957.0040261498652
2019-03,1969.1931594711
2019-04,1985.976150898791
2019-05,1933.9900436044948
2019-06,2041.0641034203982
2019-07,2070.1775029852574
2019-08,1992.891101250715
2019-09,1935.5315951599737
2019-10,1990.4764029803239
2019-11,1934.1527970744942
2019-12,2071.49417361699
2020-01,2015.146159667042
2020-02,1775.5559530986138
2020-03,1254.5208213794451
2020-04,1408.01760241587
2020-05,1455.1244316505822
2020-06,1560.2403466322592
2020-07,1629.0846461946376
2020-08,1670.8618382722013
2020-09,1454.126020826444
2020-10,1580.4612577782573
2020-11,1814.0839372323392
2020-12,1917.0271430961884
2021-01,1864.1042026903597
2021-02,1890.9249742791717
2021-03,1773.0043591593262
2021-04,1772.063799270515
2021-05,1795.3325580030482
2021-06,1687.4916846346314
2021-07,1654.9681618816317
2021-08,1786.3573243677288
2021-09,1847.650831563715
2021-10,2002.1973390941212
2021-11,1945.8075365799348
2021-12,1967.3493802695323
2022-01,1979.2106892960276
2022-02,2087.9015302659614
2022-03,2162.1605449660183
2022-04,2243.3574655644948
2022-05,2170.8733827780966
2022-06,1971.383036643942
2022-07,2034.2807151828551
2022-08,2140.322864987952
2022-09,2125.194789665965
2022-10,2133.139090053676
2022-11,2146.1829426188788
2022-12,2050.576031246621
2023-01,2119.1415564551507
2023-02,2098.7401392537545
2023-03,2183.7170192357453
2023-04,2329.325513128982
2023-05,2257.6493563097806
2023-06,2253.064492289206
