Date,MSCI CHINA
1992-12,100.0
1993-01,98.88047846319802
1993-02,108.81612366153115
1993-03,97.16304399577581
1993-04,91.80624363886241
1993-05,86.31239255919802
1993-06,82.30596310572466
1993-07,72.5720258732286
1993-08,84.87195737861406
1993-09,90.58392095953735
1993-10,99.34463178931122
1993-11,107.52909110563567
1993-12,133.69288598085961
1994-01,115.93374730185766
1994-02,109.69374061260203
1994-03,89.67470927664958
1994-04,87.62488093547883
1994-05,91.681816621866
1994-06,81.7279352306274
1994-07,91.2699462608881
1994-08,96.51958901881736
1994-09,97.79153464255533
1994-10,94.01737724351463
1994-11,81.76849944679753
1994-12,71.6352904177317
1995-01,61.741578731560175
1995-02,68.82043882464951
1995-03,68.93184569798076
1995-04,61.68565670346979
1995-05,72.69697644187622
1995-06,71.84698805918464
1995-07,75.43091576928465
1995-08,71.04297249969989
1995-09,67.95186570029232
1995-10,63.741278722575146
1995-11,59.25208021378898
1995-12,56.50882949055573
1996-01,65.16326516464932
1996-02,67.09476627660207
1996-03,64.00966990652317
1996-04,60.622911229292555
1996-05,63.404785168212136
1996-06,64.41314675044092
1996-07,62.16065409827814
1996-08,61.96017437242678
1996-09,61.242555122244184
1996-10,59.739087042145215
1996-11,66.63685325789284
1996-12,77.67907223342927
1997-01,75.95404877624617
1997-02,78.19048105174399
1997-03,75.93003231938202
1997-04,85.95989889575672
1997-05,84.99017345067551
1997-06,86.89074442804143
1997-07,98.79003340756228
1997-08,104.61654796364012
1997-09,87.22054338977212
1997-10,73.05554941147449
1997-11,59.83208850218336
1997-12,58.061536922439885
1998-01,43.292976887545656
1998-02,58.65493389849574
1998-03,57.14079639890761
1998-04,51.255824752373364
1998-05,44.5285987913398
1998-06,37.58634461730325
1998-07,30.786460648690017
1998-08,22.447298081043908
1998-09,32.145919080548644
1998-10,35.34694243249886
1998-11,36.4698521203638
1998-12,33.46318308421349
1999-01,27.24326403087716
1999-02,26.08872269100031
1999-03,29.63387094939543
1999-04,37.07622859757158
1999-05,37.16498721316976
1999-06,54.57223917426333
1999-07,47.755683650989326
1999-08,47.37529979992838
1999-09,45.48031253855519
1999-10,41.80827811303765
1999-11,41.01111584056185
1999-12,37.92485136598244
2000-01,36.270201652308685
2000-02,29.611697186906014
2000-03,30.29001906987122
2000-04,33.14886542141963
2000-05,33.740998743096505
2000-06,38.249245232432074
2000-07,37.52486544048203
2000-08,35.99762122545677
2000-09,31.618551956396384
2000-10,30.144453898558993
2000-11,26.129985246601347
2000-12,26.343819167772093
2001-01,30.163669437317488
2001-02,27.411880756543837
2001-03,22.96570620209294
2001-04,25.296803477838733
2001-05,25.98727373038221
2001-06,26.84433758029429
2001-07,23.207925460599924
2001-08,18.18516097384615
2001-09,17.56612831281511
2001-10,18.01411256172732
2001-11,19.770145425979333
2001-12,19.83590073793885
2002-01,17.97508562674809
2002-02,18.119747290123158
2002-03,19.14238713005099
2002-04,19.978516268548688
2002-05,20.28459711270875
2002-06,19.60338283527466
2002-07,18.746602665346675
2002-08,18.38207366497607
2002-09,16.91847654398585
2002-10,17.01523257058146
2002-11,17.719237015812773
2002-12,17.049809526533913
2003-01,17.8652688005309
2003-02,17.41974570727808
2003-03,16.749385757531325
2003-04,16.771187928180453
2003-05,18.913727787942722
2003-06,20.12618973631789
2003-07,22.12111203527654
2003-08,23.592917179790906
2003-09,23.775564589831163
2003-10,27.38879781549671
2003-11,27.663999753309323
2003-12,31.98035032112896
2004-01,31.77428415304205
2004-02,33.75154279505286
2004-03,30.907964394338354
2004-04,26.869593456894172
2004-05,28.71523787775708
2004-06,28.539447353018232
2004-07,28.644719504560033
2004-08,28.762551339550114
2004-09,30.895151502570652
2004-10,30.142400574180183
2004-11,33.17569786945385
2004-12,32.584395094628405
2005-01,31.874713685987057
