Date,KENYA SMALL CAP
2010-11,1000.0
2010-12,1024.3425234716765
2011-01,1023.01584214659
2011-02,936.2504560828227
2011-03,858.5529518426478
2011-04,893.4874856512423
2011-05,879.9124869954047
2011-06,835.0647717710029
2011-07,749.272372273308
2011-08,669.1342323760948
2011-09,579.2133716564927
2011-10,609.8727197995228
2011-11,595.6533031198128
2011-12,647.8319101830623
2012-01,637.7049971071076
2012-02,670.8720279166182
2012-03,655.7373762170785
2012-04,716.5924866367951
2012-05,711.4888119791943
2012-06,726.1554038400828
2012-07,758.5523990126018
2012-08,757.0739084249898
2012-09,745.5488446319908
2012-10,766.0690043228433
2012-11,734.901606637354
2012-12,719.2771706939293
2013-01,745.2991857341843
2013-02,743.3929330071649
2013-03,782.5954328178514
2013-04,792.6122251329056
2013-05,764.1931537567021
2013-06,692.4105310140886
2013-07,693.5757752248643
2013-08,692.2427718242445
2013-09,710.2625038541972
2013-10,759.7370302405234
2013-11,818.4235831614782
2013-12,806.9418895149623
2014-01,809.51674118673
2014-02,811.8058932350883
2014-03,824.051917033473
2014-04,825.3196016997299
2014-05,784.0591522486947
2014-06,793.7824333789999
2014-07,819.5084403950198
2014-08,906.0258936404271
2014-09,984.439290896728
2014-10,937.3752309971328
2014-11,901.3419393355631
2014-12,911.5637851172579
2015-01,906.9105528179578
2015-02,962.8877702495776
2015-03,903.9367405145281
2015-04,832.4299892236041
2015-05,772.6068521054125
2015-06,789.2705592103839
2015-07,660.991355143955
2015-08,587.8061719904056
2015-09,585.1565793979071
2015-10,537.2722014997164
2015-11,565.5512223400119
2015-12,544.9946882668957
2016-01,487.58437732330594
2016-02,498.5367242363631
2016-03,494.1119140418723
2016-04,514.5972003131795
2016-05,500.8389180792667
2016-06,483.5684889207707
2016-07,437.4561260823575
2016-08,373.4072046904074
2016-09,406.53008091665583
2016-10,398.7961397399097
2016-11,402.5341338434515
2016-12,384.2851107130467
2017-01,332.31994692998114
2017-02,374.53727341486115
2017-03,397.53998888010034
2017-04,396.517833
2017-05,476.733328
2017-06,488.777043
2017-07,518.22137
2017-08,571.610879
2017-09,553.621619
2017-10,532.239132
2017-11,553.67761
2017-12,539.912999
2018-01,548.148054
2018-02,578.864521
2018-03,604.116752
2018-04,582.3454435825502
2018-05,538.6140110983328
2018-06,547.7555463152921
2018-07,528.1759807121925
2018-08,508.6031004440361
2018-09,460.6858452583571
2018-10,445.22067399077935
2018-11,447.9766316523165
2018-12,444.5904190940749
2019-01,481.0391579360128
2019-02,455.2373415162279
2019-03,464.07012070338806
2019-04,442.807947106917
2019-05,424.0195960816268
2019-06,419.0374853972962
2019-07,410.3519098637986
2019-08,405.30057603148055
2019-09,419.3092045485229
2019-10,522.0516809657902
2019-11,515.5793476376449
2019-12,561.9817790327558
2020-01,550.1817024069123
2020-02,472.38691608765214
2020-03,358.24302454301846
2020-04,391.55256223071615
2020-05,380.4451000835091
2020-06,384.18584111912827
2020-07,355.15183978554603
2020-08,375.76358494429206
2020-09,389.35206055267975
2020-10,364.89429021701875
2020-11,370.3949364991647
2020-12,406.207375326436
2021-01,405.0875935127336
2021-02,432.69493539693843
2021-03,436.19538624552285
2021-04,455.74161310865054
2021-05,462.6847391471446
2021-06,462.29992095140784
2021-07,489.55388963364936
2021-08,508.9091638910066
2021-09,489.01987763487114
2021-10,457.31972309878034
2021-11,447.4085471985655
2021-12,475.43718748029073
2022-01,470.71102676804503
2022-02,469.67740571673176
2022-03,460.44456103069297
2022-04,413.55534211559745
2022-05,414.4907663094949
2022-06,416.2565455401292
2022-07,439.52111995316574
2022-08,433.2407285400773
2022-09,436.95971180725877
2022-10,400.0485352745263
2022-11,401.84136788887935
2022-12,410.7381961115335
2023-01,412.4042639119549
2023-02,408.0542028559633
2023-03,369.1175278359346
2023-04,343.090298091146
2023-05,331.013572985607
2023-06,305.28134456004636
2023-07,295.72554897548486
