Date,MOROCCO SMALL CAP
1997-05,209.38857150112008
1997-06,205.51212354115344
1997-07,205.8710532555141
1997-08,220.99706395074995
1997-09,230.37545526758473
1997-10,234.61188372086443
1997-11,233.83343531133
1997-12,233.41682850708565
1998-01,236.32778889545145
1998-02,252.0852838428766
1998-03,269.8169279627801
1998-04,317.3285120208812
1998-05,348.1541009044852
1998-06,331.55998845336154
1998-07,331.59376700294024
1998-08,361.75769441772155
1998-09,376.1991048401794
1998-10,365.52418236397983
1998-11,358.366232376627
1998-12,357.34267497766785
1999-01,360.421671691646
1999-02,346.010381162664
1999-03,319.96754498427055
1999-04,304.1366889624214
1999-05,284.27240121285143
1999-06,297.792884220187
1999-07,304.5984355182005
1999-08,317.44465705408277
1999-09,311.19046294695437
1999-10,308.381318068056
1999-11,288.72764328884926
1999-12,280.13581091452664
2000-01,270.90239621366084
2000-02,250.46266052852047
2000-03,249.9487418634584
2000-04,227.80315972152297
2000-05,242.44521016373312
2000-06,242.6089798809559
2000-07,222.8891757714171
2000-08,230.75672319873487
2000-09,229.17680132554355
2000-10,215.10111581521375
2000-11,209.11251448986607
2000-12,209.71300571935794
2001-01,200.01618717686546
2001-02,225.47598329694154
2001-03,211.2354322426002
2001-04,195.68326566719125
2001-05,186.81283735250972
2001-06,182.36990701501986
2001-07,179.77321867323005
2001-08,190.72205064372798
2001-09,184.80272976554764
2001-10,173.70808942699222
2001-11,181.29458512392495
2001-12,179.7200890141601
2002-01,170.96282495004996
2002-02,169.95860517538196
2002-03,172.03565898837624
2002-04,174.75568030615366
2002-05,172.31765007227523
2002-06,172.89852817764256
2002-07,166.61791356960362
2002-08,170.78800411846333
2002-09,166.12720676943198
2002-10,160.0734580493072
2002-11,162.99551680810634
2002-12,164.2676327794489
2003-01,176.38486274207835
2003-02,191.63587160058552
2003-03,186.95434957080602
2003-04,202.998261161144
2003-05,216.7192021256744
2003-06,227.82940082416036
2003-07,227.61980610981132
2003-08,236.52929097552698
2003-09,247.3227281815575
2003-10,248.1531212477245
2003-11,255.12896740483447
2003-12,275.4919881557679
2004-01,283.20171783324645
2004-02,298.6530256343695
2004-03,299.3530056955794
2004-04,319.97349437430216
2004-05,323.4063724190055
2004-06,309.6809827029193
2004-07,318.86173625711695
2004-08,324.79346982597565
2004-09,307.0402271591201
2004-10,248.54206632409765
2004-11,272.443990021632
2004-12,311.68710705143445
2005-01,298.841196526031
2005-02,290.33999631922234
2005-03,292.0764646984952
2005-04,315.0940694116359
2005-05,329.8354647426823
2005-06,328.100238951672
2005-07,337.5401154574635
2005-08,371.0726467277235
2005-09,360.88160324165096
2005-10,370.87682522221274
2005-11,388.0990485388621
2005-12,382.20173465187844
2006-01,523.4088899685606
2006-02,533.7022180872269
2006-03,577.0331169256901
2006-04,652.9128448269809
2006-05,607.53707683644
2006-06,613.2114921605755
2006-07,595.6465461788252
2006-08,671.9041325073455
2006-09,661.5142719618011
2006-10,674.5900826178031
2006-11,665.845755202615
2006-12,683.4943069759983
2007-01,886.3788613907534
2007-02,919.4266337541864
2007-03,1012.0639248494948
2007-04,1083.1417020714862
2007-05,1000.0
2007-06,996.3006497888412
2007-07,1020.3973914806296
2007-08,1055.8500347729193
2007-09,1073.0655389705921
2007-10,1130.2678736100713
2007-11,1128.1308531049353
2007-12,1145.719722719895
2008-01,1248.4957121092198
2008-02,1310.6536028033102
2008-03,1409.4208457366615
2008-04,1350.725086346331
2008-05,1371.253439829097
2008-06,1366.766208207783
2008-07,1412.1298544686729
2008-08,1310.6495037789055
2008-09,1133.2167778498688
2008-10,985.6587304055607
2008-11,881.1498682345857
2008-12,973.1112415262227
2009-01,831.0199737079885
2009-02,900.4023034838913
2009-03,836.1600693835136
2009-04,816.035318175935
2009-05,925.235412077318
2009-06,1008.1466154082632
2009-07,984.8624661177302
2009-08,1006.9909162698175
2009-09,967.3805156265871
2009-10,961.5760533179867
2009-11,926.2200004608852
2009-12,866.335689930896
2010-01,913.3890704722381
2010-02,895.8337784704202
2010-03,889.0740814001706
2010-04,1007.37391277882
2010-05,966.3566021330346
2010-06,963.3873704354
2010-07,1011.6588196014322
2010-08,1006.3975166219234
2010-09,1046.0767046520473
2010-10,1132.0749348839984
2010-11,1094.220213404006
2010-12,1149.4243137747546
2011-01,1198.7870468787034
2011-02,1222.3232400681795
2011-03,1182.4760705324372
2011-04,1222.304460976721
2011-05,1274.0754209468528
2011-06,1232.299943783193
2011-07,1210.1435405321574
2011-08,1320.9395519852437
2011-09,1372.5410476213626
2011-10,1520.2287194541145
2011-11,1398.0463667167808
2011-12,1299.862463509576
2012-01,1539.6293755312092
2012-02,1486.3391012805412
2012-03,1394.5216010015743
2012-04,1383.8453752707846
2012-05,1399.6267458311759
2012-06,1294.4513027910398
2012-07,1206.3856195814649
2012-08,1150.5064545612593
2012-09,1199.8089674922724
2012-10,1341.9821182472476
2012-11,1378.2925978278918
2012-12,1291.2170532616092
2013-01,1333.0822985567947
2013-02,1343.8805407853752
2013-03,1297.090548638311
2013-04,1185.4653490639053
2013-05,1205.6999024739453
2013-06,1165.3797082559506
2013-07,1089.6438261294988
2013-08,1135.759053111595
2013-09,1135.6976893553042
2013-10,1200.872488407531
2013-11,1210.4854437014196
2013-12,1163.6142573541538
2014-01,1165.3367923304945
2014-02,1222.9020652164338
2014-03,1239.9226237410574
2014-04,1243.6480182152447
2014-05,1244.1864130967517
2014-06,1263.6250065569602
2014-07,1223.9225277324103
2014-08,1306.6731073604706
2014-09,1304.8972047991253
2014-10,1349.7207020863814
2014-11,1267.8999694080321
2014-12,1105.9612644135736
2015-01,1111.7524165646773
2015-02,1052.6911266790878
2015-03,964.779158819056
2015-04,972.4492199564316
2015-05,931.5267713909303
2015-06,986.6003569137878
2015-07,979.5725070182834
2015-08,963.1417812648982
2015-09,912.0027782521129
2015-10,884.2706889311556
2015-11,836.7449753329582
2015-12,811.0991522033426
2016-01,827.1393672624315
2016-02,820.9321424086571
2016-03,871.3153469487289
2016-04,932.7734760187479
2016-05,926.7767294635225
2016-06,950.0670893209848
2016-07,991.0868014671418
2016-08,979.9588765413448
2016-09,1014.8813597729384
2016-10,1016.313680358403
2016-11,1091.1195980086056
2016-12,1227.0879637183266
2017-01,1389.861015731706
2017-02,1307.836130888678
2017-03,1292.2166946830635
2017-04,1350.967456
2017-05,1404.394604
2017-06,1511.744258
2017-07,1612.64716
2017-08,1655.051555
2017-09,1622.964447
2017-10,1675.178215
2017-11,1727.799835
2017-12,1730.427245
2018-01,1879.559678
2018-02,1860.176489
2018-03,1846.22076
2018-04,1863.751880113673
2018-05,1762.687069179777
2018-06,1662.6473130043496
2018-07,1678.648244204612
2018-08,1657.38297038265
2018-09,1591.4093269193943
2018-10,1537.4712729617572
2018-11,1557.253121202151
2018-12,1560.685335583741
2019-01,1568.3983874670973
2019-02,1572.6109426806547
2019-03,1506.0481989710072
2019-04,1534.9366667672796
2019-05,1522.8162074552406
2019-06,1594.1073440491375
2019-07,1625.6566830387635
2019-08,1641.469338401563
2019-09,1607.5915712302005
2019-10,1612.3904930517863
2019-11,1660.3956284906299
2019-12,1767.439119035926
2020-01,1843.6052302039814
2020-02,1781.4765856548
2020-03,1334.8935836910434
2020-04,1335.4538527192135
2020-05,1512.2550002139492
2020-06,1575.777696539177
2020-07,1649.0321177161825
2020-08,1674.827723465174
2020-09,1625.7651125836232
2020-10,1685.5762889109844
2020-11,1814.905825427331
2020-12,1927.9386783654215
2021-01,1968.6032166678929
2021-02,1958.111736009023
2021-03,1925.2551327213662
2021-04,2045.3413131713344
2021-05,2162.902435130652
2021-06,2225.6816005693827
2021-07,2260.6348695822126
2021-08,2357.6970806001245
2021-09,2433.1015244935325
2021-10,2539.9734239893633
2021-11,2392.1383287570966
2021-12,2465.8511254531327
2022-01,2525.56665797134
2022-02,2350.3272143175977
2022-03,2251.0068965375767
2022-04,2244.1322667127065
2022-05,2156.864049093213
2022-06,2079.188353405284
2022-07,2013.2025559758918
2022-08,2011.9589795964596
2022-09,1888.2172873828624
2022-10,1828.8074234275593
2022-11,1824.344823034647
2022-12,1866.9409743365306
2023-01,1814.1969094434282
2023-02,1929.8768077503998
2023-03,1904.2092210841224
2023-04,2002.12269378397
2023-05,2047.9700882336426
2023-06,2193.31387089636
2023-07,2329.868716886555
