Date,FRANCE SMALL CAP
2000-12,100.0
2001-01,104.34662334184644
2001-02,102.85323921321586
2001-03,97.31990104027423
2001-04,101.14566194862776
2001-05,100.05986848449032
2001-06,94.85937731569231
2001-07,94.04582469457935
2001-08,94.86431880647969
2001-09,72.19326581050031
2001-10,82.83531456943076
2001-11,90.35485497593312
2001-12,88.52022758429571
2002-01,93.17503125805466
2002-02,92.38401047383078
2002-03,99.64752679213159
2002-04,98.13492152895195
2002-05,97.01305027557314
2002-06,93.17112421275914
2002-07,82.92130523420484
2002-08,81.66085066070553
2002-09,67.4991720294791
2002-10,71.17398523508325
2002-11,75.96916457546699
2002-12,69.8512702170052
2003-01,69.11399108013397
2003-02,61.7781725921535
2003-03,57.545701709261394
2003-04,70.12742181754004
2003-05,78.73653948459061
2003-06,79.67406220513122
2003-07,82.20015455722638
2003-08,83.00904975604205
2003-09,88.00395526860827
2003-10,95.44697577815813
2003-11,98.36107639901684
2003-12,98.6978669105326
2004-01,103.46134969525706
2004-02,107.9130163888489
2004-03,104.4892368958008
2004-04,100.51722345518091
2004-05,97.36833002746569
2004-06,102.1582936036802
2004-07,94.65707067357448
2004-08,93.73173885285182
2004-09,97.21259895515904
2004-10,102.8013627252947
2004-11,111.61227713646798
2004-12,118.62164524231314
2005-01,124.14238874410535
2005-02,131.02643853496684
2005-03,127.93981971274826
2005-04,121.62796591106209
2005-05,123.64030246770066
2005-06,128.36158395362696
2005-07,138.9337503111106
2005-08,142.82587827437857
2005-09,152.44830708637403
2005-10,142.620703581417
2005-11,146.26822066192918
2005-12,152.2529433687878
2006-01,173.28539632320408
2006-02,175.8998221224955
2006-03,190.21397668692947
2006-04,198.49255009100233
2006-05,191.30897927602325
2006-06,184.68134967304624
2006-07,178.82110307275838
2006-08,183.31830697613455
2006-09,182.1490103516165
2006-10,190.528280539656
2006-11,204.63669826151008
2006-12,212.66993366687072
2007-01,215.815183265182
2007-02,217.72987952804937
2007-03,227.8081980247945
2007-04,242.50796659559614
2007-05,255.92460365916847
2007-06,253.23535729386063
2007-07,252.51289817
2007-08,244.15077507
2007-09,247.99418824
2007-10,264.96274522
2007-11,249.24253870843475
2007-12,243.3505738838949
2008-01,203.3793604773292
2008-02,212.78048365227374
2008-03,219.8363257976116
2008-04,231.65421810201926
2008-05,236.07210137128789
2008-06,213.80228312491167
2008-07,209.04186205357553
2008-08,206.8891368201
2008-09,164.42996838885185
2008-10,116.01691703909249
2008-11,107.41445232747853
2008-12,111.55919001730419
2009-01,103.46740685465379
2009-02,96.78918565740565
2009-03,105.84768322363277
2009-04,124.02950012130411
2009-05,136.43342714654003
2009-06,135.20712402162107
2009-07,148.86412400985947
2009-08,162.8593991170523
2009-09,184.76695792473978
2009-10,176.52364241726957
2009-11,176.2940617198846
2009-12,178.0868515288652
2010-01,176.74315968870602
2010-02,168.88316574430965
2010-03,184.4071217748497
2010-04,187.93258910898595
2010-05,158.35395081517893
2010-06,155.9550529489434
2010-07,174.4150328597934
2010-08,165.38168264825796
2010-09,195.4181668351863
2010-10,213.476039294255
2010-11,194.17292354643837
2010-12,220.4319755313993
2011-01,229.08301075474773
2011-02,234.6163621650966
2011-03,242.64499701320946
2011-04,268.03393784003794
2011-05,261.0488143959718
2011-06,261.19316535378954
2011-07,244.6090562981741
2011-08,222.5487723949749
2011-09,185.77121395055886
2011-10,201.93386063230398
2011-11,184.59518299589345
2011-12,178.00492338766395
2012-01,198.98184389466653
2012-02,214.60571297185516
2012-03,217.48632050401855
2012-04,208.49259344772864
2012-05,181.1350005905619
2012-06,188.85780794678766
2012-07,192.65375307241368
2012-08,201.7861583015783
2012-09,207.56203675202173
2012-10,209.521429997442
2012-11,218.6577484739915
2012-12,232.485886409391
2013-01,255.10289542224126
2013-02,249.61421910714648
2013-03,243.12216090970338
2013-04,251.3672628084043
2013-05,265.94143396516904
2013-06,261.9013146675998
2013-07,296.1989971823732
2013-08,293.6128528890786
2013-09,327.25503649921745
2013-10,343.22209272513055
2013-11,354.83194544068346
2013-12,359.3611135629866
2014-01,357.3155282452091
2014-02,397.7120190828465
2014-03,398.6330161970275
2014-04,404.5453168370738
2014-05,410.8883988758144
2014-06,402.39075624574093
2014-07,380.6191334770501
2014-08,375.70937119020056
2014-09,355.9666744293672
2014-10,346.0727352028531
2014-11,362.92551268963035
2014-12,351.3139558822723
2015-01,351.4752542239067
2015-02,376.8682717894901
2015-03,366.74647303040604
2015-04,394.4295840066231
2015-05,391.09179191038095
2015-06,381.26042654563486
2015-07,405.9522889900884
2015-08,389.14325821209655
2015-09,365.4447350620051
2015-10,391.4237495441664
2015-11,390.55912512808806
2015-12,397.96924114246036
2016-01,368.65620103797164
2016-02,364.4267150045923
2016-03,396.3913492450021
2016-04,407.655887590107
2016-05,412.9990031935911
