Date,INDONESIA SMALL CAP
2010-10,1316.408854011774
2010-11,1266.5533037955993
2010-12,1354.9012335401706
2011-01,1257.9835619718297
2011-02,1293.3178165787272
2011-03,1392.7724990396778
2011-04,1485.198256199791
2011-05,1459.724999368527
2011-06,1419.9230083197776
2011-07,1563.3144744857723
2011-08,1440.1168099383024
2011-09,1209.8781046998033
2011-10,1282.116271815522
2011-11,1205.1341944994401
2011-12,1288.3981747332891
2012-01,1353.9631280808858
2012-02,1413.5910298648948
2012-03,1469.6017739323902
2012-04,1514.6972967735446
2012-05,1323.3939010804738
2012-06,1327.7369856000798
2012-07,1341.938654446686
2012-08,1218.1351602059194
2012-09,1314.4646148822724
2012-10,1327.841315039852
2012-11,1355.0655568076752
2012-12,1317.943562257254
2013-01,1365.3625888556496
2013-02,1510.3229016743455
2013-03,1615.3882612686114
2013-04,1633.3032652311758
2013-05,1760.62269569884
2013-06,1510.0930695065679
2013-07,1323.2869781664692
2013-08,1088.2301145318067
2013-09,1104.9537405695896
2013-10,1181.8526966575673
2013-11,989.9454411848101
2013-12,945.3035391108195
2014-01,983.44534554381
2014-02,1130.8166764398952
2014-03,1214.9282747293753
2014-04,1174.9554120035746
2014-05,1179.7832119193747
2014-06,1093.752875321767
2014-07,1193.9699478453458
2014-08,1210.3284751919666
2014-09,1101.2606478245302
2014-10,1120.7784786248262
2014-11,1113.8727339181787
2014-12,1094.2756894129764
2015-01,1093.0612709559248
2015-02,1112.9963748523962
2015-03,1039.6746968477673
2015-04,981.4262095806113
2015-05,976.7445480410995
2015-06,892.6988828409926
2015-07,858.0150318802395
2015-08,712.5697424082836
2015-09,638.607948717869
2015-10,742.605170963404
2015-11,699.4824737883719
2015-12,736.0503016737799
2016-01,699.8053193871483
2016-02,762.2998093191399
2016-03,820.0946730531057
2016-04,840.9436147080003
2016-05,797.7519102233788
2016-06,889.4457374250811
2016-07,949.7296101153948
2016-08,937.1274311538255
2016-09,919.8269675865338
2016-10,953.499194192664
2016-11,884.281642534767
2016-12,900.1755981514191
2017-01,882.3764260833929
2017-02,882.8773367084574
2017-03,905.3703414180983
2017-04,909.475685
2017-05,880.36739
2017-06,854.045529
2017-07,832.231376
2017-08,836.368156
2017-09,813.388396
2017-10,829.188824
2017-11,814.579085
2017-12,811.368786
2018-01,945.57658
2018-02,927.993282
2018-03,856.134328
2018-04,834.7628134047828
2018-05,827.0223881264494
2018-06,752.2251909324506
2018-07,772.1050404790672
2018-08,723.4813739199917
2018-09,684.6329967475253
2018-10,610.1816512202445
2018-11,671.8306816831512
2018-12,674.8132992251197
2019-01,802.475486550867
2019-02,760.7592348136184
2019-03,696.009996702768
2019-04,701.7616754793565
2019-05,663.5161476214797
2019-06,691.8197819816993
2019-07,701.2631750934902
2019-08,655.7166477103798
2019-09,648.7239732498972
2019-10,659.8197347720964
2019-11,579.3480184745314
2019-12,621.1993929041876
2020-01,557.481094810399
2020-02,483.6078714659089
2020-03,276.66284382922163
2020-04,326.8275982239253
2020-05,331.67033529498
2020-06,375.4922701396813
2020-07,379.32211879230204
2020-08,402.0927090745338
2020-09,353.6938617023436
2020-10,403.30346723882155
2020-11,486.0455764495698
2020-12,565.9260172776084
2021-01,563.425655975732
2021-02,605.1835152137047
2021-03,551.11167799705
2021-04,576.918875958924
2021-05,554.6057194035758
2021-06,521.7282085774062
2021-07,522.6148537335497
2021-08,542.3349039351463
2021-09,572.377340825639
2021-10,614.4519435870412
2021-11,585.5724617973136
2021-12,575.0864801194932
2022-01,559.2334588880769
2022-02,557.9714671520369
2022-03,570.0984082970859
2022-04,583.4330857439929
2022-05,592.1378006389169
2022-06,534.73576027632
2022-07,560.4562306385734
2022-08,566.027326323324
2022-09,527.0571551453389
2022-10,529.7181324801325
2022-11,518.8081466385063
2022-12,487.6820329873795
2023-01,512.4434922189749
2023-02,505.07873646311384
2023-03,497.91118420215383
2023-04,492.06441104738235
2023-05,451.00376412391154
2023-06,466.5364005617343
2023-07,482.9775235737997
