Date,SWEDEN SMALL CAP
2000-12,100.0
2001-01,107.8334754646248
2001-02,96.59390757817272
2001-03,84.01144433824152
2001-04,90.84478390388136
2001-05,91.57335415073901
2001-06,87.57869733906104
2001-07,88.04769494888644
2001-08,84.83865377820517
2001-09,70.5524689408178
2001-10,80.70459673407775
2001-11,90.41954639673844
2001-12,93.10181396607481
2002-01,95.77106381767359
2002-02,99.01232339066867
2002-03,105.19405381332103
2002-04,105.7743774835231
2002-05,111.78733890402795
2002-06,110.95290923476874
2002-07,98.77139279084278
2002-08,92.45987363041093
2002-09,80.71843845685079
2002-10,92.96307773909719
2002-11,102.86666566353858
2002-12,99.51559355008524
2003-01,94.52269648794663
2003-02,91.56726577961815
2003-03,90.34640119818805
2003-04,102.62829862366456
2003-05,111.88965505050648
2003-06,115.24022739367481
2003-07,117.54632876150855
2003-08,123.15764538265837
2003-09,130.24877107945085
2003-10,139.33190031885195
2003-11,149.970503777523
2003-12,161.4042863650762
2004-01,165.05091985700548
2004-02,171.54350684087075
2004-03,168.63241231193356
2004-04,167.2990330612711
2004-05,173.0511729665324
2004-06,170.96179305213445
2004-07,163.00226280936388
2004-08,164.55666960743758
2004-09,180.86130574583964
2004-10,186.60230001435028
2004-11,213.31517357973803
2004-12,222.16202511105075
2005-01,215.58228671990264
2005-02,237.3862971353238
2005-03,235.55177909975035
2005-04,231.35198117783727
2005-05,237.7562867243315
2005-06,240.60064454274186
2005-07,257.0468523187112
2005-08,255.35904003764296
2005-09,267.6676227830836
2005-10,253.17435944547992
2005-11,266.85488641747924
2005-12,289.3657970777189
2006-01,327.06552465914797
2006-02,328.1697260324218
2006-03,366.72347806852116
2006-04,395.02605668451844
2006-05,376.60039106889707
2006-06,370.3816716967021
2006-07,365.3773077642365
2006-08,372.153761179368
2006-09,394.75488925848686
2006-10,409.17481695275814
2006-11,436.8349203145614
2006-12,469.73917450152913
2007-01,466.9521892822649
2007-02,459.61900050060973
2007-03,481.384026201163
2007-04,513.739807773737
2007-05,520.1912219206226
2007-06,501.655504764114
2007-07,499.41382989496066
2007-08,467.9883349094315
2007-09,486.8609598395599
2007-10,498.0253493854281
2007-11,479.7133448778635
2007-12,464.5352635682862
2008-01,415.3124411076101
2008-02,459.4651410453066
2008-03,469.9204036054272
2008-04,457.0526666571546
2008-05,477.2671193415016
2008-06,420.90937935982026
2008-07,392.33002126948827
2008-08,380.0707061215585
2008-09,289.6897143363645
2008-10,199.52129679257143
2008-11,170.93671902753016
2008-12,185.03888366966711
2009-01,173.47461537717194
2009-02,159.93684163928688
2009-03,177.08597784408707
2009-04,234.12565786021574
2009-05,261.68918730014593
2009-06,247.60526955370096
2009-07,289.1819973300407
2009-08,314.9505942313955
2009-09,337.07368276540313
2009-10,353.92202414458586
2009-11,365.86194888350553
2009-12,372.1288198942943
2010-01,370.03596481731506
2010-02,378.3952609671716
2010-03,408.80763569901217
2010-04,402.42481875181034
2010-05,344.43769834846233
2010-06,335.94689174697913
2010-07,385.02188738274384
2010-08,364.5504433842942
2010-09,453.81141314264124
2010-10,461.90184917757256
2010-11,437.2227110821678
2010-12,506.4831340084718
2011-01,517.5875692266176
2011-02,514.5613828714647
2011-03,539.3613714513398
2011-04,570.8389327002768
2011-05,552.360131873063
2011-06,522.8608253851326
2011-07,501.68178165746616
2011-08,456.62382412179653
2011-09,392.93950841229724
2011-10,461.9596184503875
2011-11,434.74028810938756
2011-12,443.90375338127143
2012-01,477.4309921387034
2012-02,509.978964356369
2012-03,502.1137199177609
2012-04,500.1483252170466
2012-05,444.55130969312756
2012-06,461.90573667694
2012-07,483.5691410923143
2012-08,487.2807439393011
2012-09,510.40995413295406
2012-10,497.12245264210287
2012-11,503.8801038281038
2012-12,531.3013277022599
2013-01,570.6350360156804
2013-02,608.0770390028324
2013-03,598.9211604130567
2013-04,612.4058090090107
2013-05,612.3193025778237
2013-06,581.4443150186455
2013-07,644.5898226673744
2013-08,635.7780385763684
2013-09,696.0941858988341
2013-10,711.2103297236247
2013-11,726.122224530415
2013-12,750.5249460356631
2014-01,736.4007185062558
2014-02,809.4260908168995
2014-03,800.8403656910767
2014-04,825.6352317340105
2014-05,848.6924590654779
2014-06,843.3089762626488
2014-07,786.1782864992164
2014-08,777.3955108740754
2014-09,727.7172645893522
2014-10,735.3641445258676
2014-11,752.073907221826
2014-12,737.3513693273534
2015-01,738.415329835506
2015-02,806.1557854392661
2015-03,774.3848234785845
2015-04,822.8478657972211
2015-05,802.6865853209221
2015-06,773.2116638499955
2015-07,802.2323697553898
2015-08,789.1936154073854
2015-09,793.9621602066948
2015-10,851.9357747400636
2015-11,885.1993770806012
2015-12,904.6665230851942
2016-01,814.7484819604621
2016-02,849.011115656514
2016-03,921.4247827449112
2016-04,918.8608949523274
2016-05,931.1434188337388
2016-06,874.3532942803557
2016-07,933.0224872924804
2016-08,944.2522471052432
2016-09,970.6556888046176
2016-10,895.6096700104001
2016-11,864.2642568812323
2016-12,909.1801125090376
2017-01,935.7920719295868
2017-02,942.438709377244
2017-03,947.4122442909927
2017-04,1013.816558
2017-05,1058.437989
2017-06,1057.618021
2017-07,1082.786932
2017-08,1081.892362
2017-09,1098.613778
2017-10,1085.856138
2017-11,1069.669774
2017-12,1099.403297
2018-01,1155.272027
2018-02,1092.270244
2018-03,1071.507734
2018-04,1095.8769987323706
2018-05,1095.0036704187728
2018-06,1077.623573459207
2018-07,1133.8986958961323
2018-08,1123.7666725113138
2018-09,1130.758763912003
2018-10,1023.5339935947336
2018-11,1003.3365056673059
2018-12,972.4687852183434
2019-01,1040.38731555315
2019-02,1053.7942587622063
2019-03,1060.7289477029967
2019-04,1077.8242034718292
2019-05,1046.1749988759468
2019-06,1128.186554533252
2019-07,1109.4162710275866
2019-08,1074.7107498650355
2019-09,1083.0721790228067
2019-10,1138.2151919323594
2019-11,1184.2975415845494
2019-12,1270.2697894687522
2020-01,1248.4674761609706
2020-02,1157.4853342882689
2020-03,945.262812643433
2020-04,1071.6038924008876
2020-05,1209.507245739124
2020-06,1254.1128288822326
2020-07,1419.6139214509074
2020-08,1505.9561868174978
2020-09,1551.3842308646579
2020-10,1435.6229760092608
2020-11,1650.5590476062966
2020-12,1812.0099465915869
2021-01,1760.5003248493979
2021-02,1809.7550324162385
2021-03,1819.9484169052357
2021-04,2010.3133112545513
2021-05,2074.6767239270357
2021-06,2011.208062281385
2021-07,2192.1937669765693
2021-08,2226.2634630592593
2021-09,2014.498161415286
2021-10,2159.8325603004887
2021-11,2088.810229219572
2021-12,2165.506614767819
2022-01,1830.091688731037
2022-02,1683.5342262617405
2022-03,1777.3941251523818
