Date,SWEDEN SMALL CAP
2022-04,1592.234079936948
2022-05,1563.211548362364
2022-06,1260.6889900297033
2022-07,1443.7573927685066
2022-08,1257.50546929749
2022-09,1069.0685128336677
2022-10,1151.831697213028
2022-11,1271.7709956966896
2022-12,1278.0897515864642
2023-01,1383.745486669666
2023-02,1420.3227803635464
2023-03,1413.0712244524943
2023-04,1452.7866117788851
2023-05,1324.4050349789172
2023-06,1333.1727940601613
2023-07,1372.728285597566
