Date,KOREA SMALL CAP
2008-12,464.570442022982
2009-01,437.84817211882074
2009-02,388.18483972941203
2009-03,502.63629255287003
2009-04,640.7389480463703
2009-05,684.1177327525781
2009-06,642.5302737983852
2009-07,693.7578460800254
2009-08,706.5176756018564
2009-09,757.1878274098881
2009-10,725.704409890932
2009-11,709.8077922085882
2009-12,764.3552653210226
2010-01,715.0639812438249
2010-02,727.6708824100531
2010-03,777.1771880262859
2010-04,801.840050886393
2010-05,720.0374055808987
2010-06,746.9426738923835
2010-07,771.865539131724
2010-08,753.4727628456474
2010-09,863.1130903739843
2010-10,905.936593985276
2010-11,843.1976526964976
2010-12,887.8719707732365
2011-01,923.9470018745293
2011-02,864.7844126949522
2011-03,944.3909255064223
2011-04,990.5057538662385
2011-05,964.1022143301459
2011-06,989.882602141213
2011-07,1087.5879501390577
2011-08,977.1291591621247
2011-09,791.4013270421705
2011-10,910.1434173768248
2011-11,863.3899905589874
2011-12,847.1656778762836
2012-01,902.073522461613
2012-02,932.526894432896
2012-03,885.3932328076087
2012-04,839.814524190965
2012-05,765.3962002658365
2012-06,811.6619232121366
2012-07,800.8289167525995
2012-08,856.3513939474869
2012-09,913.8156919596229
2012-10,895.771813004929
2012-11,894.3482770405309
2012-12,908.9200145450682
2013-01,894.8237252130666
2013-02,936.620774760566
2013-03,947.2729879166228
2013-04,977.4586322859445
2013-05,950.977577220255
2013-06,856.2646656262615
2013-07,915.6273126796344
2013-08,880.8761843177904
2013-09,956.6093237912618
2013-10,966.6994805243717
2013-11,959.1233033479286
2013-12,942.2981009113
2014-01,944.5052702555595
2014-02,972.6151793727211
2014-03,991.1833109252307
2014-04,1033.5505478043067
2014-05,1032.0354180266756
2014-06,1040.8962163955407
2014-07,1047.8762036834903
2014-08,1116.2176565158986
2014-09,1076.634788276361
2014-10,1021.9618718608275
2014-11,971.4677733319696
2014-12,982.9020714024272
2015-01,1033.148047341082
2015-02,1071.8776889821368
2015-03,1116.49952225396
2015-04,1233.2210705575114
2015-05,1241.2857277198468
2015-06,1281.067492228428
2015-07,1195.877892765678
2015-08,1144.663826985718
2015-09,1122.3190542677414
2015-10,1143.3690346609694
2015-11,1115.6356199213972
2015-12,1105.2240967286948
2016-01,1068.4332700565622
2016-02,1000.9957681338608
2016-03,1118.019728066801
2016-04,1137.3779023792074
2016-05,1081.7972537478524
2016-06,1090.8481086874874
2016-07,1130.529004639963
2016-08,1083.5963492164055
2016-09,1104.1867902585075
2016-10,979.5532481448801
2016-11,923.8670082266593
2016-12,935.7496653242284
2017-01,948.3691096213092
2017-02,1008.890847469694
2017-03,1035.998019386334
2017-04,1039.339449
2017-05,1122.672728
2017-06,1108.669553
2017-07,1115.283172
2017-08,1103.153965
2017-09,1060.443364
2017-10,1154.479675
2017-11,1268.434592
2017-12,1302.597911
2018-01,1420.419367
2018-02,1309.431643
2018-03,1340.130205
2018-04,1358.5076588117097
2018-05,1346.0916913666288
2018-06,1214.2203301245422
2018-07,1168.7894887080438
2018-08,1217.2703528572965
2018-09,1230.941500809945
2018-10,976.3657339223832
2018-11,1072.2376597111042
2018-12,1067.4338817261369
2019-01,1116.3158309349828
2019-02,1132.0761684640565
2019-03,1094.8883240935488
2019-04,1083.9666136928683
2019-05,969.1093376372571
2019-06,992.9715813864236
2019-07,905.2509467092165
2019-08,857.2950380235983
2019-09,892.6500919629732
2019-10,940.9685670887908
2019-11,920.2742598251323
2019-12,999.0369242184006
2020-01,900.6729230210661
2020-02,829.6638868549385
2020-03,768.2132941638017
2020-04,878.335258256527
2020-05,928.6118233019461
2020-06,979.4024271580654
2020-07,1132.847660485582
2020-08,1227.0877329441228
2020-09,1223.3047836453154
2020-10,1199.7927623087471
2020-11,1383.5334735724416
2020-12,1539.8427314180465
2021-01,1483.6006161839753
2021-02,1514.9465131103968
2021-03,1583.1416074223591
2021-04,1695.2731839781914
2021-05,1759.288028500013
2021-06,1808.651258189657
2021-07,1779.462182376767
2021-08,1769.397552993864
2021-09,1719.1650980816148
2021-10,1721.2049358424172
2021-11,1585.0003956250373
2021-12,1708.1551414306166
2022-01,1465.62881831287
2022-02,1504.1323127961048
2022-03,1566.201689484194
2022-04,1468.819237458969
2022-05,1470.3014768032424
2022-06,1184.1441464303543
2022-07,1245.948674685349
2022-08,1239.2151451798018
2022-09,977.4098814329662
2022-10,1002.9717363418754
2022-11,1170.1421098761605
2022-12,1169.467405084858
2023-01,1285.2812421780545
2023-02,1245.7392510281688
2023-03,1339.8638263131852
2023-04,1309.53909830191
2023-05,1316.279860077297
2023-06,1365.328573623323
2023-07,1526.9494537620587
