Date,PHILIPPINES SMALL CAP
2003-02,194.4585644379416
2003-03,200.38279361384681
2003-04,206.04584967005476
2003-05,198.36754228499876
2003-06,241.93660545867073
2003-07,253.5680610085895
2003-08,253.511827747433
2003-09,268.39901143023405
2003-10,283.90657458739156
2003-11,271.57884016685375
2003-12,283.33014954757977
2004-01,315.59650092670347
2004-02,299.4995598340547
2004-03,267.58625896059687
2004-04,302.41045440771995
2004-05,298.5583738012741
2004-06,313.73745475340775
2004-07,297.53559407677085
2004-08,292.6827509278039
2004-09,319.6656749186662
2004-10,338.40939305124755
2004-11,342.95975164686337
2004-12,332.73125718094195
2005-01,381.8787918524076
2005-02,413.1862992750071
2005-03,371.1241315680652
2005-04,350.71093990028913
2005-05,357.8475752997332
2005-06,335.319315450376
2005-07,347.2437531248628
2005-08,352.3437292798905
2005-09,353.06672294633177
2005-10,364.1995171295693
2005-11,404.4167644153463
2005-12,415.91702613260225
2006-01,452.4667662460676
2006-02,439.2122686208401
2006-03,467.73374206150015
2006-04,469.6118829625261
2006-05,487.81448385166516
2006-06,454.15580107028717
2006-07,504.95031887860296
2006-08,513.5958415500754
2006-09,557.5645301845427
2006-10,632.5163245504409
2006-11,637.5677272607134
2006-12,707.9568266043328
2007-01,765.6570334266277
2007-02,822.8057548745002
2007-03,856.0635293493539
2007-04,868.8569745046888
2007-05,1000.0
2007-06,1080.0226792827768
2007-07,1048.5176434120851
2007-08,951.8019231737782
2007-09,990.9288095654457
2007-10,1112.0672853076246
2007-11,973.5359069704558
2007-12,1044.2152020599867
2008-01,885.4011614534942
2008-02,914.7807736715596
2008-03,834.4918140376276
2008-04,796.514699729157
2008-05,766.8844771562427
2008-06,638.7310703106492
2008-07,645.731441947873
2008-08,620.7122570112605
2008-09,524.6799323785185
2008-10,371.85259087250444
2008-11,358.70500387139833
2008-12,351.20058217846685
2009-01,352.9870862899921
2009-02,344.52193255521416
2009-03,384.0945836446217
2009-04,439.3182247010781
2009-05,561.0160431725297
2009-06,534.7424441866254
2009-07,686.3583688476879
2009-08,765.4620839681033
2009-09,762.7205589777549
2009-10,779.0985370195244
2009-11,810.6780399387924
2009-12,824.6907982834448
2010-01,784.0092423443481
2010-02,820.3070366126902
2010-03,939.2081425800438
2010-04,1015.0246811586932
2010-05,957.5073339197967
2010-06,1012.5465469610738
2010-07,1055.6769646633388
2010-08,1173.5703166074782
2010-09,1460.8995883049818
2010-10,1627.4835845875389
2010-11,1465.7233153067084
2010-12,1557.927963914391
2011-01,1409.2121790484725
2011-02,1293.8379625559885
2011-03,1433.8359915818287
2011-04,1615.4447443261704
2011-05,1562.2068499072986
2011-06,1512.2114818302714
2011-07,1665.5343714663347
2011-08,1542.6931425754617
2011-09,1359.0854187286857
2011-10,1475.4253645012052
2011-11,1412.211576872033
2011-12,1435.883477218994
2012-01,1550.443511777673
2012-02,1630.486173484965
2012-03,1720.6519117054931
2012-04,1821.265619515131
2012-05,1734.7408581758682
2012-06,1870.412528645921
2012-07,1922.056946332438
2012-08,1835.7967858529246
2012-09,1903.6797571675022
2012-10,1993.9846723068842
2012-11,2089.7105993681353
2012-12,2124.3762748158983
2013-01,2383.8699377697694
2013-02,2577.5945346117196
2013-03,2580.4564766812996
2013-04,2642.5123732064603
2013-05,2362.432358796245
2013-06,1916.3237033615026
2013-07,1957.6872784949446
2013-08,1736.558759154881
2013-09,1743.1220928804846
2013-10,1769.975428920763
2013-11,1592.2116509897742
2013-12,1554.3297250124103
2014-01,1572.2901308192675
2014-02,1680.7377064722657
2014-03,1684.281776049252
2014-04,1817.0944992304142
2014-05,1846.6096786817384
2014-06,1885.8199266450329
2014-07,1915.1006721870424
2014-08,1934.757086688032
2014-09,1999.514561734178
2014-10,1976.0766382539011
2014-11,1997.0992565316544
2014-12,2005.0921705038982
2015-01,2091.401327671266
2015-02,2139.4693270913885
2015-03,2086.2797097702633
2015-04,2020.4513838654273
2015-05,1893.8212903174615
2015-06,1831.1515409771775
2015-07,1832.5404359675877
2015-08,1622.164735025556
2015-09,1510.690350358652
2015-10,1615.555185849259
2015-11,1526.5881512297728
2015-12,1514.0522595373955
2016-01,1327.4539015216687
2016-02,1418.4384733839001
2016-03,1663.7720628377497
2016-04,1620.4269983039194
2016-05,1749.6150101947085
2016-06,1897.4338698597603
2016-07,1899.0626670833667
2016-08,1977.628267439765
2016-09,1857.670262443759
2016-10,1841.40579035201
2016-11,1739.5427628255864
2016-12,1688.8862743364143
2017-01,1829.9598819837158
2017-02,1786.46505815101
2017-03,1798.092665007702
2017-04,1862.246498
2017-05,1861.889753
2017-06,1789.651531
2017-07,1770.630242
2017-08,1755.180397
2017-09,1753.867912
2017-10,1665.215992
2017-11,1670.744091
2017-12,1698.207184
2018-01,1697.894006
2018-02,1636.608125
2018-03,1647.830084
2018-04,1579.1641549885856
2018-05,1492.9236905661076
2018-06,1364.7799833883255
2018-07,1391.9506521663577
2018-08,1379.1146177738983
2018-09,1276.4485280829642
2018-10,1282.6157361213059
2018-11,1320.5949235902028
2018-12,1365.3217216567443
2019-01,1464.1563233279276
2019-02,1525.958321361018
2019-03,1507.5919235535787
2019-04,1533.8310929250827
2019-05,1502.3495246521495
2019-06,1562.86533780168
2019-07,1564.1562530090841
2019-08,1461.3850231482666
2019-09,1427.2463504688758
2019-10,1457.7974974045355
2019-11,1461.5505514581764
2019-12,1421.865481914342
2020-01,1284.1438032620597
2020-02,1172.2532247211377
2020-03,854.4866850451291
2020-04,904.2378085175154
2020-05,855.4428157694665
2020-06,987.6843768298463
2020-07,922.5201082238759
2020-08,946.838688466587
2020-09,984.0489399621741
2020-10,1030.3692222772056
2020-11,1253.4161025954243
2020-12,1333.26919450959
2021-01,1276.3575669124277
2021-02,1314.8875364528296
2021-03,1260.6021625921658
2021-04,1247.444221639152
2021-05,1281.5519139905898
2021-06,1320.786486584949
2021-07,1237.6029070972197
2021-08,1306.7496592109349
2021-09,1335.7886324853143
2021-10,1488.0510702399401
2021-11,1478.5623566099528
2021-12,1445.2197106851575
2022-01,1430.1538018478022
2022-02,1430.2346703458695
2022-03,1372.3765543564941
2022-04,1293.2640086739525
2022-05,1265.4654627721434
2022-06,1118.4262059512719
2022-07,1173.4104041447627
2022-08,1206.3227384338493
2022-09,1051.1859333349391
2022-10,1071.516830079761
2022-11,1189.544081064187
2022-12,1212.5478236574147
2023-01,1304.9129742412194
2023-02,1276.7596578072255
2023-03,1266.8821296698536
2023-04,1255.59907672696
2023-05,1197.2181162324157
2023-06,1231.6277239340961
2023-07,1242.3470441286775
