Date,USA SMALL CAP
2000-12,100.00000000000001
2001-01,105.11415575862357
2001-02,100.80041059068391
2001-03,98.05804253251563
2001-04,104.45741912307417
2001-05,107.35938635738366
2001-06,112.21088232079934
2001-07,109.81613520303151
2001-08,107.51020295697211
2001-09,93.04659510993658
2001-10,100.95123415070994
2001-11,109.65960626023129
2001-12,116.96203374892423
2002-01,114.39508426838198
2002-02,111.00742821923322
2002-03,120.85419810502349
2002-04,120.96992873304403
2002-05,115.30112099125812
2002-06,108.01712807130654
2002-07,93.18471622329129
2002-08,93.46907397509919
2002-09,86.53646104193906
2002-10,89.46401492984478
2002-11,97.12483025557815
2002-12,90.00896013093023
2003-01,87.78515322826728
2003-02,85.34332856701344
2003-03,86.52480300504297
2003-04,96.43481861041965
2003-05,108.00156535333578
2003-06,109.45517004288565
2003-07,114.93929955794216
2003-08,121.79594741540785
2003-09,119.4909520868362
2003-10,131.09501424478714
2003-11,135.7663784575861
2003-12,138.70800599245408
2004-01,144.67622842160796
2004-02,146.15333268708102
2004-03,148.52682161613657
2004-04,140.12929173146955
2004-05,143.20520245489925
2004-06,148.60760562533883
2004-07,139.7539965958292
2004-08,138.57219461683394
2004-09,145.10660320044613
2004-10,148.1032845370984
2004-11,159.9002403344332
2004-12,165.5051813603467
2005-01,158.27471815445125
2005-02,161.53546362606076
2005-03,156.4846338629114
2005-04,148.16720345650296
2005-05,158.0109362899625
2005-06,163.26310840160212
2005-07,173.39626018432733
2005-08,170.89668126104675
2005-09,172.01830503260356
2005-10,166.95649436439916
2005-11,175.32298633892296
2005-12,174.99384566513888
2006-01,189.229531652839
2006-02,188.8222527199953
2006-03,197.5271376021259
2006-04,197.6402263008157
2006-05,186.39387964359625
2006-06,185.79090342573707
2006-07,179.74097969916647
2006-08,184.48602313937013
2006-09,186.66668199626872
2006-10,195.95342707170443
2006-11,200.64375637288728
2006-12,200.6665911005195
2007-01,203.69320297394745
2007-02,202.4336752599293
2007-03,205.00242639343358
2007-04,209.84220305908212
2007-05,218.7237396565923
2007-06,215.29670592564534
2007-07,199.41886294985258
2007-08,201.53503790461198
2007-09,205.20253054427624
