Date,USA SMALL CAP
2007-10,209.5757155180462
2007-11,195.85227744896227
2007-12,194.65831866282375
2008-01,182.78487762724797
2008-02,177.16444830850634
2008-03,175.65168122472136
2008-04,185.76565512746964
2008-05,195.53216387165514
2008-06,179.20907636771082
2008-07,181.21743201694366
2008-08,186.64879359631868
2008-09,168.10395218092626
2008-10,132.51682621294202
2008-11,118.16823869231865
2008-12,124.82142744465436
2009-01,113.57193551827923
2009-02,100.6086800482114
2009-03,110.43608086513717
2009-04,129.70080320149145
2009-05,134.94432218384304
2009-06,136.42899413920134
2009-07,149.37059366224798
2009-08,156.4294847633855
2009-09,166.08549340222513
2009-10,156.02736700595784
2009-11,162.09652577172656
2009-12,174.41513075385456
2010-01,168.63704397714224
2010-02,176.821906904479
2010-03,190.9491044161127
2010-04,201.24755703271623
2010-05,185.74367763354476
2010-06,172.01327741481109
2010-07,184.29546976476982
2010-08,172.88787462767803
2010-09,193.1094849084613
2010-10,200.5147041911136
2010-11,206.8144840310487
2010-12,223.18730645550417
2011-01,225.92379889693166
2011-02,237.35063734169216
2011-03,242.6657565857214
2011-04,249.70389463565994
2011-05,246.05201261646437
2011-06,240.7834346158282
2011-07,231.73392191621855
2011-08,212.00910320813415
2011-09,188.7679998082925
2011-10,216.9604384194117
2011-11,216.29469841744583
2011-12,216.42650722419933
2012-01,231.68424875919317
2012-02,240.34398925952456
2012-03,245.7594783708935
2012-04,243.71858671593395
2012-05,227.17612663042223
2012-06,235.75518003939553
2012-07,233.90364193225057
2012-08,242.40776296981133
2012-09,248.83172926699663
2012-10,245.46891786537253
2012-11,248.92080411493956
2012-12,255.86610784697862
2013-01,272.8457909869294
2013-02,276.1332280760042
2013-03,288.8975009480577
2013-04,288.96112973633205
2013-05,299.3560327427723
2013-06,296.8540925817069
2013-07,316.40360337735996
2013-08,306.6594621591912
2013-09,324.8008608749655
2013-10,335.1506511545682
2013-11,345.4049401892786
2013-12,353.75534800497
2014-01,346.9312480603836
2014-02,364.2975065228123
2014-03,362.64127003753487
2014-04,353.16148164514703
2014-05,356.8949980727282
2014-06,375.368792319162
2014-07,356.4388119045917
2014-08,374.9216553417055
2014-09,355.23688400409003
2014-10,371.7644464101592
2014-11,374.8425438553584
2014-12,380.4636333791512
2015-01,371.36545472247803
2015-02,393.82309465672904
2015-03,398.89317885292314
2015-04,391.95561189144735
2015-05,400.03281213387413
2015-06,398.1847416932236
2015-07,395.72224989673055
2015-08,372.5444204174111
2015-09,355.0897828278779
2015-10,375.0622933597549
2015-11,383.05475793907186
2015-12,366.59127263524584
2016-01,337.8289701683261
2016-02,340.6792376629173
2016-03,369.82698281404436
2016-04,376.3802722399425
2016-05,384.0578103380412
2016-06,384.4145686981014
2016-07,404.4868780414105
2016-08,408.18449611174765
2016-09,410.6135808599719
2016-10,393.4118854239845
2016-11,429.8171999015059
2016-12,439.19358700826706
2017-01,445.4225200913019
2017-02,455.6828185764736
2017-03,455.49017880785755
2017-04,459.652385
2017-05,453.669461
2017-06,465.514903
2017-07,471.544089
2017-08,468.0066
2017-09,491.326314
2017-10,498.700159
2017-11,512.936424
2017-12,515.174999
2018-01,528.711379
2018-02,507.221581
2018-03,512.682876
2018-04,514.9256330385573
2018-05,543.3988325483122
2018-06,547.8329752897912
2018-07,557.284346474844
2018-08,581.9560353691322
2018-09,570.9456507552328
2018-10,512.9231754460236
2018-11,522.5260658737141
2018-12,463.73429558402046
2019-01,518.0080920571089
2019-02,543.1882508886977
2019-03,537.819225934437
2019-04,556.2442991980216
2019-05,514.8559199471193
2019-06,550.0009018972506
2019-07,557.3980142032922
2019-08,534.2230042466657
2019-09,543.5802921489122
2019-10,553.3332616777952
2019-11,575.5738588653855
2019-12,590.6833413650619
2020-01,574.9613821077235
2020-02,524.863353570906
2020-03,406.02602677608763
2020-04,466.4379696750602
2020-05,499.8294184962126
2020-06,515.9170996217734
2020-07,536.480239806791
2020-08,560.9902450435558
2020-09,544.8176816457169
2020-10,558.3535281920642
2020-11,651.1894888886153
2020-12,702.2965637438931
2021-01,728.8590923176571
2021-02,776.1800137754334
2021-03,792.5425874036591
2021-04,822.0458165573094
2021-05,821.435328792272
2021-06,833.638374292881
2021-07,815.7304557581762
2021-08,834.4168152614596
2021-09,810.3416751689226
2021-10,848.751017785311
2021-11,812.1736996972776
2021-12,839.6565353175795
2022-01,772.2378452715016
2022-02,780.0261363386061
2022-03,789.9954743577998
2022-04,723.9300722218929
2022-05,725.0346601836205
2022-06,659.1634356882145
2022-07,729.5519056205728
2022-08,711.2154171272944
2022-09,643.8544479124474
2022-10,710.3023173048258
2022-11,739.6730505068252
2022-12,695.4942668965048
2023-01,767.8272800243465
2023-02,754.582286552003
2023-03,722.6333440561825
2023-04,712.5534081411628
2023-05,700.1696526597515
2023-06,760.5780769055193
2023-07,800.0217052517337
