Date,TAIWAN SMALL CAP
1996-09,1569.46806709774
1996-10,1608.1344047201162
1996-11,1651.9531083464065
1996-12,1765.3713248297881
1997-01,1931.3235250101195
1997-02,2168.593715339143
1997-03,2334.2706013427396
1997-04,2427.972695730213
1997-05,2119.053225957331
1997-06,2288.3271612488356
1997-07,2255.7629651545826
1997-08,2298.965249172467
1997-09,2241.0301228867825
1997-10,1689.9900807595177
1997-11,1758.1920762681252
1997-12,1931.1848738020083
1998-01,1804.456261190717
1998-02,2177.127534053158
1998-03,2283.5153347453333
1998-04,2095.5288668804196
1998-05,1955.848407321054
1998-06,1872.7328800326832
1998-07,1876.6224858857963
1998-08,1595.3759439643509
1998-09,1676.4620503946537
1998-10,1786.6036049201443
1998-11,1646.7648546558053
1998-12,1428.9722850109422
1999-01,1259.9256825310656
1999-02,1242.6495469315648
1999-03,1373.1389050294629
1999-04,1493.26614682153
1999-05,1370.7142947056882
1999-06,1342.4902439654895
1999-07,1170.2002258813054
1999-08,1266.609774593031
1999-09,1196.4020584227815
1999-10,1118.5039333562622
1999-11,1066.560048324686
1999-12,1116.1785797559148
2000-01,1414.5716004644648
2000-02,1439.7091519522141
2000-03,1508.501275967447
2000-04,1335.6362058600432
2000-05,1304.952846372943
2000-06,1161.0224549079571
2000-07,1069.1299774320091
2000-08,947.1137341576182
2000-09,802.8163168477506
2000-10,628.1821706695581
2000-11,559.9836261714605
2000-12,510.10957688572836
2001-01,687.8047160785884
2001-02,733.515714918079
2001-03,780.3234876528982
2001-04,694.031995305588
2001-05,585.8994745403597
2001-06,558.641493623908
2001-07,472.1176053169194
2001-08,499.66973321145804
2001-09,418.6167069177534
2001-10,415.2178982327009
2001-11,471.1195893507782
2001-12,585.0752761692589
2002-01,638.0104740770315
2002-02,613.038683284357
2002-03,705.8688872629341
2002-04,728.450053835915
2002-05,678.3160203250785
2002-06,614.0449239391504
2002-07,611.1875779841082
2002-08,594.2327866343087
2002-09,505.99101197542683
2002-10,556.9828433124806
2002-11,560.1568004111739
2002-12,542.1624055924625
2003-01,631.8734973278313
2003-02,552.7113068281584
2003-03,518.5394484313434
2003-04,473.1030387045277
2003-05,530.8526598899796
2003-06,580.7297380177951
2003-07,637.172416481668
2003-08,648.0054275533207
2003-09,646.6106251059729
2003-10,681.4961254095944
2003-11,671.5995001562178
2003-12,696.8448700707407
2004-01,787.1947030635222
2004-02,854.3901311815042
2004-03,820.0864871119267
2004-04,755.4485655780137
2004-05,720.4054050454531
2004-06,659.546715407424
2004-07,599.6742587244372
2004-08,625.0654999565521
2004-09,635.6642333974194
2004-10,617.0394437360865
2004-11,636.738129741578
2004-12,690.5105592437408
2005-01,663.1848932136087
2005-02,714.8871094983331
2005-03,693.3669341412394
2005-04,656.2196214384602
2005-05,670.7552085078663
2005-06,705.3288348499974
2005-07,720.109163184892
2005-08,675.4907776999246
2005-09,653.4699349450259
2005-10,595.6022826180616
2005-11,642.5361974911804
2005-12,727.8634405450372
2006-01,724.4348694137685
2006-02,708.6992761457371
2006-03,727.0948717884606
2006-04,812.0424904550927
2006-05,797.0316913543293
2006-06,742.8222376773498
2006-07,730.4865637760319
2006-08,729.2385427151412
2006-09,762.596043181618
2006-10,785.7520194531243
2006-11,886.3626331323834
2006-12,933.8876286764132
2007-01,911.1087960825062
2007-02,949.1396854644576
2007-03,979.8117564721272
2007-04,956.0368322786395
2007-05,1000.0
2007-06,1097.35563741914
2007-07,1269.6563395705082
2007-08,1173.3507580011824
2007-09,1221.2212695909366
2007-10,1189.5561194356494
2007-11,1025.038179395617
2007-12,986.9346527639673
2008-01,862.601714607851
2008-02,1044.8757081133433
2008-03,1123.5327200011195
2008-04,1169.92163034369
2008-05,1119.6890073560414
2008-06,927.0764955752027
2008-07,914.6440400956416
2008-08,899.129837655288
2008-09,644.5649826974796
2008-10,537.758421205115
2008-11,490.0976888268514
2008-12,525.1382743015029
2009-01,490.18064959676497
2009-02,520.0777792475548
2009-03,622.5462041721019
2009-04,736.2775708797703
2009-05,926.745723187704
2009-06,845.4078842723499
2009-07,978.4703114960487
2009-08,919.4445400444393
2009-09,1044.120457011366
2009-10,1026.5770653813863
2009-11,1097.2212650084869
2009-12,1219.5996616881812
2010-01,1117.5665284236134
2010-02,1079.745687459432
2010-03,1196.0152730090863
2010-04,1221.401691578931
2010-05,1092.6355359561996
2010-06,1084.6433995966308
2010-07,1172.8078456308738
2010-08,1161.0040018474447
2010-09,1289.942274021787
2010-10,1295.8517286921947
2010-11,1311.2420731835787
2010-12,1440.9888870913412
2011-01,1462.9126685477727
2011-02,1358.413684145268
2011-03,1363.227921036604
2011-04,1412.5694101740196
2011-05,1414.0842512612303
2011-06,1364.6587628998418
2011-07,1368.1446741574243
2011-08,1189.3456281240515
2011-09,1042.7798700348037
2011-10,1097.0855970439925
2011-11,954.5007967376515
2011-12,969.7017809500674
2012-01,1098.7234987991824
2012-02,1244.8058327504689
2012-03,1199.3422078538397
2012-04,1130.3120248087562
2012-05,1102.9565553832003
2012-06,1096.3861710151903
2012-07,1094.6582460173565
2012-08,1139.520577895812
2012-09,1207.5162371398446
2012-10,1085.6543996186413
2012-11,1145.4957471179441
2012-12,1193.9795405786788
2013-01,1205.336951721612
2013-02,1221.5241289331225
2013-03,1240.041212504728
2013-04,1278.6629014638702
2013-05,1329.8043053462309
2013-06,1273.558847575628
2013-07,1323.7073480635029
2013-08,1337.25708819968
2013-09,1400.0177509926777
2013-10,1446.1940140240138
2013-11,1429.0438300841024
2013-12,1457.3993554969306
2014-01,1425.6930843450227
2014-02,1494.1310925833309
2014-03,1501.0110265834883
2014-04,1470.2360827071177
2014-05,1532.9837559162252
2014-06,1571.3044096641695
2014-07,1547.218071284542
2014-08,1540.9588318678589
2014-09,1450.7480271437457
2014-10,1356.0702756952592
2014-11,1338.451441450914
2014-12,1384.3987611858302
2015-01,1396.7190615604495
2015-02,1425.266754784818
2015-03,1450.036010938379
2015-04,1499.9711319037385
2015-05,1465.3085421968192
2015-06,1386.1830671496518
2015-07,1227.9470800866384
2015-08,1126.774756966647
2015-09,1188.4542007322505
2015-10,1277.8575447166209
2015-11,1255.959467567207
2015-12,1263.3287434341457
2016-01,1205.1442187675316
2016-02,1261.773962414718
2016-03,1319.750541739757
2016-04,1272.5240466419068
2016-05,1266.2816208829702
2016-06,1290.0718310715893
2016-07,1361.0114294707394
2016-08,1406.8464517574146
2016-09,1438.8999417596876
2016-10,1401.4839894608826
2016-11,1372.8034862235106
2016-12,1367.0112427482504
2017-01,1452.205770397708
2017-02,1576.8737405774948
2017-03,1609.0033677457352
2017-04,1602.594941
2017-05,1622.251484
2017-06,1661.644756
2017-07,1740.903251
2017-08,1821.735669
2017-09,1793.422524
2017-10,1879.000552
2017-11,1963.457135
2017-12,1962.677306
2018-01,2055.114138
2018-02,2006.895094
2018-03,1998.354657
2018-04,1908.786122750977
2018-05,1984.7997823527785
2018-06,1943.342517810892
2018-07,1969.369556712008
2018-08,1932.0226075499704
2018-09,1861.2538943432808
2018-10,1581.6298389941849
2018-11,1727.7436296534145
2018-12,1679.2550830807625
2019-01,1757.8585311572854
2019-02,1837.508977101099
2019-03,1887.9464168519644
2019-04,1906.36161640888
2019-05,1782.1614416147368
2019-06,1887.973449400827
2019-07,1973.0455893711744
2019-08,1940.3180702974605
2019-09,1979.4589930146306
2019-10,2095.7127393468804
2019-11,2092.0705686746837
2019-12,2194.182284377773
2020-01,2079.071158620773
2020-02,2037.5057888056529
2020-03,1712.2665090213902
2020-04,2040.8651987365834
2020-05,2088.514539067905
2020-06,2288.496476242442
2020-07,2431.169309610446
2020-08,2491.9638139646
2020-09,2451.5532285152403
2020-10,2505.1357277419156
2020-11,2737.0019997191866
2020-12,2869.4802910960175
2021-01,2813.7791521130557
2021-02,3068.169314061828
2021-03,3144.676255779855
2021-04,3550.67677958707
2021-05,3393.9868575480054
2021-06,3601.1552278068916
2021-07,3604.0134335795206
2021-08,3554.4453230537474
2021-09,3473.681774530042
2021-10,3588.7721972431896
2021-11,3747.787706098686
2021-12,3916.959446769296
2022-01,3637.100398602074
2022-02,3683.0070858482495
2022-03,3660.8681840955464
2022-04,3316.7410324490584
2022-05,3397.423488452137
2022-06,2994.5777949552707
2022-07,3051.93694325167
2022-08,3157.3039808328613
2022-09,2729.9315481383123
2022-10,2583.1481772729135
2022-11,3042.354428726878
2022-12,2948.9552610858345
2023-01,3212.0938876021787
2023-02,3316.5627741050325
2023-03,3407.066679902067
2023-04,3355.563361070363
2023-05,3591.108887345036
2023-06,3724.7985140611736
2023-07,3835.1097452512786
