Date,NEW ZEALAND SMALL CAP
2000-12,100.00000000000001
2001-01,102.97178352917675
2001-02,101.14348885233207
2001-03,98.30041692627266
2001-04,103.81011348693134
2001-05,102.478415929311
2001-06,106.8285043408178
2001-07,115.07959664842491
2001-08,128.0062525572141
2001-09,112.34458141623732
2001-10,126.87992258527221
2001-11,134.22189632882214
2001-12,132.63022831953836
2002-01,130.76145887271042
2002-02,128.35972032422058
2002-03,136.00630099434844
2002-04,139.36554737221792
2002-05,151.5223064381638
2002-06,149.46629784504003
2002-07,138.44183718226077
2002-08,146.5944454949445
2002-09,148.6144772198343
2002-10,159.6075945366088
2002-11,157.26177877958347
2002-12,172.4337699463935
2003-01,184.83992880216374
2003-02,185.73599864859887
2003-03,180.73194849837992
2003-04,191.8677542569754
2003-05,200.72031843386569
2003-06,223.501939804448
2003-07,217.19504819548573
2003-08,224.75137331126115
2003-09,237.9556542450961
2003-10,251.33501818086015
2003-11,261.6813633573917
2003-12,278.2306487919837
2004-01,279.1496302576927
2004-02,276.4135918914338
2004-03,288.29473701223554
2004-04,282.08213506163474
2004-05,281.87637426625486
2004-06,291.2667462399305
2004-07,304.21345343777267
2004-08,312.0880130804829
2004-09,338.86087225479105
2004-10,338.41856688800027
2004-11,380.5160609672687
2004-12,400.5675130107541
2005-01,390.0365123719212
2005-02,411.70723002767176
2005-03,385.38432965750735
2005-04,380.2094217765966
2005-05,372.22469943795437
2005-06,403.00078252161785
2005-07,410.38407515118905
2005-08,411.5043347689011
2005-09,435.4371826732445
2005-10,416.4112076511316
2005-11,415.76078389467295
2005-12,402.7071144054
2006-01,404.29948393985
2006-02,403.62764905138846
2006-03,413.34647973187276
2006-04,438.67670612231757
2006-05,437.22465643810136
2006-06,428.8312318894471
2006-07,432.74633157568087
2006-08,434.17607000001897
2006-09,447.6299727490091
2006-10,472.96310883764005
2006-11,490.3966048147765
2006-12,516.4734444692155
2007-01,510.1523904958348
2007-02,493.32869547382114
2007-03,502.28745004092
2007-04,530.2784092058162
2007-05,535.2820885458256
2007-06,547.2977489476793
2007-07,536.0372243826622
2007-08,478.85330634251875
2007-09,541.2402049248382
2007-10,561.7066316885388
2007-11,531.4546635065743
2007-12,537.9744564581152
2008-01,497.22617122200546
2008-02,486.3923292380973
2008-03,467.53554170080594
2008-04,478.9643062657877
2008-05,465.9094294501316
2008-06,421.149385524385
2008-07,426.7007537920772
2008-08,423.5838374567029
2008-09,373.3943705177237
2008-10,309.3746012810616
2008-11,276.05001249059313
2008-12,295.4749853055191
2009-01,262.35688735467266
2009-02,235.51214882449835
2009-03,269.4523030969358
2009-04,271.1926707036275
2009-05,320.8263392995212
2009-06,320.8355583002714
2009-07,355.8308888122693
2009-08,376.1359399103613
2009-09,404.2930322992556
2009-10,407.26768376509557
2009-11,397.73397497591804
2009-12,423.76131665944274
2010-01,407.0806205512035
2010-02,403.7702291080585
2010-03,420.789875085349
2010-04,441.1349331083988
2010-05,377.92155743337696
2010-06,377.1968364392745
2010-07,403.09205197917527
2010-08,393.3951618326266
2010-09,434.18927865505515
2010-10,473.81242813693945
2010-11,445.9665725818449
2010-12,480.52191494802383
2011-01,472.03070034764346
2011-02,452.6024134298166
2011-03,468.2868734090028
2011-04,506.1039601791387
2011-05,512.3755595267564
2011-06,504.0114849504367
2011-07,522.4309398709191
2011-08,497.24719200307817
2011-09,452.8521906737287
2011-10,478.76600668907446
2011-11,460.4342845515643
2011-12,459.54148783946636
2012-01,487.4330951654543
2012-02,496.2230304918365
2012-03,509.76304344403945
2012-04,514.3953183808624
2012-05,459.0921148786677
2012-06,489.77829005293995
2012-07,503.92762259882755
2012-08,523.6449031531436
2012-09,576.4213735539748
2012-10,591.3450682963872
2012-11,602.1686841307026
2012-12,598.9538479873404
2013-01,623.4235190077511
2013-02,630.6228561944409
2013-03,649.0211749700151
2013-04,686.538717920514
2013-05,646.017159240106
2013-06,616.2351433181844
2013-07,656.8406133305773
2013-08,631.4511176296425
2013-09,705.0131420096482
2013-10,732.9743538351579
2013-11,707.8634374087899
2013-12,708.1578194684115
2014-01,715.7374555412503
2014-02,751.7920808653811
2014-03,806.2655899333822
2014-04,798.6875261783962
2014-05,801.7043933098873
2014-06,822.1827698006111
2014-07,793.140216070708
2014-08,799.7969668691413
2014-09,759.9376026648833
2014-10,801.5357406080346
2014-11,822.3713221070115
2014-12,843.9562936023199
2015-01,799.238145353957
2015-02,869.781775955253
2015-03,866.0910284276008
2015-04,872.3568754138747
2015-05,835.232407217173
2015-06,775.0212814474928
2015-07,790.0653465550262
2015-08,700.3982883464442
2015-09,715.7124092213717
2015-10,803.2776232316999
2015-11,808.2405223293015
2015-12,882.3417619141312
2016-01,817.3545825575997
2016-02,829.9750301377426
2016-03,947.5178206384708
2016-04,958.1329396171491
2016-05,961.2147981623763
2016-06,994.0333054739664
2016-07,1060.4067301102139
2016-08,1059.3790647453561
2016-09,1054.570635360671
2016-10,958.191461969044
2016-11,951.5073420457088
2016-12,936.4989291488679
2017-01,1003.2359501845937
2017-02,1006.882704480512
2017-03,1012.5013812633002
2017-04,1029.269613
2017-05,1094.524393
2017-06,1168.32429
2017-07,1201.903502
2017-08,1171.455037
2017-09,1227.623675
2017-10,1226.570876
2017-11,1236.732363
2017-12,1298.172032
2018-01,1377.145671
2018-02,1400.260523
2018-03,1400.387159
2018-04,1381.1782695225431
2018-05,1382.1969619132508
2018-06,1358.3936369368698
2018-07,1367.8134819326685
2018-08,1347.8706298157
2018-09,1379.4292043220826
2018-10,1280.6296076462631
2018-11,1400.1524768931372
2018-12,1362.848293095336
2019-01,1430.752226090956
2019-02,1428.3216017757984
2019-03,1514.2175438539537
2019-04,1477.2222685366978
2019-05,1452.4398696500944
2019-06,1591.3791263465632
2019-07,1574.977069533381
2019-08,1543.759313179886
2019-09,1564.773853496208
2019-10,1542.5485675427383
2019-11,1564.6677972517627
2019-12,1666.742935082481
2020-01,1627.147161941745
2020-02,1449.8026357158874
2020-03,1086.003907709281
2020-04,1254.8300737004931
2020-05,1290.8167958412766
2020-06,1363.113755987126
2020-07,1429.2345991582213
2020-08,1527.089759220041
2020-09,1547.1946841788106
2020-10,1632.0961757493446
2020-11,1836.1604503074377
2020-12,2022.8233030142283
2021-01,1998.5433211312368
2021-02,1945.2144530875487
2021-03,1917.61165413665
2021-04,1978.9031959236672
2021-05,2030.023429224164
2021-06,1996.2025161758193
2021-07,1972.231676447226
2021-08,2081.0180482320584
2021-09,2045.6694735245585
2021-10,2115.4426016716466
2021-11,1890.9288971930316
2021-12,1981.992256392187
2022-01,1773.5556839694789
2022-02,1864.3058121080062
2022-03,1931.688488234511
2022-04,1782.093451093711
2022-05,1672.9293438606492
2022-06,1536.8258628464596
2022-07,1630.5530974889753
2022-08,1672.8413016437898
2022-09,1472.200344998428
2022-10,1527.8892046631615
2022-11,1615.6792054088776
2022-12,1638.318546647126
2023-01,1735.3903007148442
2023-02,1632.680085866165
2023-03,1627.5646378903532
2023-04,1612.0843922101205
2023-05,1615.6200008620472
2023-06,1681.2874602486888
2023-07,1739.2522822709784
