Date,GERMANY SMALL CAP
2009-09,185.0184924797631
2009-10,177.1337094313895
2009-11,191.25316418388445
2009-12,190.71344422243254
2010-01,186.51464596535322
2010-02,182.90598124954894
2010-03,195.633019734378
2010-04,195.25176616645385
2010-05,170.74004549015262
2010-06,169.9224544694052
2010-07,189.0870242009344
2010-08,179.75157808183383
2010-09,205.95583318593282
2010-10,224.71708624047966
2010-11,212.14655941200496
2010-12,241.02782744389293
2011-01,246.87767780757522
2011-02,250.18567489940295
2011-03,260.9315676723449
2011-04,281.5557607960024
2011-05,274.83421670987497
2011-06,275.98316561480357
2011-07,256.01597050194135
2011-08,225.85780582367818
2011-09,191.33606706219584
2011-10,213.63382477007985
2011-11,201.3549052299963
2011-12,190.5487528128331
2012-01,208.73374089031338
2012-02,224.4588160926736
2012-03,225.5911973126475
2012-04,228.485647283686
2012-05,201.32700453888185
2012-06,207.98601307131847
2012-07,209.0426791164222
2012-08,216.12111277974716
2012-09,224.97828354253852
2012-10,234.34709923846853
2012-11,241.0635655706466
2012-12,248.41003904751483
2013-01,266.06022866690006
2013-02,270.4200870904534
2013-03,263.0927372795432
2013-04,268.6418353118049
2013-05,280.1486587683494
2013-06,268.62065209589207
2013-07,284.26907120179254
2013-08,286.9688100459304
2013-09,309.3757641699891
2013-10,326.23331018836984
2013-11,331.22821219912674
2013-12,336.5100212423688
2014-01,338.943747597739
2014-02,361.6487510045897
2014-03,352.48291281361105
2014-04,351.835931729518
2014-05,364.8401625225491
2014-06,365.48969342779776
2014-07,331.49913925017086
2014-08,330.38612156177584
2014-09,313.6846677910531
2014-10,308.7944433813923
2014-11,325.9580550610888
2014-12,322.6275666049505
2015-01,324.45023430923237
2015-02,345.56818582672383
2015-03,336.77000397107867
2015-04,347.7615291536496
2015-05,349.3578930837249
2015-06,343.45473271974345
2015-07,355.74034842928046
2015-08,347.3291650486855
2015-09,344.16996006649225
2015-10,361.66185407263447
2015-11,355.68134102591563
2015-12,362.0345755828464
2016-01,333.4571593876369
2016-02,331.4239050065303
2016-03,365.45696424931
2016-04,365.88314478396074
2016-05,374.5066937673277
2016-06,354.66993915535477
2016-07,381.6933741430533
2016-08,382.0889332263333
2016-09,389.9869760951613
2016-10,373.02658705511755
2016-11,352.46791371788316
2016-12,368.0574119405714
2017-01,385.5393089585052
2017-02,392.581646765275
2017-03,412.15159953894556
2017-04,434.670643
2017-05,471.686896
2017-06,464.493329
2017-07,497.704896
2017-08,514.465564
2017-09,543.740524
2017-10,551.265456
2017-11,565.78916
2017-12,581.85645
2018-01,622.971297
2018-02,592.239103
2018-03,581.07524
2018-04,589.2156384118625
2018-05,578.9115544420517
2018-06,557.3706525914522
2018-07,583.0171156844054
2018-08,583.9600689581736
2018-09,553.2029488872761
2018-10,497.33678863748435
2018-11,483.87562765850026
2018-12,447.53637924407946
2019-01,497.2302423389117
2019-02,502.6385122878535
2019-03,506.77264527783996
2019-04,535.3010143675461
2019-05,500.15650826767654
2019-06,530.1994556483252
2019-07,518.2775403033304
2019-08,503.18836098129196
2019-09,507.1041446306887
2019-10,533.2170598779321
2019-11,545.3480655864404
2019-12,580.9948698028776
2020-01,562.0168018917086
2020-02,511.041159738897
2020-03,425.20532596069813
2020-04,468.443810894409
2020-05,523.9944415165047
2020-06,545.6896824304897
2020-07,573.7015294647588
2020-08,611.6803763423795
2020-09,603.8823464861968
2020-10,550.0899047228704
2020-11,669.8952455684943
2020-12,731.3686383659724
2021-01,756.0442743281308
2021-02,763.4478609758028
2021-03,750.9951413160203
2021-04,799.8157576931947
2021-05,820.3201378343846
2021-06,793.9686462632308
2021-07,808.2645554170934
2021-08,834.2380257463313
2021-09,798.4994404318875
2021-10,813.5035577000663
2021-11,757.6364971200459
2021-12,785.0994359732779
2022-01,728.248031577436
2022-02,719.602756407584
2022-03,712.96084066761
2022-04,664.8862929342143
2022-05,664.906592087792
2022-06,552.2227297639248
2022-07,572.9046396251545
2022-08,524.1525033857729
2022-09,446.9911804838696
2022-10,485.84800641717044
2022-11,550.6581012596611
2022-12,550.2726015401068
2023-01,628.6307695222333
2023-02,624.8501628167694
2023-03,618.3730040367926
2023-04,633.4164371849422
2023-05,589.3380580741475
2023-06,620.8432076825329
2023-07,645.5521704612501
