Date,GERMANY SMALL CAP
2000-12,100.0
2001-01,110.5540155053158
2001-02,99.89180039074934
2001-03,87.8596854474506
2001-04,91.61485056537738
2001-05,88.96364881355187
2001-06,82.2218260105814
2001-07,77.72341238497417
2001-08,74.11603448160182
2001-09,65.65747823348447
2001-10,73.28896369115483
2001-11,79.63679130448614
2001-12,78.3636851246964
2002-01,76.34717150861933
2002-02,74.21542022614994
2002-03,76.76951007088059
2002-04,79.95666277581657
2002-05,79.20606829713148
2002-06,75.4911763344508
2002-07,64.622192373075
2002-08,62.81058480415829
2002-09,51.72504566643451
2002-10,57.60736807581557
2002-11,58.039066178576746
2002-12,53.52702466154196
2003-01,55.66022820508677
2003-02,53.36668371183658
2003-03,54.14740818983468
2003-04,65.84595854644785
2003-05,70.16458933378283
2003-06,71.86344411852438
2003-07,76.93819279285124
2003-08,77.8369385734558
2003-09,82.65387433669541
2003-10,91.62463739093506
2003-11,94.16319446664824
2003-12,99.6430100118487
2004-01,106.90558104906239
2004-02,110.98794960841748
2004-03,106.2061210674538
2004-04,105.49752845853608
2004-05,104.39908950783115
2004-06,108.25110519988996
2004-07,103.21685865319425
2004-08,100.12914688829463
2004-09,105.89365898299322
2004-10,110.01996481749585
2004-11,121.2319511286785
2004-12,129.05711486496554
2005-01,131.322416720204
2005-02,139.37817924267773
2005-03,134.03099786064246
2005-04,124.78280265005658
2005-05,128.68743695979984
2005-06,134.5944284678447
2005-07,143.82383733765926
2005-08,145.88688431106172
2005-09,150.12019044149005
2005-10,137.58158363192484
2005-11,141.56659703871983
2005-12,147.67656755140192
2006-01,167.00693393133676
2006-02,169.55407535943485
2006-03,173.13718402377816
2006-04,180.2931765543431
2006-05,170.09328829622768
2006-06,166.35263444687178
2006-07,162.59727002666455
2006-08,164.11727681821043
2006-09,170.5058710733078
2006-10,179.76617377696124
2006-11,189.90322677282623
2006-12,201.02771592132376
2007-01,208.88801049694408
2007-02,210.35599599435406
2007-03,224.0956561271186
2007-04,240.13560961240103
2007-05,242.88601295334843
2007-06,244.92134337557727
2007-07,240.26692299590152
2007-08,231.00360142062823
2007-09,240.23074264358107
2007-10,246.85944266774342
2007-11,228.51436121212384
2007-12,227.21109298804686
2008-01,199.46215016357922
2008-02,210.14928648054837
2008-03,214.1447733675058
2008-04,222.41318852267307
2008-05,227.12652869506653
2008-06,210.14816533819004
2008-07,197.68656524786647
2008-08,193.2189642128852
2008-09,149.92877657784996
2008-10,104.02978741505574
2008-11,102.23081230885451
2008-12,122.91695748873596
2009-01,103.3231586476962
2009-02,94.03611560751581
2009-03,101.54061780436267
2009-04,123.3756251479774
2009-05,139.7658181425467
2009-06,140.09823829003946
2009-07,151.05793665080085
2009-08,165.33830614675435
