Date,CHINA SMALL CAP
1994-05,331.93769939931207
1994-06,310.5377877557517
1994-07,319.51696792790085
1994-08,340.5007853872271
1994-09,328.77426738110705
1994-10,325.5909296959159
1994-11,304.8230883920361
1994-12,267.8096362474456
1995-01,235.3899301992604
1995-02,243.47484759786644
1995-03,232.73334441839822
1995-04,215.676153833638
1995-05,236.16349472556058
1995-06,227.01690345511727
1995-07,239.78845012028796
1995-08,210.23222493445877
1995-09,210.3274125934292
1995-10,195.1023853763438
1995-11,170.6718163821581
1995-12,165.61252847086433
1996-01,196.99194758558266
1996-02,206.00050324729696
1996-03,192.66039939575666
1996-04,192.3226691572662
1996-05,201.55992742722142
1996-06,197.45152594676506
1996-07,191.72031411024676
1996-08,195.21637985138057
1996-09,191.15205022097024
1996-10,181.2734506928295
1996-11,210.04557765344097
1996-12,232.71451462863828
1997-01,235.14749075161072
1997-02,239.70633888133887
1997-03,240.49689768685457
1997-04,270.82877249895876
1997-05,284.19098698115687
1997-06,318.2421389994126
1997-07,349.9897663588244
1997-08,402.11264348238143
1997-09,383.4923485058393
1997-10,318.6378187396821
1997-11,281.0586934056678
1997-12,270.02491914379254
1998-01,200.36378348847967
1998-02,292.03328535429404
1998-03,304.16827887706296
1998-04,290.90058085332447
1998-05,260.05775004335067
1998-06,218.1714482511819
1998-07,181.29317572215695
1998-08,134.55756176674984
1998-09,192.97421553031836
1998-10,208.992272323985
1998-11,208.54698266123407
1998-12,191.18575383733233
1999-01,158.2999542060581
1999-02,158.1874822766338
1999-03,176.30061200764175
1999-04,203.39837556153134
1999-05,203.67842519470506
1999-06,307.8098752211581
1999-07,268.56946911786594
1999-08,267.82019172442386
1999-09,272.37104919898604
1999-10,239.63227506428518
1999-11,241.30966604432382
1999-12,228.02408804285827
2000-01,208.38787955746955
2000-02,176.33254548238097
2000-03,181.2886186412737
2000-04,193.9947771454985
2000-05,195.30774227918454
2000-06,220.44530912335867
2000-07,254.62980702071226
2000-08,250.3588551845687
2000-09,219.0926026106874
2000-10,205.9884245753384
2000-11,202.10122558399098
2000-12,216.89680446343007
2001-01,220.08492339114056
2001-02,238.27041170138017
2001-03,239.9934203869944
2001-04,268.64525165957383
2001-05,331.0628225918336
2001-06,314.56778473405586
2001-07,254.375889508069
2001-08,239.59916002746587
2001-09,217.84654894651672
2001-10,246.54958113284974
2001-11,257.66736039951724
2001-12,255.70723630608308
2002-01,247.38865174610572
2002-02,256.2788173919877
2002-03,263.97084283694846
2002-04,266.5733581910475
2002-05,268.77772074845785
2002-06,268.70871869225226
2002-07,253.48716918490874
2002-08,245.54719870282602
2002-09,230.35714647389358
2002-10,221.16793669239857
2002-11,223.77370701622024
2002-12,224.26996980577107
2003-01,244.43717133864413
2003-02,249.02158832238803
2003-03,238.36356450146778
2003-04,228.82138448164773
2003-05,255.1319472636
2003-06,256.15404309405295
2003-07,280.22731210725027
2003-08,292.3400804225387
2003-09,301.66750759355824
2003-10,341.2166290575675
2003-11,345.9157003708124
2003-12,357.44010695963766
2004-01,375.7400914134339
2004-02,398.0517404352716
2004-03,376.5327990541672
2004-04,328.1842138506208
2004-05,331.4749309407234
2004-06,319.48560156291194
2004-07,321.85790466372356
2004-08,314.33334343292046
2004-09,341.74981191221144
2004-10,338.1810683780606
2004-11,364.11499460793414
2004-12,359.0292228858609
2005-01,363.3300026167028
2005-02,384.61645742180247
2005-03,360.63641575964505
2005-04,356.1311445907206
2005-05,344.8035640148335
2005-06,350.8365043807721
2005-07,349.67619507139057
2005-08,357.40582048467695
2005-09,379.43687059444204
2005-10,347.5664115640917
2005-11,373.799646420205
2005-12,387.29397836856043
2006-01,461.6200151738176
2006-02,476.84707288992166
2006-03,509.3674986731857
2006-04,529.1899583981901
2006-05,511.52039856069604
2006-06,503.5403695986987
2006-07,502.02634868089376
2006-08,507.18628823782274
2006-09,536.6677376060775
2006-10,568.6396325887971
2006-11,620.462597320446
2006-12,675.1015110537868
2007-01,701.7746373720773
2007-02,758.5421462776005
2007-03,782.7355578859742
2007-04,853.7065697713107
2007-05,1000.0
2007-06,1027.6621278404398
2007-07,1152.5306854302085
2007-08,1127.9917643444326
2007-09,1260.751285725716
2007-10,1361.9551730824112
2007-11,1202.7473332439265
2007-12,1198.9161682962706
2008-01,1003.341038800721
2008-02,1063.360037195993
2008-03,904.1230805350627
2008-04,968.4039822936484
2008-05,949.5432498258697
2008-06,825.8553554395829
2008-07,793.1036883240578
2008-08,693.6241489615724
2008-09,553.9557823420967
2008-10,387.8797933375505
2008-11,417.4518320611557
2008-12,518.7634641783774
2009-01,494.98671127080576
2009-02,493.6660431624361
2009-03,565.867028146665
2009-04,677.888360873069
2009-05,892.4229720214875
2009-06,936.3119236270817
2009-07,1079.4450829608088
2009-08,985.0627924837308
2009-09,1028.4512319686141
2009-10,1134.0251642043954
2009-11,1238.739749283682
2009-12,1299.8077728286476
2010-01,1235.4398882798987
2010-02,1292.9696547804633
2010-03,1390.2866298226338
2010-04,1375.1797916639944
2010-05,1204.0364848586437
2010-06,1194.1790740509036
2010-07,1275.254035629227
2010-08,1267.7790075491773
2010-09,1437.0812101650702
2010-10,1504.3496302113072
2010-11,1531.7867440373348
2010-12,1535.6077773762918
2011-01,1503.3978314527158
2011-02,1444.9537756896855
2011-03,1485.801337334821
2011-04,1523.6051421713312
2011-05,1458.2232434967873
2011-06,1375.652968239445
2011-07,1355.4940755958366
2011-08,1168.9440651683976
2011-09,935.562807960134
2011-10,1069.8031412218781
2011-11,979.1384470052194
2011-12,947.9123110889972
2012-01,1003.816261670721
2012-02,1142.5316188709717
2012-03,1047.1851764686194
2012-04,1054.72891134366
2012-05,971.4207180959017
2012-06,959.4520598607053
2012-07,913.1651620958701
2012-08,924.7551695409186
2012-09,968.5111457397653
2012-10,1029.123937174682
2012-11,1067.493809838076
2012-12,1165.7536871361388
2013-01,1263.7516557241627
2013-02,1273.1122202691065
2013-03,1233.2447427411341
2013-04,1260.6958238728948
2013-05,1319.8161920926948
2013-06,1190.7888429309078
2013-07,1206.9232947472499
2013-08,1243.0608267737496
2013-09,1283.059404617108
2013-10,1328.6518510323594
2013-11,1375.3795460006727
2013-12,1383.5129514239509
2014-01,1392.4265548844382
2014-02,1414.745638059141
2014-03,1381.3033682931564
2014-04,1326.8873832501954
2014-05,1361.2105597087323
2014-06,1382.4295692355383
2014-07,1440.1115847403198
2014-08,1461.725494330311
2014-09,1441.205242130698
2014-10,1455.099472493297
2014-11,1451.3597307247733
2014-12,1378.8289085278884
2015-01,1371.244390108451
2015-02,1378.3720583459574
2015-03,1469.8991967409445
2015-04,1876.3339387504861
2015-05,2009.9495817914315
2015-06,1768.739339467611
2015-07,1488.47763006432
2015-08,1267.7988182797405
2015-09,1293.1855799028826
2015-10,1417.5996476475102
2015-11,1399.1405344736288
2015-12,1426.7648974888623
2016-01,1210.425045562746
2016-02,1214.0821241439216
2016-03,1298.6501254297507
2016-04,1323.641841959641
2016-05,1286.9572473091598
2016-06,1274.573130299309
2016-07,1284.3755708168965
2016-08,1385.345042080279
2016-09,1407.5958439659796
2016-10,1386.8439963449885
2016-11,1394.9670049418653
2016-12,1341.821407166629
2017-01,1395.6775910247754
2017-02,1439.329831825086
2017-03,1474.8789977423892
2017-04,1467.406229
2017-05,1443.66675
2017-06,1459.304168
2017-07,1530.057414
2017-08,1561.454582
2017-09,1648.827522
2017-10,1678.503529
2017-11,1620.134292
2017-12,1672.230436
2018-01,1798.346629
2018-02,1706.00584
2018-03,1720.143455
2018-04,1750.4390961268107
2018-05,1831.0972418652168
2018-06,1687.4628533663674
2018-07,1640.7841394335417
2018-08,1555.8839943545056
2018-09,1516.0493359483487
2018-10,1363.3336973906148
2018-11,1396.5405860645812
2018-12,1345.577874444447
2019-01,1432.1164124858838
2019-02,1511.0699386151875
2019-03,1547.3453637336936
2019-04,1548.1382921680763
2019-05,1413.6792063106413
2019-06,1453.0535979088402
2019-07,1423.3481309607025
2019-08,1339.8039456748907
2019-09,1338.5867814998207
2019-10,1366.418231497062
2019-11,1349.673100490886
2019-12,1434.7593093133419
2020-01,1365.3599461507795
2020-02,1394.8235208381118
2020-03,1245.479897949721
2020-04,1308.8005628262977
2020-05,1268.5092378926872
2020-06,1409.6274255862977
2020-07,1579.8274341893978
2020-08,1632.6619683838526
2020-09,1561.7616669373167
2020-10,1571.2827173716369
2020-11,1738.0020789310097
2020-12,1825.1173547628725
2021-01,2014.9012358066848
2021-02,2189.2624606782947
2021-03,2050.4082529761126
2021-04,2116.846418709789
2021-05,2151.0978856915576
2021-06,2152.199724277247
2021-07,1930.9237419831836
2021-08,1996.309730620406
2021-09,1869.1637522130536
2021-10,1840.5245581459267
2021-11,1771.67395072096
2021-12,1710.9251494669775
2022-01,1599.7221625603154
2022-02,1531.4319232613916
2022-03,1431.577314561841
2022-04,1356.4875598364235
2022-05,1331.9237162329337
2022-06,1430.4706899715209
2022-07,1290.5601159700436
2022-08,1249.0370479909304
2022-09,1060.3738516006274
2022-10,956.8611029702028
2022-11,1203.3152090415424
2022-12,1287.1898573306491
2023-01,1435.673713161509
2023-02,1310.6482370318483
2023-03,1234.3383342998316
2023-04,1210.717717458624
2023-05,1055.3039010704133
2023-06,1061.337779969396
2023-07,1151.1222677850171
