Date,ZIMBABWE SMALL CAP
2010-11,1000.0
2010-12,915.4275715906189
2011-01,1084.7995713475268
2011-02,1096.2637259590067
2011-03,1596.0879106110897
2011-04,1619.223867446308
2011-05,1604.7222858080866
2011-06,1664.830968004445
2011-07,1656.5169785428307
2011-08,1623.3850125776842
2011-09,1587.0941419888704
2011-10,1400.4139640307394
2011-11,1467.2838831397407
2011-12,1453.3348454147183
2012-01,1394.9629635874899
2012-02,1481.865002444237
2012-03,1387.7641213480065
2012-04,1282.1224063762377
2012-05,1276.598838547925
2012-06,1241.74654416324
2012-07,1299.4069346269835
2012-08,1264.9407578823132
2012-09,1498.9466193241224
2012-10,1586.8772393745046
2012-11,1472.8125797082273
2012-12,1463.6075439875624
2013-01,1742.3179643521169
2013-02,1741.8596289336751
2013-03,1618.8168867959089
2013-04,1644.0987797832893
2013-05,1858.5402243145274
2013-06,1787.5026366103004
2013-07,2062.1496524119398
2013-08,1653.9228864198376
2013-09,1790.4559559384516
2013-10,1853.8855182601812
2013-11,1683.576021254923
2013-12,1641.9329811088842
2014-01,1638.8026109135294
2014-02,1608.9583689434105
2014-03,1396.2613233564389
2014-04,1382.9560858384853
2014-05,1403.462343734186
2014-06,1511.6035133839334
2014-07,1514.2068260007643
2014-08,1557.4441606160851
2014-09,1531.2628431253393
2014-10,1451.6988974324624
2014-11,1314.3329251434936
2014-12,1295.9821821543967
2015-01,1316.638228372217
2015-02,1371.4248950298856
2015-03,1277.4061620740624
2015-04,1287.7614098545419
2015-05,1282.8320873748035
2015-06,1248.4441422551738
2015-07,1290.770527567203
2015-08,1231.3378698974598
2015-09,1200.6666142352422
2015-10,1225.0359958651645
2015-11,890.3013196948253
2015-12,833.8896716728788
2016-01,693.5656972182873
2016-02,644.6342168682131
2016-03,627.7725053705007
2016-04,710.8421823404697
2016-05,701.6093241122513
2016-06,682.5745489228559
2016-07,677.0791435084252
2016-08,698.2736748154302
2016-09,757.8836493610911
2016-10,973.8135924933853
2016-11,1136.0145181657688
2016-12,1186.0084494807531
2017-01,1185.40846592068
2017-02,1164.80849336491
2017-03,1152.009515324939
2017-04,1193.246626
2017-05,1411.457616
2017-06,1621.532267
2017-07,1633.408167
2017-08,1714.122674
2017-09,3532.070543
2017-10,3639.291157
2017-11,2844.21923
2017-12,2729.399913
2018-01,2216.521746
2018-02,1952.166718
2018-03,1743.02362
2018-04,1810.6413782939408
2018-05,2149.041629841481
2018-06,2067.372432863589
2018-07,2327.948849962184
2018-08,2437.397556094039
2018-09,2332.5087422643965
2018-10,3208.2556960439947
2018-11,3169.4729599670914
2018-12,2874.824032396102
2019-01,3155.491486543465
2019-02,2953.572454782772
2019-03,2511.3854921821926
2019-04,2743.8782703723646
2019-05,3769.3892069469807
2019-06,4322.211728278229
2019-07,3706.836073065894
2019-08,2948.5291310045814
2019-09,5678.199654901577
2019-10,350.62979476768623
2019-11,380.81293439118275
2019-12,348.7809840966987
2020-01,524.8027497681805
2020-02,652.9823618522154
2020-03,476.67459528777346
2020-04,516.556121516691
2020-05,1330.7128130620154
2020-06,612.9981198327017
2020-07,458.0327100426902
2020-08,266.03811117992194
2020-09,293.334241850283
2020-10,282.8832046327483
2020-11,311.08836350376424
2020-12,540.3984019218132
2021-01,796.5342121688457
2021-02,908.9494390357273
2021-03,1111.2883188975586
2021-04,1038.0663360253623
2021-05,1271.4971596852954
2021-06,1298.8379690752165
2021-07,1400.1548328935821
2021-08,1730.4266466004435
2021-09,2583.8966512556763
2021-10,3294.409034940015
2021-11,2720.2393116166854
2021-12,2591.0269606045654
2022-01,3068.532685354264
2022-02,3703.0308049662567
2022-03,3505.027701357013
2022-04,5986.917766477671
2022-05,2441.0498460922518
2022-06,1706.9605215568297
2022-07,1407.9450887673752
2022-08,867.9605087253973
2022-09,704.4544739870287
2022-10,885.8612400251535
2022-11,843.2614533439432
2022-12,593.0274162745441
2023-01,673.5456012850996
2023-02,768.3859351007925
2023-03,972.7985522378581
2023-04,899.8588438195484
2023-05,1350.336798303046
