Date,BRAZIL SMALL CAP
1994-05,107.60632177290474
1994-06,110.38124533579483
1994-07,122.21219608997427
1994-08,159.557263682583
1994-09,176.17073331914622
1994-10,184.9531674754977
1994-11,192.72526219270023
1994-12,185.45277403350258
1995-01,168.01954977489655
1995-02,154.42883658888155
1995-03,139.3152929105423
1995-04,143.97887426248906
1995-05,139.14118502573467
1995-06,130.13272532751267
1995-07,124.00939420413803
1995-08,124.1924531656055
1995-09,125.2314666376285
1995-10,114.54573253592078
1995-11,105.68406066772947
1995-12,99.48016812701324
1996-01,109.55965154723188
1996-02,110.50710329767155
1996-03,105.93317684740224
1996-04,107.04335378349626
1996-05,117.77195589350605
1996-06,122.04127500303296
1996-07,119.63773135035973
1996-08,117.29769480218313
1996-09,121.91200512340762
1996-10,123.41138464418789
1996-11,123.49388546105438
1996-12,122.5724797569049
1997-01,131.8842662520687
1997-02,144.51803826342427
1997-03,144.21377732569863
1997-04,148.37751377992922
1997-05,158.89763250720355
1997-06,170.28481510587676
1997-07,175.70520031853965
1997-08,163.54538885682814
1997-09,167.79904640239874
1997-10,148.71742519496857
1997-11,125.65798467863577
1997-12,125.30086403719676
1998-01,111.58283748986128
1998-02,115.0741766580143
1998-03,138.54304619465222
1998-04,147.11280278018828
1998-05,127.6805590331702
1998-06,121.87085816266827
1998-07,118.97210332069218
1998-08,95.31658440614805
1998-09,84.01044143859785
1998-10,78.478612445009
1998-11,82.16108349116598
1998-12,81.4254623304803
1999-01,50.72932385539569
1999-02,52.00337013435449
1999-03,71.65036763560214
1999-04,74.9524850927932
1999-05,76.83376529361983
1999-06,82.25230019979595
1999-07,81.26054054503477
1999-08,74.94595916593902
1999-09,81.35657406431898
1999-10,87.95546399768648
1999-11,104.17723971695331
1999-12,131.39816514502945
2000-01,138.64175529700967
2000-02,141.35707675855218
2000-03,146.32089871158402
2000-04,133.79411519330193
2000-05,127.24204423902688
2000-06,142.94076204838905
2000-07,159.56008180680868
2000-08,166.12387210945417
2000-09,162.321566231839
2000-10,149.939050759098
2000-11,137.72096173932596
2000-12,148.20492114466975
2001-01,165.67894849715574
2001-02,156.22059514808524
2001-03,142.20358724270594
2001-04,137.16156448244553
2001-05,121.4127770936027
2001-06,127.18270610092642
2001-07,115.47215400879189
2001-08,106.02309055539537
2001-09,86.91130518061135
2001-10,93.78855277961809
2001-11,107.90802036469016
2001-12,123.39259916019844
2002-01,118.11576837013952
2002-02,126.23794934014789
2002-03,126.96447595111192
2002-04,124.45095898995821
2002-05,114.76351389574582
2002-06,93.98154203954708
2002-07,71.85667655711086
2002-08,85.64291699449852
2002-09,61.69126185638263
2002-10,72.0967903846729
2002-11,74.50275010861718
2002-12,83.21812268917222
2003-01,81.96468724630763
2003-02,80.18033543521969
2003-03,91.67268958541383
2003-04,115.67707162795901
2003-05,119.20402192010609
2003-06,127.91235027547619
2003-07,129.88511839595753
2003-08,145.1404759039386
2003-09,156.8319605570057
2003-10,173.42003992889616
2003-11,192.1045009211267
2003-12,227.75557639366357
2004-01,222.78830142155323
2004-02,224.27951353357875
2004-03,233.9663734929788
2004-04,209.29065099841847
2004-05,197.566489039445
2004-06,211.83970826395347
2004-07,234.41525347814718
2004-08,266.36212140169897
2004-09,284.12081805175495
2004-10,279.153070615988
2004-11,319.6838573752061
2004-12,348.18347402397296
2005-01,335.21107135542354
2005-02,366.26647127255154
2005-03,332.4161180957182
2005-04,324.5404401085637
2005-05,350.68051230490016
2005-06,344.96961518652984
2005-07,345.7039144552357
2005-08,366.4226038638231
2005-09,440.01135940702926
2005-10,413.220841446484
2005-11,455.0960976153533
2005-12,464.34988216549556
2006-01,561.3277620278614
2006-02,592.0751554873862
2006-03,571.2512566497375
2006-04,609.935987320372
2006-05,512.780030302653
2006-06,554.2241678365579
2006-07,547.7025776760952
2006-08,585.285897898512
2006-09,590.5285767275543
2006-10,637.3420431233561
2006-11,678.2117986511691
2006-12,742.9233685581174
2007-01,756.889389643179
2007-02,763.3207318758949
2007-03,813.3458172975306
2007-04,881.028920374038
2007-05,1000.0
2007-06,1039.073447175758
2007-07,1085.5102812410114
2007-08,1022.6358268460056
2007-09,1133.6896816240774
2007-10,1260.2166170322675
2007-11,1165.9338838458239
2007-12,1150.2954062649044
2008-01,990.7051274442051
2008-02,1111.7407325856018
2008-03,963.9433725737773
2008-04,1082.313797576822
2008-05,1212.934620237404
2008-06,1138.5046715980216
2008-07,1087.432267502292
2008-08,943.8610045619164
2008-09,603.2653644179458
2008-10,399.2095843487144
2008-11,381.4589243939457
2008-12,388.26008036857087
2009-01,401.7929060245072
2009-02,390.6576840183331
2009-03,413.70933563682416
2009-04,573.6988004625255
2009-05,705.804375939486
2009-06,730.7170217357941
2009-07,899.7938600106611
2009-08,974.6677132580065
2009-09,1094.7886510440853
2009-10,1136.9250511428816
2009-11,1268.4953143059895
2009-12,1358.7550368712302
2010-01,1277.267653621225
2010-02,1328.6787585428758
2010-03,1329.7516471217057
2010-04,1372.2604864242862
2010-05,1248.905680790577
